ID,Day,Session,Era,Cell,Fill,Reason,ConfiguredAdmission,Filled,Entry,Stop,Target,RiskUSD,Net,NetUpper,Time,ExitTime,Exit,FillBarAmbiguous
read-002524-zone-0390,2024-07-29,NY,in_sample,legacy_corrected,A_touch,,,True,19278,19262.25,19279,35.5,-17.75,-1,1722346260000,1722346260000,stop,True
read-002525-zone-0021,2024-07-29,ASIA,in_sample,legacy_corrected,A_touch,,,True,18878.25,18940.5,18878.25,128.5,-2,-2,1722376860000,1722376860000,target,False
read-002525-zone-0028,2024-07-29,ASIA,in_sample,legacy_corrected,A_touch,,,True,18921,18983.25,18904,128.5,-64.25,15,1722376980000,1722377160000,stop,True
read-002525-zone-0039,2024-07-29,ASIA,in_sample,legacy_corrected,A_touch,,,True,18945,19007.25,18938,128.5,-64.25,5,1722377100000,1722381360000,stop,True
read-002526-zone-0262,2024-07-30,LONDON,in_sample,legacy_corrected,A_touch,,,True,19203.75,19232.25,19203.25,61,-1.5,-1.5,1722410100000,1722410160000,target,True
read-002527-zone-0406,2024-07-30,NY,in_sample,legacy_corrected,A_touch,,,True,19320,19291.75,19325.25,60.5,3.25,3.25,1722432900000,1722432960000,target,True
read-002527-zone-0414,2024-07-30,NY,in_sample,legacy_corrected,A_touch,,,True,19350,19321.75,19356.5,60.5,-30.25,4.5,1722432720000,1722432900000,stop,True
read-002528-zone-0284,2024-07-30,ASIA,in_sample,legacy_corrected,A_touch,,,True,19592,19650,19592,120,-2,-2,1722463260000,1722463260000,target,False
read-002529-zone-0461,2024-07-31,LONDON,in_sample,legacy_corrected,A_touch,,,True,19618.25,19641,19609.5,49.5,-24.75,6.75,1722495960000,1722496200000,stop,True
read-002530-zone-0278,2024-07-31,NY,in_sample,legacy_corrected,A_touch,,,True,19578,19612,19577,72,-36,-1,1722519660000,1722519840000,stop,True
read-002530-zone-0286,2024-07-31,NY,in_sample,legacy_corrected,A_touch,,,True,19586.75,19620.75,19586.75,72,-2,-2,1722519660000,1722519660000,target,False
read-002530-zone-0291,2024-07-31,NY,in_sample,legacy_corrected,A_touch,,,True,19597.25,19631.25,19597.25,72,-2,-2,1722519720000,1722519720000,target,False
read-002530-zone-0312,2024-07-31,NY,in_sample,legacy_corrected,A_touch,,,True,19628.75,19662.75,19617.5,72,-36,9.25,1722519840000,1722520200000,stop,True
read-002533-zone-0056,2024-08-01,NY,in_sample,legacy_corrected,A_touch,,,True,18600,18535,18625,134,23,23,1722605520000,1722605580000,target,True
read-002533-zone-0060,2024-08-01,NY,in_sample,legacy_corrected,A_touch,,,True,18650,18715,18625,134,-67,23,1722605940000,1722606000000,stop,True
read-002533-zone-0073,2024-08-01,NY,in_sample,legacy_corrected,A_touch,,,True,18695,18760,18672.75,134,-67,20.25,1722606000000,1722606120000,stop,True
read-002533-zone-0086,2024-08-01,NY,in_sample,legacy_corrected,A_touch,,,True,18717.75,18782.75,18717.75,134,-2,-2,1722606000000,1722606060000,target,True
read-002533-zone-0093,2024-08-01,NY,in_sample,legacy_corrected,A_touch,,,True,18740.75,18805.75,18717.75,134,21,21,1722606060000,1722606120000,target,True
read-002541-zone-0019,2024-08-04,LONDON,in_sample,legacy_corrected,A_touch,,,True,17675,17802,17625,258,48,48,1722841500000,1722841680000,target,False
read-002542-zone-0017,2024-08-04,NY,in_sample,legacy_corrected,A_touch,,,True,17516,17393.25,17569.5,249.5,51.5,51.5,1722864660000,1722864720000,target,True
read-002542-zone-0022,2024-08-04,NY,in_sample,legacy_corrected,A_touch,,,True,17625,17747.75,17569.5,249.5,-124.75,53.5,1722864720000,1722865020000,stop,True
read-002542-zone-0024,2024-08-04,NY,in_sample,legacy_corrected,A_touch,,,True,17670.25,17793,17670.25,249.5,-2,-2,1722864840000,1722864900000,target,True
read-002545-zone-0214,2024-08-05,NY,in_sample,legacy_corrected,A_touch,,,True,18069.5,18009.25,18072.25,124.5,0.75,0.75,1722951420000,1722951540000,target,True
read-002545-zone-0232,2024-08-05,NY,in_sample,legacy_corrected,A_touch,,,True,18104.25,18044,18115.25,124.5,9,9,1722951300000,1722951360000,target,True
read-002545-zone-0239,2024-08-05,NY,in_sample,legacy_corrected,A_touch,,,True,18116.5,18176.75,18115.25,124.5,-0.75,-0.75,1722951060000,1722951120000,target,True
read-002548-zone-0322,2024-08-06,NY,in_sample,legacy_corrected,A_touch,,,True,18371.25,18333.75,18378.5,79,5.25,5.25,1723045560000,1723045620000,target,True
read-002548-zone-0375,2024-08-06,NY,in_sample,legacy_corrected,A_touch,,,True,18422.25,18384.75,18431,79,6.75,6.75,1723040400000,1723040400000,target,False
read-002549-zone-0037,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17800,17741.5,17822.5,121,20.5,20.5,1723073520000,1723074780000,target,False
read-002549-zone-0039,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17825,17766.5,17850,121,-60.5,-60.5,1723073160000,1723073820000,stop,False
read-002549-zone-0040,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17850,17791.5,17857.5,121,-60.5,5.5,1723073100000,1723073520000,stop,True
read-002549-zone-0042,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17873.5,17932,17857.5,121,14,14,1723068060000,1723073100000,target,False
read-002549-zone-0043,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17900,17958.5,17873.5,121,24.5,24.5,1723068060000,1723068300000,target,False
read-002549-zone-0044,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17925,17983.5,17900,121,23,23,1723068120000,1723068180000,target,True
read-002549-zone-0050,2024-08-06,ASIA,in_sample,legacy_corrected,A_touch,,,True,17973.5,18032,17950,121,21.5,21.5,1723079760000,1723080900000,target,True
read-002550-zone-0096,2024-08-07,LONDON,in_sample,legacy_corrected,A_touch,,,True,18012.5,17966.75,18016.5,95.5,2,2,1723100460000,1723100460000,target,False
read-002551-zone-0163,2024-08-07,NY,in_sample,legacy_corrected,A_touch,,,True,18095.5,18035.25,18099.25,124.5,1.75,1.75,1723124880000,1723124940000,target,True
read-002553-zone-0455,2024-08-08,LONDON,in_sample,legacy_corrected,A_touch,,,True,18501.5,18470.25,18502.25,66.5,-1.25,-1.25,1723186920000,1723186920000,target,False
read-002553-zone-0458,2024-08-08,LONDON,in_sample,legacy_corrected,A_touch,,,True,18505.25,18474,18511.25,66.5,4,4,1723186920000,1723187040000,target,True
read-002553-zone-0468,2024-08-08,LONDON,in_sample,legacy_corrected,A_touch,,,True,18519,18487.75,18519.75,66.5,-1.25,-1.25,1723186860000,1723186920000,target,True
read-002561-zone-0684,2024-08-10,ASIA,in_sample,legacy_corrected,A_touch,,,True,18609.25,18582.75,18612.5,57,-28.5,1.25,1723414440000,1723414500000,stop,True
read-002561-zone-0699,2024-08-10,ASIA,in_sample,legacy_corrected,A_touch,,,True,18625,18651.5,18625,57,-2,-2,1723413660000,1723413720000,target,True
read-002562-zone-0778,2024-08-11,LONDON,in_sample,legacy_corrected,A_touch,,,True,18626.5,18610,18626.75,37,-18.5,-1.75,1723446960000,1723447020000,stop,True
read-002562-zone-0786,2024-08-11,LONDON,in_sample,legacy_corrected,A_touch,,,True,18628.25,18611.75,18630.5,37,-18.5,0.25,1723446960000,1723447020000,stop,True
read-002562-zone-0797,2024-08-11,LONDON,in_sample,legacy_corrected,A_touch,,,True,18633.25,18649.75,18633.25,37,-2,-2,1723446240000,1723446300000,target,True
read-002562-zone-0825,2024-08-11,LONDON,in_sample,legacy_corrected,A_touch,,,True,18647.5,18664,18644.75,37,0.75,0.75,1723446480000,1723446480000,target,False
read-002563-zone-0637,2024-08-11,NY,in_sample,legacy_corrected,A_touch,,,True,18648.25,18628.75,18650,43,-0.25,-0.25,1723469820000,1723469880000,target,True
read-002563-zone-0647,2024-08-11,NY,in_sample,legacy_corrected,A_touch,,,True,18653.25,18672.75,18651.5,43,-0.25,-0.25,1723469460000,1723469520000,target,True
read-002563-zone-0654,2024-08-11,NY,in_sample,legacy_corrected,A_touch,,,True,18658,18677.5,18653.25,43,2.75,2.75,1723469460000,1723469520000,target,True
read-002563-zone-0660,2024-08-11,NY,in_sample,legacy_corrected,A_touch,,,True,18662.25,18681.75,18658,43,2.25,2.25,1723469460000,1723469520000,target,True
read-002564-zone-0557,2024-08-11,ASIA,in_sample,legacy_corrected,A_touch,,,True,18648.25,18671.5,18648.25,50.5,-2,-2,1723500060000,1723500060000,target,False
read-002565-zone-0638,2024-08-12,LONDON,in_sample,legacy_corrected,A_touch,,,True,18685.5,18670.25,18686.25,34.5,-1.25,-1.25,1723544760000,1723544760000,target,False
read-002565-zone-0644,2024-08-12,LONDON,in_sample,legacy_corrected,A_touch,,,True,18687.25,18672,18688,34.5,-1.25,-1.25,1723544760000,1723544760000,target,False
read-002565-zone-0667,2024-08-12,LONDON,in_sample,legacy_corrected,A_touch,,,True,18696.75,18681.5,18697.25,34.5,-1.5,-1.5,1723544640000,1723544640000,target,False
read-002567-zone-0558,2024-08-12,ASIA,in_sample,legacy_corrected,A_touch,,,True,19094,19070.75,19094.25,50.5,-1.75,-1.75,1723587540000,1723587540000,target,False
read-002569-zone-0375,2024-08-13,NY,in_sample,legacy_corrected,A_touch,,,True,19122.75,19085,19123.25,79.5,-1.5,-1.5,1723642440000,1723642500000,target,True
read-002572-zone-0391,2024-08-14,NY,in_sample,legacy_corrected,A_touch,,,True,19350,19311.75,19375,80.5,23,23,1723729020000,1723729080000,target,False
read-002573-zone-0530,2024-08-14,ASIA,in_sample,legacy_corrected,A_touch,,,True,19576.25,19553.5,19581.5,49.5,3.25,3.25,1723768560000,1723768560000,target,False
read-002574-zone-0644,2024-08-15,LONDON,in_sample,legacy_corrected,A_touch,,,True,19667,19649.5,19672.25,39,3.25,3.25,1723791600000,1723791660000,target,True
read-002575-zone-0312,2024-08-15,NY,in_sample,legacy_corrected,A_touch,,,True,19475,19442,19486.5,70,9.5,9.5,1723815060000,1723815120000,target,True
read-002575-zone-0314,2024-08-15,NY,in_sample,legacy_corrected,A_touch,,,True,19486.5,19453.5,19495,70,6.5,6.5,1723815060000,1723815120000,target,True
read-002575-zone-0316,2024-08-15,NY,in_sample,legacy_corrected,A_touch,,,True,19500,19467,19517.5,70,15.5,15.5,1723815840000,1723816260000,target,True
read-002582-zone-0523,2024-08-17,ASIA,in_sample,legacy_corrected,A_touch,,,True,19604,19587.25,19605.25,37.5,-0.75,-0.75,1724042400000,1724042400000,target,False
read-002582-zone-0527,2024-08-17,ASIA,in_sample,legacy_corrected,A_touch,,,True,19605.25,19588.5,19608,37.5,0.75,0.75,1724042400000,1724042460000,target,True
read-002585-zone-0564,2024-08-18,ASIA,in_sample,legacy_corrected,A_touch,,,True,19865.25,19885,19860.75,43.5,2.5,2.5,1724104860000,1724109300000,target,True
read-002585-zone-0566,2024-08-18,ASIA,in_sample,legacy_corrected,A_touch,,,True,19872.75,19900.5,19865.25,59.5,5.5,5.5,1724104860000,1724107680000,target,True
read-002587-zone-0470,2024-08-19,NY,in_sample,legacy_corrected,A_touch,,,True,19845.5,19861,19843.75,35,-0.25,-0.25,1724160720000,1724160720000,target,False
read-002587-zone-0483,2024-08-19,NY,in_sample,legacy_corrected,A_touch,,,True,19859.5,19875,19855,35,2.5,2.5,1724160900000,1724160960000,target,True
read-002589-zone-0501,2024-08-20,LONDON,in_sample,legacy_corrected,A_touch,,,True,19829.75,19840.5,19828.75,25.5,-1,-1,1724225400000,1724225400000,target,False
read-002590-zone-0427,2024-08-20,NY,in_sample,legacy_corrected,A_touch,,,True,19838,19854,19838,36,-2,-2,1724247420000,1724247480000,target,True
read-002590-zone-0437,2024-08-20,NY,in_sample,legacy_corrected,A_touch,,,True,19842.75,19858.75,19842.75,36,-2,-2,1724247420000,1724247420000,target,False
read-002593-zone-0493,2024-08-21,NY,in_sample,legacy_corrected,A_touch,,,True,19949,19925.5,19951.5,51,0.5,0.5,1724334660000,1724334660000,target,False
read-002595-zone-0352,2024-08-22,LONDON,in_sample,legacy_corrected,A_touch,,,True,19672,19660,19672.25,28,-1.75,-1.75,1724400060000,1724400060000,target,False
read-002596-zone-0436,2024-08-22,NY,in_sample,legacy_corrected,A_touch,,,True,19740,19723,19743.25,38,-19,1.25,1724419860000,1724419920000,stop,True
read-002596-zone-0450,2024-08-22,NY,in_sample,legacy_corrected,A_touch,,,True,19748,19765,19746.5,38,-0.5,-0.5,1724420940000,1724421060000,target,True
read-002596-zone-0451,2024-08-22,NY,in_sample,legacy_corrected,A_touch,,,True,19754.75,19771.75,19748,38,4.75,4.75,1724420940000,1724421000000,target,True
read-002596-zone-0465,2024-08-22,NY,in_sample,legacy_corrected,A_touch,,,True,19774.75,19791.75,19774.75,38,-19,-2,1724421660000,1724421660000,stop,True
read-002603-zone-0427,2024-08-24,ASIA,in_sample,legacy_corrected,A_touch,,,True,19755,19731.25,19757.25,51.5,0.25,0.25,1724625300000,1724625300000,target,False
read-002603-zone-0434,2024-08-24,ASIA,in_sample,legacy_corrected,A_touch,,,True,19760.5,19736.75,19761.25,51.5,-1.25,-1.25,1724625300000,1724625300000,target,False
read-002603-zone-0445,2024-08-24,ASIA,in_sample,legacy_corrected,A_touch,,,True,19772.5,19748.75,19773,51.5,-1.5,-1.5,1724625240000,1724625300000,target,True
read-002604-zone-0660,2024-08-25,LONDON,in_sample,legacy_corrected,A_touch,,,True,19801.75,19814,19801.25,28.5,-1.5,-1.5,1724656020000,1724656080000,target,True
read-002604-zone-0697,2024-08-25,LONDON,in_sample,legacy_corrected,A_touch,,,True,19821.25,19833.5,19821.25,28.5,-2,-2,1724657220000,1724657340000,target,True
read-002605-zone-0395,2024-08-25,NY,in_sample,legacy_corrected,A_touch,,,True,19772.25,19752.75,19773.75,43,-0.5,-0.5,1724679360000,1724679360000,target,False
read-002605-zone-0405,2024-08-25,NY,in_sample,legacy_corrected,A_touch,,,True,19776.75,19796.25,19776.75,43,-2,-2,1724679180000,1724679240000,target,True
read-002606-zone-0106,2024-08-25,ASIA,in_sample,legacy_corrected,A_touch,,,True,19544,19519,19548,54,2,2,1724710200000,1724710320000,target,True
read-002606-zone-0122,2024-08-25,ASIA,in_sample,legacy_corrected,A_touch,,,True,19562.25,19587.25,19562.25,54,-2,-2,1724709660000,1724710140000,target,True
read-002606-zone-0125,2024-08-25,ASIA,in_sample,legacy_corrected,A_touch,,,True,19564.75,19589.75,19563.25,54,-0.5,-0.5,1724709660000,1724709720000,target,True
read-002607-zone-0351,2024-08-26,LONDON,in_sample,legacy_corrected,A_touch,,,True,19608,19596.25,19608.75,27.5,-1.25,-1.25,1724742360000,1724742420000,target,True
read-002608-zone-0151,2024-08-26,NY,in_sample,legacy_corrected,A_touch,,,True,19520.5,19544.25,19517,51.5,1.5,1.5,1724765400000,1724765460000,target,True
read-002608-zone-0199,2024-08-26,NY,in_sample,legacy_corrected,A_touch,,,True,19570.25,19594,19566.5,51.5,1.75,1.75,1724766960000,1724766960000,target,False
read-002609-zone-0452,2024-08-26,ASIA,in_sample,legacy_corrected,A_touch,,,True,19622,19605,19622.25,38,-19,-1.75,1724796660000,1724796720000,stop,True
read-002611-zone-0391,2024-08-27,NY,in_sample,legacy_corrected,A_touch,,,True,19634.75,19650.5,19634.25,35.5,-17.75,-1.5,1724851860000,1724851860000,stop,True
read-002611-zone-0420,2024-08-27,NY,in_sample,legacy_corrected,A_touch,,,True,19641.5,19657.25,19640.5,35.5,-1,-1,1724851860000,1724851920000,target,True
read-002611-zone-0433,2024-08-27,NY,in_sample,legacy_corrected,A_touch,,,True,19646.25,19662,19646.25,35.5,-2,-2,1724851860000,1724851920000,target,True
read-002611-zone-0450,2024-08-27,NY,in_sample,legacy_corrected,A_touch,,,True,19650.5,19666.25,19650.25,35.5,-1.75,-1.75,1724851860000,1724851920000,target,True
read-002611-zone-0464,2024-08-27,NY,in_sample,legacy_corrected,A_touch,,,True,19654.25,19670,19653.75,35.5,-1.5,-1.5,1724851860000,1724851860000,target,False
read-002612-zone-0075,2024-08-27,ASIA,in_sample,legacy_corrected,A_touch,,,True,19300,19368.25,19282.75,140.5,-39.25,-39.25,1724909880000,1724914740000,flat,False
read-002614-zone-0207,2024-08-28,NY,in_sample,legacy_corrected,A_touch,,,True,19421.75,19385.75,19423.75,76,0,0,1724956740000,1724956800000,target,True
read-002614-zone-0233,2024-08-28,NY,in_sample,legacy_corrected,A_touch,,,True,19458.25,19422.25,19470.5,76,10.25,10.25,1724956260000,1724956260000,target,False
read-002617-zone-0324,2024-08-29,NY,in_sample,legacy_corrected,A_touch,,,True,19524,19498.25,19525.75,55.5,-0.25,-0.25,1725024840000,1725024900000,target,True
read-002617-zone-0342,2024-08-29,NY,in_sample,legacy_corrected,A_touch,,,True,19539.5,19565.25,19536.75,55.5,0.75,0.75,1725025080000,1725025140000,target,True
read-002617-zone-0345,2024-08-29,NY,in_sample,legacy_corrected,A_touch,,,True,19546.25,19572,19543,55.5,1.25,1.25,1725025080000,1725025140000,target,True
read-002625-zone-0589,2024-09-01,LONDON,in_sample,legacy_corrected,A_touch,,,True,19572.5,19584,19572.5,27,-2,-2,1725265560000,1725265560000,target,False
read-002625-zone-0627,2024-09-01,LONDON,in_sample,legacy_corrected,A_touch,,,True,19584.25,19595.75,19584,27,-1.75,-1.75,1725266580000,1725266640000,target,True
read-002626-zone-0780,2024-09-01,NY,in_sample,legacy_corrected,A_touch,,,True,19623.75,19635,19623.75,26.5,-2,-2,1725283860000,1725283860000,target,False
read-002668-zone-0013,2024-09-15,NY,in_sample,legacy_corrected,A_touch,,,True,19672.75,19691.75,19663.75,42,7,7,1726493400000,1726493460000,target,False
read-002668-zone-0017,2024-09-15,NY,in_sample,legacy_corrected,A_touch,,,True,19684.25,19703.25,19678.25,42,4,4,1726495020000,1726495080000,target,True
read-002668-zone-0019,2024-09-15,NY,in_sample,legacy_corrected,A_touch,,,True,19693.75,19712.75,19684.25,42,7.5,7.5,1726495020000,1726495080000,target,True
read-002671-zone-0229,2024-09-16,NY,in_sample,legacy_corrected,A_touch,,,True,19771.25,19747.25,19779.5,52,6.25,6.25,1726580100000,1726580160000,target,True
read-002674-zone-0241,2024-09-17,NY,in_sample,legacy_corrected,A_touch,,,True,19713.75,19697.75,19717.75,36,2,2,1726666260000,1726666260000,target,False
read-002676-zone-0335,2024-09-18,LONDON,in_sample,legacy_corrected,A_touch,,,True,19900,19876.75,19925,50.5,-25.25,-25.25,1726729920000,1726731060000,stop,False
read-002677-zone-0397,2024-09-18,NY,in_sample,legacy_corrected,A_touch,,,True,19988.25,19968,19996.5,44.5,-22.25,6.25,1726753860000,1726753920000,stop,True
read-002677-zone-0402,2024-09-18,NY,in_sample,legacy_corrected,A_touch,,,True,19996.5,19976.25,20003.5,44.5,-22.25,5,1726753860000,1726753920000,stop,True
read-002678-zone-0369,2024-09-18,ASIA,in_sample,legacy_corrected,A_touch,,,True,20066,20093.25,20066,58.5,-2,-2,1726788660000,1726788660000,target,False
read-002680-zone-0262,2024-09-19,NY,in_sample,legacy_corrected,A_touch,,,True,20049.25,20067,20049.25,39.5,-2,-2,1726839060000,1726839060000,target,False
read-002680-zone-0268,2024-09-19,NY,in_sample,legacy_corrected,A_touch,,,True,20052.75,20070.5,20052.75,39.5,-2,-2,1726839060000,1726839060000,target,False
read-002680-zone-0275,2024-09-19,NY,in_sample,legacy_corrected,A_touch,,,True,20056.75,20074.5,20056.75,39.5,-2,-2,1726839060000,1726839060000,target,False
read-002680-zone-0289,2024-09-19,NY,in_sample,legacy_corrected,A_touch,,,True,20062.5,20080.25,20060,39.5,0.5,0.5,1726839120000,1726839180000,target,True
read-002680-zone-0308,2024-09-19,NY,in_sample,legacy_corrected,A_touch,,,True,20074.75,20092.5,20074.75,39.5,-2,-2,1726839180000,1726839180000,target,False
read-002687-zone-0166,2024-09-21,ASIA,in_sample,legacy_corrected,A_touch,,,True,20025.5,20050.25,20025.5,53.5,-2,-2,1727042460000,1727042460000,target,False
read-002689-zone-0312,2024-09-22,NY,in_sample,legacy_corrected,A_touch,,,True,20098.75,20119.75,20096,46,0.75,0.75,1727099400000,1727099460000,target,True
read-002690-zone-0378,2024-09-22,ASIA,in_sample,legacy_corrected,A_touch,,,True,20052.25,20036.25,20052.5,36,-1.75,-1.75,1727129220000,1727129220000,target,False
read-002691-zone-0522,2024-09-23,LONDON,in_sample,legacy_corrected,A_touch,,,True,20105.75,20093.5,20106.75,28.5,-1,-1,1727162940000,1727163000000,target,True
read-002692-zone-0291,2024-09-23,NY,in_sample,legacy_corrected,A_touch,,,True,20109.25,20089.25,20110.25,44,-1,-1,1727184780000,1727184780000,target,False
read-002692-zone-0309,2024-09-23,NY,in_sample,legacy_corrected,A_touch,,,True,20122.5,20102.5,20126.25,44,1.75,1.75,1727184720000,1727184780000,target,True
read-002695-zone-0371,2024-09-24,NY,in_sample,legacy_corrected,A_touch,,,True,20145.25,20130,20146.25,34.5,-1,-1,1727271780000,1727271780000,target,False
read-002695-zone-0376,2024-09-24,NY,in_sample,legacy_corrected,A_touch,,,True,20149,20133.75,20150.25,34.5,-0.75,-0.75,1727271780000,1727271780000,target,False
read-002695-zone-0393,2024-09-24,NY,in_sample,legacy_corrected,A_touch,,,True,20155,20170.25,20155,34.5,-17.25,-2,1727271060000,1727271120000,stop,True
read-002697-zone-0389,2024-09-25,LONDON,in_sample,legacy_corrected,A_touch,,,True,20475,20500.5,20450,55,-27.5,-27.5,1727336040000,1727348460000,stop,False
read-002698-zone-0317,2024-09-25,NY,in_sample,legacy_corrected,A_touch,,,True,20492,20469,20500,50,-25,6,1727357460000,1727357520000,stop,True
read-002699-zone-0360,2024-09-25,ASIA,in_sample,legacy_corrected,A_touch,,,True,20343.75,20324.25,20345,43,-0.75,-0.75,1727394120000,1727394120000,target,False
read-002700-zone-0147,2024-09-26,LONDON,in_sample,legacy_corrected,A_touch,,,True,20255.25,20229,20259.25,56.5,2,2,1727422560000,1727422620000,target,True
read-002701-zone-0256,2024-09-26,NY,in_sample,legacy_corrected,A_touch,,,True,20354.75,20329,20364.75,55.5,8,8,1727443860000,1727444040000,target,True
read-002701-zone-0270,2024-09-26,NY,in_sample,legacy_corrected,A_touch,,,True,20367.75,20342,20371.75,55.5,-27.75,2,1727443860000,1727443980000,stop,True
read-002708-zone-0083,2024-09-28,ASIA,in_sample,legacy_corrected,A_touch,,,True,20198.75,20221.25,20198.75,49,-24.5,-2,1727647680000,1727647920000,stop,True
read-002709-zone-0114,2024-09-29,LONDON,in_sample,legacy_corrected,A_touch,,,True,20195.5,20214,20193,41,0.5,0.5,1727679660000,1727679720000,target,True
read-002710-zone-0119,2024-09-29,NY,in_sample,legacy_corrected,A_touch,,,True,20194,20215,20194,46,-23,-2,1727703120000,1727703120000,stop,True
read-002710-zone-0135,2024-09-29,NY,in_sample,legacy_corrected,A_touch,,,True,20201,20222,20200,46,-23,-1,1727703120000,1727703180000,stop,True
read-002713-zone-0358,2024-09-30,NY,in_sample,legacy_corrected,A_touch,,,True,20260.5,20278.75,20259.5,40.5,-1,-1,1727789460000,1727789460000,target,False
read-002714-zone-0089,2024-09-30,ASIA,in_sample,legacy_corrected,A_touch,,,True,19951.75,19920.5,19953.5,66.5,-0.25,-0.25,1727820180000,1727820240000,target,True
read-002715-zone-0074,2024-10-01,LONDON,in_sample,legacy_corrected,A_touch,,,True,19905,19877.25,19905.5,59.5,-1.5,-1.5,1727853120000,1727853180000,target,True
read-002716-zone-0093,2024-10-01,NY,in_sample,legacy_corrected,A_touch,,,True,19923,19887.75,19927.25,74.5,2.25,2.25,1727875860000,1727875920000,target,True
read-002718-zone-0135,2024-10-02,LONDON,in_sample,legacy_corrected,A_touch,,,True,19937,19920.25,19938.25,37.5,-0.75,-0.75,1727939520000,1727939580000,target,True
read-002719-zone-0118,2024-10-02,NY,in_sample,legacy_corrected,A_touch,,,True,19941.25,19969.25,19941.25,60,-2,-2,1727962380000,1727962380000,target,False
read-002719-zone-0136,2024-10-02,NY,in_sample,legacy_corrected,A_touch,,,True,19950.5,19978.5,19950,60,-30,-1.5,1727962440000,1727962500000,stop,True
read-002721-zone-0335,2024-10-03,LONDON,in_sample,legacy_corrected,A_touch,,,True,20008,20026.25,20006.5,40.5,-20.25,-0.5,1728025980000,1728026640000,stop,True
read-002721-zone-0342,2024-10-03,LONDON,in_sample,legacy_corrected,A_touch,,,True,20013,20031.25,20013,40.5,-2,-2,1728025980000,1728025980000,target,False
read-002722-zone-0309,2024-10-03,NY,in_sample,legacy_corrected,A_touch,,,True,20225,20261.5,20213,77,10,10,1728048960000,1728049020000,target,True
read-002729-zone-0533,2024-10-05,ASIA,in_sample,legacy_corrected,A_touch,,,True,20214.75,20236,20214.75,46.5,-23.25,-23.25,1728252060000,1728252060000,stop,False
read-002729-zone-0542,2024-10-05,ASIA,in_sample,legacy_corrected,A_touch,,,True,20223.75,20245,20223.75,46.5,-2,-2,1728252060000,1728252120000,target,True
read-002730-zone-0437,2024-10-06,LONDON,in_sample,legacy_corrected,A_touch,,,True,20198.75,20182.25,20201,37,0.25,0.25,1728284460000,1728284640000,target,True
read-002730-zone-0461,2024-10-06,LONDON,in_sample,legacy_corrected,A_touch,,,True,20211.5,20228,20211.5,37,-2,-2,1728284940000,1728284940000,target,False
read-002731-zone-0303,2024-10-06,NY,in_sample,legacy_corrected,A_touch,,,True,20122.75,20104.25,20124.5,41,-0.25,-0.25,1728307980000,1728307980000,target,False
read-002731-zone-0307,2024-10-06,NY,in_sample,legacy_corrected,A_touch,,,True,20125.25,20106.75,20126.5,41,-0.75,-0.75,1728307980000,1728308040000,target,True
read-002731-zone-0336,2024-10-06,NY,in_sample,legacy_corrected,A_touch,,,True,20145.25,20163.75,20145.25,41,-2,-2,1728307860000,1728307860000,target,False
read-002733-zone-0082,2024-10-07,LONDON,in_sample,legacy_corrected,A_touch,,,True,19963.5,19943,19965.75,45,0.25,0.25,1728370860000,1728370860000,target,False
read-002733-zone-0109,2024-10-07,LONDON,in_sample,legacy_corrected,A_touch,,,True,19977.25,19997.75,19977.25,45,-2,-2,1728371340000,1728371640000,target,True
read-002733-zone-0134,2024-10-07,LONDON,in_sample,legacy_corrected,A_touch,,,True,19989,20009.5,19987.5,45,-0.5,-0.5,1728371400000,1728371400000,target,False
read-002734-zone-0303,2024-10-07,NY,in_sample,legacy_corrected,A_touch,,,True,20093.5,20113.25,20090.25,43.5,-21.75,1.25,1728394560000,1728394620000,stop,True
read-002735-zone-0603,2024-10-07,ASIA,in_sample,legacy_corrected,A_touch,,,True,20294,20312.5,20288,41,4,4,1728424860000,1728424860000,target,False
read-002736-zone-0466,2024-10-08,LONDON,in_sample,legacy_corrected,A_touch,,,True,20223.25,20208.25,20226,34,0.75,0.75,1728457740000,1728457740000,target,False
read-002743-zone-0230,2024-10-10,NY,in_sample,legacy_corrected,A_touch,,,True,20379,20401.75,20379,49.5,-2,-2,1728655380000,1728655380000,target,False
read-002750-zone-0311,2024-10-12,ASIA,in_sample,legacy_corrected,A_touch,,,True,20408.75,20392,20409.5,37.5,-1.25,-1.25,1728857040000,1728857040000,target,False
read-002750-zone-0359,2024-10-12,ASIA,in_sample,legacy_corrected,A_touch,,,True,20421.25,20438,20420,37.5,-18.75,-18.75,1728856860000,1728856860000,stop,False
read-002751-zone-0476,2024-10-13,LONDON,in_sample,legacy_corrected,A_touch,,,True,20436.25,20427,20437.5,22.5,-0.75,-0.75,1728889320000,1728889320000,target,False
read-002751-zone-0484,2024-10-13,LONDON,in_sample,legacy_corrected,A_touch,,,True,20438.25,20447.5,20438.25,22.5,-2,-2,1728890160000,1728890160000,target,False
