ID,Era,Session,Day,Cell,Reason,ConfiguredAdmission,Entry,Stop,Target,RiskUSD
read-001060-zone-0401,in_sample,NY,2023-03-29,p95,rr,rr,13060.75,13066.5,13056.75,15.5
read-001061-zone-0519,in_sample,ASIA,2023-03-29,p50_p75_tick_floor,rr,rr,13073,13069.75,13078,10.5
read-001061-zone-0519,in_sample,ASIA,2023-03-29,p90,rr,rr,13073,13068.75,13078,12.5
read-001061-zone-0519,in_sample,ASIA,2023-03-29,p95,rr,rr,13073,13065.5,13078,19
read-001061-zone-0532,in_sample,ASIA,2023-03-29,p50_p75_tick_floor,rr,rr,13082.25,13086.5,13078.75,12.5
read-001061-zone-0532,in_sample,ASIA,2023-03-29,p90,rr,rr,13082.25,13087.5,13078.75,14.5
read-001061-zone-0532,in_sample,ASIA,2023-03-29,p95,rr,rr,13082.25,13090.75,13078.75,21
read-001061-zone-0541,in_sample,ASIA,2023-03-29,p50_p75_tick_floor,rr,rr,13087.75,13091.75,13082.5,12
read-001061-zone-0541,in_sample,ASIA,2023-03-29,p90,rr,rr,13087.75,13092.75,13082.5,14
read-001061-zone-0541,in_sample,ASIA,2023-03-29,p95,rr,rr,13087.75,13096,13082.5,20.5
read-001061-zone-0545,in_sample,ASIA,2023-03-29,p50_p75_tick_floor,rr,rr,13091,13096.5,13088,15
read-001061-zone-0545,in_sample,ASIA,2023-03-29,p90,rr,rr,13091,13097.5,13088,17
read-001061-zone-0545,in_sample,ASIA,2023-03-29,p95,rr,rr,13091,13100.75,13088,23.5
read-001061-zone-0548,in_sample,ASIA,2023-03-29,p50_p75_tick_floor,rr,rr,13095,13098,13091.5,10
read-001061-zone-0548,in_sample,ASIA,2023-03-29,p90,rr,rr,13095,13099,13091.5,12
read-001061-zone-0548,in_sample,ASIA,2023-03-29,p95,rr,rr,13095,13102.25,13091.5,18.5
read-001061-zone-0550,in_sample,ASIA,2023-03-29,p50_p75_tick_floor,rr,rr,13097.25,13101.5,13091.5,12.5
read-001061-zone-0550,in_sample,ASIA,2023-03-29,p90,rr,rr,13097.25,13102.5,13091.5,14.5
read-001061-zone-0550,in_sample,ASIA,2023-03-29,p95,rr,rr,13097.25,13105.75,13091.5,21
read-001062-zone-0462,in_sample,LONDON,2023-03-30,p50_p75_tick_floor,rr,rr,13082.5,13079,13086,11
read-001062-zone-0462,in_sample,LONDON,2023-03-30,p90,rr,rr,13082.5,13078,13086,13
read-001062-zone-0462,in_sample,LONDON,2023-03-30,p95,rr,rr,13082.5,13074.75,13086,19.5
read-001062-zone-0473,in_sample,LONDON,2023-03-30,p50_p75_tick_floor,rr,rr,13087.75,13084.25,13091.75,11
read-001062-zone-0473,in_sample,LONDON,2023-03-30,p90,rr,rr,13087.75,13083.25,13091.75,13
read-001062-zone-0473,in_sample,LONDON,2023-03-30,p95,rr,rr,13087.75,13080,13091.75,19.5
read-001062-zone-0488,in_sample,LONDON,2023-03-30,p50_p75_tick_floor,rr,rr,13095,13099.25,13091.75,12.5
read-001062-zone-0488,in_sample,LONDON,2023-03-30,p90,rr,rr,13095,13100.25,13091.75,14.5
read-001062-zone-0488,in_sample,LONDON,2023-03-30,p95,rr,rr,13095,13103.5,13091.75,21
read-001062-zone-0493,in_sample,LONDON,2023-03-30,p50_p75_tick_floor,rr,rr,13097.5,13102.25,13094,13.5
read-001062-zone-0493,in_sample,LONDON,2023-03-30,p90,rr,rr,13097.5,13103.25,13094,15.5
read-001062-zone-0493,in_sample,LONDON,2023-03-30,p95,rr,rr,13097.5,13106.5,13094,22
read-001062-zone-0499,in_sample,LONDON,2023-03-30,p50_p75_tick_floor,rr,rr,13103.5,13106.75,13099.25,10.5
read-001062-zone-0499,in_sample,LONDON,2023-03-30,p90,rr,rr,13103.5,13107.75,13099.25,12.5
read-001062-zone-0499,in_sample,LONDON,2023-03-30,p95,rr,rr,13103.5,13111,13099.25,19
read-001063-zone-0316,in_sample,NY,2023-03-30,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13086,13081.5,13098.5,13
read-001063-zone-0316,in_sample,NY,2023-03-30,p90,geometry_pass,risk_cap_missing,13086,13080.5,13098.5,15
read-001063-zone-0316,in_sample,NY,2023-03-30,p95,rr,rr,13086,13077.25,13098.5,21.5
read-001071-zone-0352,in_sample,LONDON,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13210.5,13208.75,13215.5,7.5
read-001071-zone-0352,in_sample,LONDON,2023-04-02,p90,rr,rr,13210.5,13207.75,13215.5,9.5
read-001071-zone-0352,in_sample,LONDON,2023-04-02,p95,rr,rr,13210.5,13204.5,13215.5,16
read-001071-zone-0359,in_sample,LONDON,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13214.25,13212,13218.75,8.5
read-001071-zone-0359,in_sample,LONDON,2023-04-02,p90,rr,rr,13214.25,13211,13218.75,10.5
read-001071-zone-0359,in_sample,LONDON,2023-04-02,p95,rr,rr,13214.25,13207.75,13218.75,17
read-001071-zone-0364,in_sample,LONDON,2023-04-02,p50_p75_tick_floor,rr,rr,13216.25,13213,13220.5,10.5
read-001071-zone-0364,in_sample,LONDON,2023-04-02,p90,rr,rr,13216.25,13212,13220.5,12.5
read-001071-zone-0364,in_sample,LONDON,2023-04-02,p95,rr,rr,13216.25,13208.75,13220.5,19
read-001071-zone-0368,in_sample,LONDON,2023-04-02,p50_p75_tick_floor,rr,rr,13217.5,13214,13224.25,11
read-001071-zone-0368,in_sample,LONDON,2023-04-02,p90,rr,rr,13217.5,13213,13224.25,13
read-001071-zone-0368,in_sample,LONDON,2023-04-02,p95,rr,rr,13217.5,13209.75,13224.25,19.5
read-001071-zone-0380,in_sample,LONDON,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13223.25,13220.25,13229.25,10
read-001071-zone-0380,in_sample,LONDON,2023-04-02,p90,rr,rr,13223.25,13219.25,13229.25,12
read-001071-zone-0380,in_sample,LONDON,2023-04-02,p95,rr,rr,13223.25,13216,13229.25,18.5
read-001071-zone-0386,in_sample,LONDON,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13226,13224.25,13232,7.5
read-001071-zone-0386,in_sample,LONDON,2023-04-02,p90,geometry_pass,risk_cap_missing,13226,13223.25,13232,9.5
read-001071-zone-0386,in_sample,LONDON,2023-04-02,p95,rr,rr,13226,13220,13232,16
read-001072-zone-0278,in_sample,NY,2023-04-02,p50_p75_tick_floor,rr,rr,13199.25,13196.5,13203.75,9.5
read-001072-zone-0278,in_sample,NY,2023-04-02,p90,rr,rr,13199.25,13195.5,13203.75,11.5
read-001072-zone-0278,in_sample,NY,2023-04-02,p95,rr,rr,13199.25,13192.25,13203.75,18
read-001072-zone-0285,in_sample,NY,2023-04-02,p50_p75_tick_floor,rr,rr,13202.75,13199,13207.75,11.5
read-001072-zone-0285,in_sample,NY,2023-04-02,p90,rr,rr,13202.75,13198,13207.75,13.5
read-001072-zone-0285,in_sample,NY,2023-04-02,p95,rr,rr,13202.75,13194.75,13207.75,20
read-001072-zone-0291,in_sample,NY,2023-04-02,p50_p75_tick_floor,rr,rr,13207.25,13203.5,13213.5,11.5
read-001072-zone-0291,in_sample,NY,2023-04-02,p90,rr,rr,13207.25,13202.5,13213.5,13.5
read-001072-zone-0291,in_sample,NY,2023-04-02,p95,rr,rr,13207.25,13199.25,13213.5,20
read-001072-zone-0297,in_sample,NY,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13210.5,13207.5,13218,10
read-001072-zone-0297,in_sample,NY,2023-04-02,p90,rr,rr,13210.5,13206.5,13218,12
read-001072-zone-0297,in_sample,NY,2023-04-02,p95,rr,rr,13210.5,13203.25,13218,18.5
read-001072-zone-0318,in_sample,NY,2023-04-02,p50_p75_tick_floor,rr,rr,13219.5,13223.75,13212.5,12.5
read-001072-zone-0318,in_sample,NY,2023-04-02,p90,rr,rr,13219.5,13224.75,13212.5,14.5
read-001072-zone-0318,in_sample,NY,2023-04-02,p95,rr,rr,13219.5,13228,13212.5,21
read-001072-zone-0327,in_sample,NY,2023-04-02,p50_p75_tick_floor,rr,rr,13222.5,13227.75,13216,14.5
read-001072-zone-0327,in_sample,NY,2023-04-02,p90,rr,rr,13222.5,13228.75,13216,16.5
read-001072-zone-0327,in_sample,NY,2023-04-02,p95,rr,rr,13222.5,13232,13216,23
read-001073-zone-0399,in_sample,ASIA,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13247.25,13244.75,13253.5,9
read-001073-zone-0399,in_sample,ASIA,2023-04-02,p90,rr,rr,13247.25,13243.75,13253.5,11
read-001073-zone-0399,in_sample,ASIA,2023-04-02,p95,rr,rr,13247.25,13240.5,13253.5,17.5
read-001073-zone-0414,in_sample,ASIA,2023-04-02,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13252.75,13250,13259,9.5
read-001073-zone-0414,in_sample,ASIA,2023-04-02,p90,rr,rr,13252.75,13249,13259,11.5
read-001073-zone-0414,in_sample,ASIA,2023-04-02,p95,rr,rr,13252.75,13245.75,13259,18
read-001073-zone-0423,in_sample,ASIA,2023-04-02,p50_p75_tick_floor,rr,rr,13258.5,13263,13254.75,13
read-001073-zone-0423,in_sample,ASIA,2023-04-02,p90,rr,rr,13258.5,13264,13254.75,15
read-001073-zone-0423,in_sample,ASIA,2023-04-02,p95,rr,rr,13258.5,13267.25,13254.75,21.5
read-001073-zone-0431,in_sample,ASIA,2023-04-02,p50_p75_tick_floor,rr,rr,13260.5,13265.5,13256.25,14
read-001073-zone-0431,in_sample,ASIA,2023-04-02,p90,rr,rr,13260.5,13266.5,13256.25,16
read-001073-zone-0431,in_sample,ASIA,2023-04-02,p95,rr,rr,13260.5,13269.75,13256.25,22.5
read-001073-zone-0438,in_sample,ASIA,2023-04-02,p50_p75_tick_floor,rr,rr,13263,13267,13258.5,12
read-001073-zone-0438,in_sample,ASIA,2023-04-02,p90,rr,rr,13263,13268,13258.5,14
read-001073-zone-0438,in_sample,ASIA,2023-04-02,p95,rr,rr,13263,13271.25,13258.5,20.5
read-001074-zone-0483,in_sample,LONDON,2023-04-03,p50_p75_tick_floor,rr,rr,13249.5,13246.75,13252.5,9.5
read-001074-zone-0483,in_sample,LONDON,2023-04-03,p90,rr,rr,13249.5,13245.75,13252.5,11.5
read-001074-zone-0483,in_sample,LONDON,2023-04-03,p95,rr,rr,13249.5,13242.5,13252.5,18
read-001074-zone-0491,in_sample,LONDON,2023-04-03,p50_p75_tick_floor,rr,rr,13251,13248.75,13253.75,8.5
read-001074-zone-0491,in_sample,LONDON,2023-04-03,p90,rr,rr,13251,13247.75,13253.75,10.5
read-001074-zone-0491,in_sample,LONDON,2023-04-03,p95,rr,rr,13251,13244.5,13253.75,17
read-001074-zone-0501,in_sample,LONDON,2023-04-03,p50_p75_tick_floor,rr,rr,13252.75,13250.25,13255,9
read-001074-zone-0501,in_sample,LONDON,2023-04-03,p90,rr,rr,13252.75,13249.25,13255,11
read-001074-zone-0501,in_sample,LONDON,2023-04-03,p95,rr,rr,13252.75,13246,13255,17.5
read-001074-zone-0510,in_sample,LONDON,2023-04-03,p50_p75_tick_floor,rr,rr,13256.25,13253.5,13259.5,9.5
read-001074-zone-0510,in_sample,LONDON,2023-04-03,p90,rr,rr,13256.25,13252.5,13259.5,11.5
read-001074-zone-0510,in_sample,LONDON,2023-04-03,p95,rr,rr,13256.25,13249.25,13259.5,18
read-001075-zone-0394,in_sample,NY,2023-04-03,p50_p75_tick_floor,rr,rr,13300,13305.75,13292.25,15.5
read-001075-zone-0394,in_sample,NY,2023-04-03,p90,rr,rr,13300,13306.75,13292.25,17.5
read-001075-zone-0394,in_sample,NY,2023-04-03,p95,rr,rr,13300,13310,13292.25,24
read-001075-zone-0396,in_sample,NY,2023-04-03,p50_p75_tick_floor,rr,rr,13304.25,13311,13301.25,17.5
read-001075-zone-0396,in_sample,NY,2023-04-03,p90,rr,rr,13304.25,13312,13301.25,19.5
read-001075-zone-0396,in_sample,NY,2023-04-03,p95,rr,rr,13304.25,13315.25,13301.25,26
read-001075-zone-0399,in_sample,NY,2023-04-03,p50_p75_tick_floor,rr,rr,13311.25,13316.5,13305.5,14.5
read-001075-zone-0399,in_sample,NY,2023-04-03,p90,rr,rr,13311.25,13317.5,13305.5,16.5
read-001075-zone-0399,in_sample,NY,2023-04-03,p95,rr,rr,13311.25,13320.75,13305.5,23
read-001075-zone-0402,in_sample,NY,2023-04-03,p50_p75_tick_floor,rr,rr,13320.25,13325.5,13317.5,14.5
read-001075-zone-0402,in_sample,NY,2023-04-03,p90,rr,rr,13320.25,13326.5,13317.5,16.5
read-001075-zone-0402,in_sample,NY,2023-04-03,p95,rr,rr,13320.25,13329.75,13317.5,23
read-001075-zone-0406,in_sample,NY,2023-04-03,p50_p75_tick_floor,rr,rr,13325,13332,13317.5,18
read-001075-zone-0406,in_sample,NY,2023-04-03,p90,rr,rr,13325,13333,13317.5,20
read-001075-zone-0406,in_sample,NY,2023-04-03,p95,rr,rr,13325,13336.25,13317.5,26.5
read-001076-zone-0222,in_sample,ASIA,2023-04-03,p50_p75_tick_floor,rr,rr,13223.5,13219.25,13227.75,12.5
read-001076-zone-0222,in_sample,ASIA,2023-04-03,p90,rr,rr,13223.5,13218.25,13227.75,14.5
read-001076-zone-0222,in_sample,ASIA,2023-04-03,p95,rr,rr,13223.5,13215,13227.75,21
read-001076-zone-0228,in_sample,ASIA,2023-04-03,p50_p75_tick_floor,rr,rr,13226,13222.25,13230,11.5
read-001076-zone-0228,in_sample,ASIA,2023-04-03,p90,rr,rr,13226,13221.25,13230,13.5
read-001076-zone-0228,in_sample,ASIA,2023-04-03,p95,rr,rr,13226,13218,13230,20
read-001076-zone-0233,in_sample,ASIA,2023-04-03,p50_p75_tick_floor,rr,rr,13227.75,13223,13233.25,13.5
read-001076-zone-0233,in_sample,ASIA,2023-04-03,p90,rr,rr,13227.75,13222,13233.25,15.5
read-001076-zone-0233,in_sample,ASIA,2023-04-03,p95,rr,rr,13227.75,13218.75,13233.25,22
read-001076-zone-0244,in_sample,ASIA,2023-04-03,p50_p75_tick_floor,rr,rr,13230.25,13226,13236,12.5
read-001076-zone-0244,in_sample,ASIA,2023-04-03,p90,rr,rr,13230.25,13225,13236,14.5
read-001076-zone-0244,in_sample,ASIA,2023-04-03,p95,rr,rr,13230.25,13221.75,13236,21
read-001076-zone-0251,in_sample,ASIA,2023-04-03,p50_p75_tick_floor,rr,rr,13232,13237,13227.25,14
read-001076-zone-0251,in_sample,ASIA,2023-04-03,p90,rr,rr,13232,13238,13227.25,16
read-001076-zone-0251,in_sample,ASIA,2023-04-03,p95,rr,rr,13232,13241.25,13227.25,22.5
read-001076-zone-0265,in_sample,ASIA,2023-04-03,p50_p75_tick_floor,rr,rr,13233.5,13238.25,13227.25,13.5
read-001076-zone-0265,in_sample,ASIA,2023-04-03,p90,rr,rr,13233.5,13239.25,13227.25,15.5
read-001076-zone-0265,in_sample,ASIA,2023-04-03,p95,rr,rr,13233.5,13242.5,13227.25,22
read-001077-zone-0279,in_sample,LONDON,2023-04-04,p50_p75_tick_floor,rr,rr,13221,13218.75,13224.5,8.5
read-001077-zone-0279,in_sample,LONDON,2023-04-04,p90,rr,rr,13221,13217.75,13224.5,10.5
read-001077-zone-0279,in_sample,LONDON,2023-04-04,p95,rr,rr,13221,13214.5,13224.5,17
read-001077-zone-0286,in_sample,LONDON,2023-04-04,p50_p75_tick_floor,rr,rr,13223.25,13220.75,13226.75,9
read-001077-zone-0286,in_sample,LONDON,2023-04-04,p90,rr,rr,13223.25,13219.75,13226.75,11
read-001077-zone-0286,in_sample,LONDON,2023-04-04,p95,rr,rr,13223.25,13216.5,13226.75,17.5
read-001077-zone-0290,in_sample,LONDON,2023-04-04,p50_p75_tick_floor,rr,rr,13225.25,13228.5,13222,10.5
read-001077-zone-0290,in_sample,LONDON,2023-04-04,p90,rr,rr,13225.25,13229.5,13222,12.5
read-001077-zone-0290,in_sample,LONDON,2023-04-04,p95,rr,rr,13225.25,13232.75,13222,19
read-001077-zone-0293,in_sample,LONDON,2023-04-04,p50_p75_tick_floor,rr,rr,13227,13229.75,13223.75,9.5
read-001077-zone-0293,in_sample,LONDON,2023-04-04,p90,rr,rr,13227,13230.75,13223.75,11.5
read-001077-zone-0293,in_sample,LONDON,2023-04-04,p95,rr,rr,13227,13234,13223.75,18
read-001077-zone-0346,in_sample,LONDON,2023-04-04,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13235.5,13239.75,13233.75,12.5
read-001077-zone-0346,in_sample,LONDON,2023-04-04,p90,net_nonpositive,net_nonpositive,13235.5,13240.75,13233.75,14.5
read-001077-zone-0346,in_sample,LONDON,2023-04-04,p95,net_nonpositive,net_nonpositive,13235.5,13244,13233.75,21
read-001079-zone-0129,in_sample,ASIA,2023-04-04,p50_p75_tick_floor,rr,rr,13052,13048.75,13057,10.5
read-001079-zone-0129,in_sample,ASIA,2023-04-04,p90,rr,rr,13052,13047.75,13057,12.5
read-001079-zone-0129,in_sample,ASIA,2023-04-04,p95,rr,rr,13052,13044.5,13057,19
read-001079-zone-0153,in_sample,ASIA,2023-04-04,p50_p75_tick_floor,rr,rr,13070.75,13076.25,13067.25,15
read-001079-zone-0153,in_sample,ASIA,2023-04-04,p90,rr,rr,13070.75,13077.25,13067.25,17
read-001079-zone-0153,in_sample,ASIA,2023-04-04,p95,rr,rr,13070.75,13080.5,13067.25,23.5
read-001079-zone-0164,in_sample,ASIA,2023-04-04,p50_p75_tick_floor,rr,rr,13077.25,13082.75,13071,15
read-001079-zone-0164,in_sample,ASIA,2023-04-04,p90,rr,rr,13077.25,13083.75,13071,17
read-001079-zone-0164,in_sample,ASIA,2023-04-04,p95,rr,rr,13077.25,13087,13071,23.5
read-001080-zone-0204,in_sample,LONDON,2023-04-05,p50_p75_tick_floor,rr,rr,13041.75,13039.75,13044.75,8
read-001080-zone-0204,in_sample,LONDON,2023-04-05,p90,rr,rr,13041.75,13038.75,13044.75,10
read-001080-zone-0204,in_sample,LONDON,2023-04-05,p95,rr,rr,13041.75,13035.5,13044.75,16.5
read-001080-zone-0222,in_sample,LONDON,2023-04-05,p50_p75_tick_floor,rr,rr,13045.5,13043.25,13048,8.5
read-001080-zone-0222,in_sample,LONDON,2023-04-05,p90,rr,rr,13045.5,13042.25,13048,10.5
read-001080-zone-0222,in_sample,LONDON,2023-04-05,p95,rr,rr,13045.5,13039,13048,17
read-001080-zone-0226,in_sample,LONDON,2023-04-05,p50_p75_tick_floor,rr,rr,13046.25,13043.5,13049,9.5
read-001080-zone-0226,in_sample,LONDON,2023-04-05,p90,rr,rr,13046.25,13042.5,13049,11.5
read-001080-zone-0226,in_sample,LONDON,2023-04-05,p95,rr,rr,13046.25,13039.25,13049,18
read-001080-zone-0229,in_sample,LONDON,2023-04-05,p50_p75_tick_floor,rr,rr,13046.75,13044.25,13050.25,9
read-001080-zone-0229,in_sample,LONDON,2023-04-05,p90,rr,rr,13046.75,13043.25,13050.25,11
read-001080-zone-0229,in_sample,LONDON,2023-04-05,p95,rr,rr,13046.75,13040,13050.25,17.5
read-001080-zone-0241,in_sample,LONDON,2023-04-05,p50_p75_tick_floor,rr,rr,13049.75,13047.5,13052.25,8.5
read-001080-zone-0241,in_sample,LONDON,2023-04-05,p90,rr,rr,13049.75,13046.5,13052.25,10.5
read-001080-zone-0241,in_sample,LONDON,2023-04-05,p95,rr,rr,13049.75,13043.25,13052.25,17
read-001081-zone-0134,in_sample,NY,2023-04-05,p50_p75_tick_floor,rr,rr,13024.5,13031.75,13013.5,18.5
read-001081-zone-0134,in_sample,NY,2023-04-05,p90,rr,rr,13024.5,13032.75,13013.5,20.5
read-001081-zone-0134,in_sample,NY,2023-04-05,p95,rr,rr,13024.5,13036,13013.5,27
read-001082-zone-0527,in_sample,ASIA,2023-04-05,p50_p75_tick_floor,rr,rr,13159.25,13163.75,13156.25,13
read-001082-zone-0527,in_sample,ASIA,2023-04-05,p90,rr,rr,13159.25,13164.75,13156.25,15
read-001082-zone-0527,in_sample,ASIA,2023-04-05,p95,rr,rr,13159.25,13168,13156.25,21.5
read-001082-zone-0535,in_sample,ASIA,2023-04-05,p50_p75_tick_floor,rr,rr,13162.25,13166.75,13159,13
read-001082-zone-0535,in_sample,ASIA,2023-04-05,p90,rr,rr,13162.25,13167.75,13159,15
read-001082-zone-0535,in_sample,ASIA,2023-04-05,p95,rr,rr,13162.25,13171,13159,21.5
read-001082-zone-0537,in_sample,ASIA,2023-04-05,p50_p75_tick_floor,rr,rr,13164.5,13169.25,13161.5,13.5
read-001082-zone-0537,in_sample,ASIA,2023-04-05,p90,rr,rr,13164.5,13170.25,13161.5,15.5
read-001082-zone-0537,in_sample,ASIA,2023-04-05,p95,rr,rr,13164.5,13173.5,13161.5,22
read-001082-zone-0546,in_sample,ASIA,2023-04-05,p50_p75_tick_floor,rr,rr,13171.5,13177.25,13169,15.5
read-001082-zone-0546,in_sample,ASIA,2023-04-05,p90,rr,rr,13171.5,13178.25,13169,17.5
read-001082-zone-0546,in_sample,ASIA,2023-04-05,p95,rr,rr,13171.5,13181.5,13169,24
read-001083-zone-0858,in_sample,LONDON,2023-04-06,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13160.25,13159,13162,6.5
read-001083-zone-0858,in_sample,LONDON,2023-04-06,p90,net_nonpositive,net_nonpositive,13160.25,13158,13162,8.5
read-001083-zone-0858,in_sample,LONDON,2023-04-06,p95,net_nonpositive,net_nonpositive,13160.25,13154.75,13162,15
read-001083-zone-0862,in_sample,LONDON,2023-04-06,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13161.5,13160.25,13162.75,6.5
read-001083-zone-0862,in_sample,LONDON,2023-04-06,p90,net_nonpositive,net_nonpositive,13161.5,13159.25,13162.75,8.5
read-001083-zone-0862,in_sample,LONDON,2023-04-06,p95,net_nonpositive,net_nonpositive,13161.5,13156,13162.75,15
read-001083-zone-0871,in_sample,LONDON,2023-04-06,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13162.75,13161.5,13164.75,6.5
read-001083-zone-0871,in_sample,LONDON,2023-04-06,p90,net_nonpositive,net_nonpositive,13162.75,13160.5,13164.75,8.5
read-001083-zone-0871,in_sample,LONDON,2023-04-06,p95,net_nonpositive,net_nonpositive,13162.75,13157.25,13164.75,15
read-001083-zone-0879,in_sample,LONDON,2023-04-06,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13163.75,13162.5,13164.75,6.5
read-001083-zone-0879,in_sample,LONDON,2023-04-06,p90,net_nonpositive,net_nonpositive,13163.75,13161.5,13164.75,8.5
read-001083-zone-0879,in_sample,LONDON,2023-04-06,p95,net_nonpositive,net_nonpositive,13163.75,13158.25,13164.75,15
read-001091-zone-0251,in_sample,ASIA,2023-04-08,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13163.5,13159.75,13172,11.5
read-001091-zone-0251,in_sample,ASIA,2023-04-08,p90,rr,rr,13163.5,13158.75,13172,13.5
read-001091-zone-0251,in_sample,ASIA,2023-04-08,p95,rr,rr,13163.5,13155.5,13172,20
read-001091-zone-0264,in_sample,ASIA,2023-04-08,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13169.75,13167.5,13179.25,8.5
read-001091-zone-0264,in_sample,ASIA,2023-04-08,p90,geometry_pass,risk_cap_missing,13169.75,13166.5,13179.25,10.5
read-001091-zone-0264,in_sample,ASIA,2023-04-08,p95,rr,rr,13169.75,13163.25,13179.25,17
read-001092-zone-0292,in_sample,LONDON,2023-04-09,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13115.75,13117.5,13110.5,7.5
read-001092-zone-0292,in_sample,LONDON,2023-04-09,p90,rr,rr,13115.75,13118.5,13110.5,9.5
read-001092-zone-0292,in_sample,LONDON,2023-04-09,p95,rr,rr,13115.75,13121.75,13110.5,16
read-001092-zone-0295,in_sample,LONDON,2023-04-09,p50_p75_tick_floor,rr,rr,13120.25,13122.5,13117.25,8.5
read-001092-zone-0295,in_sample,LONDON,2023-04-09,p90,rr,rr,13120.25,13123.5,13117.25,10.5
read-001092-zone-0295,in_sample,LONDON,2023-04-09,p95,rr,rr,13120.25,13126.75,13117.25,17
read-001092-zone-0299,in_sample,LONDON,2023-04-09,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13122.75,13126.25,13120.75,11
read-001092-zone-0299,in_sample,LONDON,2023-04-09,p90,net_nonpositive,net_nonpositive,13122.75,13127.25,13120.75,13
read-001092-zone-0299,in_sample,LONDON,2023-04-09,p95,net_nonpositive,net_nonpositive,13122.75,13130.5,13120.75,19.5
read-001092-zone-0304,in_sample,LONDON,2023-04-09,p50_p75_tick_floor,rr,rr,13126,13128.5,13122.25,9
read-001092-zone-0304,in_sample,LONDON,2023-04-09,p90,rr,rr,13126,13129.5,13122.25,11
read-001092-zone-0304,in_sample,LONDON,2023-04-09,p95,rr,rr,13126,13132.75,13122.25,17.5
read-001092-zone-0337,in_sample,LONDON,2023-04-09,p50_p75_tick_floor,net_nonpositive,net_nonpositive,13141,13143.75,13139,9.5
read-001092-zone-0337,in_sample,LONDON,2023-04-09,p90,net_nonpositive,net_nonpositive,13141,13144.75,13139,11.5
read-001092-zone-0337,in_sample,LONDON,2023-04-09,p95,net_nonpositive,net_nonpositive,13141,13148,13139,18
read-001093-zone-0134,in_sample,NY,2023-04-09,p50_p75_tick_floor,geometry_pass,risk_cap_missing,13050,13055.75,13038.5,15.5
read-001093-zone-0134,in_sample,NY,2023-04-09,p90,rr,rr,13050,13056.75,13038.5,17.5
read-001093-zone-0134,in_sample,NY,2023-04-09,p95,rr,rr,13050,13060,13038.5,24
read-001093-zone-0140,in_sample,NY,2023-04-09,p50_p75_tick_floor,rr,rr,13061,13067.75,13058.25,17.5
read-001093-zone-0140,in_sample,NY,2023-04-09,p90,rr,rr,13061,13068.75,13058.25,19.5
read-001093-zone-0140,in_sample,NY,2023-04-09,p95,rr,rr,13061,13072,13058.25,26
read-001093-zone-0144,in_sample,NY,2023-04-09,p50_p75_tick_floor,rr,rr,13072.25,13076.25,13069,12
read-001093-zone-0144,in_sample,NY,2023-04-09,p90,rr,rr,13072.25,13077.25,13069,14
read-001093-zone-0144,in_sample,NY,2023-04-09,p95,rr,rr,13072.25,13080.5,13069,20.5
read-001093-zone-0155,in_sample,NY,2023-04-09,p50_p75_tick_floor,rr,rr,13092.75,13097.5,13090,13.5
read-001093-zone-0155,in_sample,NY,2023-04-09,p90,rr,rr,13092.75,13098.5,13090,15.5
read-001093-zone-0155,in_sample,NY,2023-04-09,p95,rr,rr,13092.75,13101.75,13090,22
read-001094-zone-0353,in_sample,ASIA,2023-04-09,p50_p75_tick_floor,rr,rr,13161.75,13157.75,13167.25,12
read-001094-zone-0353,in_sample,ASIA,2023-04-09,p90,rr,rr,13161.75,13156.75,13167.25,14
read-001094-zone-0353,in_sample,ASIA,2023-04-09,p95,rr,rr,13161.75,13153.5,13167.25,20.5
read-001094-zone-0389,in_sample,ASIA,2023-04-09,p50_p75_tick_floor,rr,rr,13174.5,13178.75,13169.5,12.5
read-001094-zone-0389,in_sample,ASIA,2023-04-09,p90,rr,rr,13174.5,13179.75,13169.5,14.5
read-001094-zone-0389,in_sample,ASIA,2023-04-09,p95,rr,rr,13174.5,13183,13169.5,21
read-001095-zone-0494,in_sample,LONDON,2023-04-10,p50_p75_tick_floor,rr,rr,13164.25,13168.25,13162,12
read-001095-zone-0494,in_sample,LONDON,2023-04-10,p90,rr,rr,13164.25,13169.25,13162,14
read-001095-zone-0494,in_sample,LONDON,2023-04-10,p95,rr,rr,13164.25,13172.5,13162,20.5
