opportunity,plan_id,version,date,session,born,start,end,scenario,direction,condition,quality,arm_enabled,bias,doc
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,NY,1788356728139,1788356728139,1788358878759,S1,long,sweep_reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Wick below 29042.75 OR-L, then a 5m close back above 29042.75 confirms the sweep-reclaim"", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29102, 29115.1, 29171.25], ""invalid"": ""5m close below 29001.75 RTH-L"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29042.75, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29042.75, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,NY,1788356728139,1788356728139,1788358878759,S2,long,breakout_retest,B,False,long,"{""id"": ""S2"", ""trigger"": ""5m close above 29115.10 VWAP+1\u03c3, then retest holds above 29115.10"", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25], ""invalid"": ""5m close below 29058.75 PDC"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29115.1, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,NY,1788356728139,1788356728139,1788358878759,S3,long,reclaim,C,False,long,"{""id"": ""S3"", ""trigger"": ""Pullback to 29102.00 OR-H, then 5m close back above 29102.00"", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29115.1, 29171.25], ""invalid"": ""5m close below 29058.75 PDC"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29102, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,1788358878759,1788358878759,1788360352139,S1,long,reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Reclaim of VWAP+1\u03c3 29111.58 with a 1x5m close above 29111.58 after the current 09:00 push."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25, 29246.25], ""invalid"": ""1x5m close back below 29102.00 OR-H voids the reclaim."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29111.58, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,1788358878759,1788358878759,1788360352139,S2,long,sweep_reclaim,B,False,long,"{""id"": ""S2"", ""trigger"": ""Sweep of 28927.25 ONL then a 1m_mss back above 28927.25."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29058.75, 29171.25, 29209.25], ""invalid"": ""1x5m close below 28927.25 ONL aborts the sweep-reclaim."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 28927.25, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 28927.25, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,1788358878759,1788358878759,1788360352139,S3,long,breakout_retest,B,False,long,"{""id"": ""S3"", ""trigger"": ""Break above 29171.25 ONH with a 1x5m close, then a pullback retest holds 29171.25."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25, 29317.25], ""invalid"": ""1x5m close back below 29058.75 PDC voids the breakout."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29171.25, ""side"": ""above""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""touch"", ""ref_price"": 29171.25, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S4,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,1788358878759,1788358878759,1788360352139,S4,short,reject,B,True,long,"{""id"": ""S4"", ""trigger"": ""First touch of 29317.25 RTH-H in premium above the 29286.38 mid rejects; fade only on the touch."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29246.25, 29209.25, 29171.25], ""invalid"": ""1x5m_close above 29355.00 kills the fade, clearing the 29324.50 OB."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29317.25, ""stop"": 29355, ""target"": 29209.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,NY,1788360352139,1788360352139,1788362553001,S1,long,reject,B,True,long,"{""id"": ""S1"", ""trigger"": ""Price pulls back to 29135.65 VWAP+1\u03c3 and rejects on touch"", ""condition"": ""reject"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25], ""invalid"": ""5m close below 29058.75 PDC invalidates the long bounce"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29135.65, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29135.65, ""stop"": 29099, ""target"": 29209.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,NY,1788360352139,1788360352139,1788362553001,S2,short,reject,B,True,long,"{""id"": ""S2"", ""trigger"": ""Price rallies to 29317.25 RTH-H and rejects on touch"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29209.25, 29171.25], ""invalid"": ""5m close above 29324.50 OB(bull)\u00b71h (HTF) invalidates the short rejection"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29317.25, ""stop"": 29354, ""target"": 29209.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,1788362553001,1788362553001,1788364253844,S1,long,reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Price prints a 5m close back above VWAP+1\u03c3 29143.97, reclaiming the session magnet after this morning's 29106.25 sweep-reclaim; the close confirms the 15m higher-low recovery."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25, 29246.25], ""invalid"": ""A 5m close below 29106.25 (the 10:00 sweep low) voids the reclaim and re-opens the 29102.00 retest."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29143.97, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,1788362553001,1788362553001,1788364253844,S2,long,reject,C,True,long,"{""id"": ""S2"", ""trigger"": ""Price retraces into the 29102.00 OR-H / 29106.25 sweep-low cluster and the first touch at 29102.00 rejects upward \u2014 a re-test of the consumed 15m sweep zone as a new setup."", ""condition"": ""reject"", ""direction"": ""long"", ""target_chain"": [29143.97, 29171.25, 29209.25], ""invalid"": ""Acceptance below 29102.00 \u2014 a 5m close under 29102.00 \u2014 voids the fade; the next edge is the PDC sweep-reclaim (S3)."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29102, ""side"": ""above""}, ""quality"": ""C"", ""arm"": {""enabled"": true, ""entry"": 29102, ""stop"": 29060, ""target"": 29209.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,1788362553001,1788362553001,1788364253844,S3,long,sweep_reclaim,B,True,long,"{""id"": ""S3"", ""trigger"": ""Price sweeps below PDC 29058.75 (resting stops under the flattened 29017.25\u201329111.25 shelf) and a 1m MSS back above 29058.75 confirms the reclaim; a 5m close back above 29058.75 is the delayed confirmation alternative."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29143.97, 29171.25, 29209.25], ""invalid"": ""A 5m close below 29020.00 invalidates the sweep-reclaim and opens the 29001.75 RTH-L test."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29058.75, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29058.75, ""side"": ""above""}, ""arm"": {""enabled"": true, ""entry"": 29058.75, ""stop"": 29020, ""target"": 29143.97, ""wait_confirm"": true, ""legs"": [{""entry"": 29058.75, ""stop"": 29020, ""target"": 29143.97, ""size"": 1, ""rule"": ""touch""}, {""entry"": 29070, ""stop"": 29033, ""target"": 29171.25, ""size"": 1, ""wait_confirm"": true, ""rule"": ""1m_mss""}]}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S4,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,1788362553001,1788362553001,1788364253844,S4,long,breakout_retest,C,False,long,"{""id"": ""S4"", ""trigger"": ""A 5m close above ONH 29171.25 breaks the day's consolidation high; the retest touch at 29171.25 from above is the continuation long entry (stop-entry fallback if no retest prints)."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25, 29317.25], ""invalid"": ""A 5m close back below 29143.97 voids the breakout as a round-trip failure."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29171.25, ""side"": ""above""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""touch"", ""ref_price"": 29171.25, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,1788364253844,1788364253844,1788366019936,S1,long,reclaim,C,False,long,"{""id"": ""S1"", ""trigger"": ""Retest of 29171.25 ONH holds; 1x5m close back above 29171.25 after a dip."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25], ""invalid"": ""5m close below 29153.35 VWAP+1\u03c3 voids the reclaimed ONH support."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29171.25, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,1788364253844,1788364253844,1788366019936,S2,long,hold,A,False,long,"{""id"": ""S2"", ""trigger"": ""Pullback to 29153.35 VWAP+1\u03c3 stabilizes; 1x5m close above 29153.35."", ""condition"": ""hold"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25], ""invalid"": ""5m close below 29102.00 OR-H voids the dip-buy."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29153.35, ""side"": ""above""}, ""quality"": ""A""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,1788364253844,1788364253844,1788366019936,S3,long,breakout_retest,C,False,long,"{""id"": ""S3"", ""trigger"": ""Break above 29209.25 Supply\u00b71h while 29171.25 ONH holds as support; retest of 29209.25 holds."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29246.25, 29317.25], ""invalid"": ""5m close back below 29171.25 ONH voids the break."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29209.25, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S4,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,1788364253844,1788364253844,1788366019936,S4,long,sweep_reclaim,B,False,long,"{""id"": ""S4"", ""trigger"": ""Sweep below 29001.75 RTH-L (wick through 29001.75) then 5m close back above 29001.75."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29058.75, 29153.35, 29171.25], ""invalid"": ""5m close below 28927.25 ONL voids the reclaim and opens the bear leg."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29001.75, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29001.75, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,1788366019936,1788366019936,1788367630850,S1,long,sweep_reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Price sweeps below ONH 29171.25 and prints a 5m close back above 29171.25 (reclaim close); invalid if 5m close below 29158.47 VWAP+1\u03c3."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25, 29317.25], ""invalid"": ""5m close below 29158.47 VWAP+1\u03c3"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29171.25, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,1788366019936,1788366019936,1788367630850,S2,long,reclaim,B,False,long,"{""id"": ""S2"", ""trigger"": ""Dip touches 29158.47 VWAP+1\u03c3 and price prints a 5m close back above 29158.47; invalid if 5m close below 29102.00 OR-H."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25], ""invalid"": ""5m close below 29102.00 OR-H"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29158.47, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,1788366019936,1788366019936,1788367630850,S3,long,breakout_retest,B,False,long,"{""id"": ""S3"", ""trigger"": ""Break above 29209.25 Supply\u00b71h (15m LH 29208.50) with a 5m close, then retest touch of 29209.25 holds; invalid if 5m close back below 29171.25 ONH."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29246.25, 29317.25], ""invalid"": ""5m close back below 29171.25 ONH"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29209.25, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S4,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,1788366019936,1788366019936,1788367630850,S4,short,reject,B,True,long,"{""id"": ""S4"", ""trigger"": ""First touch of 29317.25 RTH-H fails and 5m close prints back below 29317.25; invalid if 5m close above 29317.25."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29246.25, 29209.25], ""invalid"": ""5m close above 29317.25"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29317.25, ""stop"": 29348, ""target"": 29246.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v8/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,NY,1788367630850,1788367630850,1788369910337,S1,long,reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Price reclaims VWAP+1\u03c3 29161.16 with a 1x5m close above"", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25], ""invalid"": ""1x5m close below 29138.00 invalidates the reclaim"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29161.16, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v8/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,NY,1788367630850,1788367630850,1788369910337,S2,long,reject,B,True,long,"{""id"": ""S2"", ""trigger"": ""Price touches PDC 29058.75 and rejects"", ""condition"": ""reject"", ""direction"": ""long"", ""target_chain"": [29161.16, 29171.25], ""invalid"": ""1x5m close below 29042.75 (OR-L) invalidates the long reject"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29058.75, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29058.75, ""stop"": 29032, ""target"": 29161.16, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v9/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,1788369910337,1788369910337,1788372135540,S1,long,sweep_reclaim,C,False,long,"{""id"": ""S1"", ""trigger"": ""After 13:30 CT, a 5m push below 29058.75 sweeps toward 29042.75 and a 1m_mss closes back above 29058.75."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29163.03, 29171.25, 29209.25], ""invalid"": ""2x5m close below 29042.75 kills S1."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29058.75, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29058.75, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v9/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,1788369910337,1788369910337,1788372135540,S2,long,breakout_retest,C,False,long,"{""id"": ""S2"", ""trigger"": ""1x5m close above 29171.25 ONH, then a pullback retest holds 29171.25."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29209.25, 29246.25, 29317.25], ""invalid"": ""1x5m close back below 29163.03 invalidates the breakout."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29171.25, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v9/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,1788369910337,1788369910337,1788372135540,S3,short,reject,B,True,long,"{""id"": ""S3"", ""trigger"": ""First touch of 29317.25 RTH-H stalls/rejects; stop above 29344.75; enter short only on touch."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29246.25, 29209.25, 29171.25], ""invalid"": ""1x5m close above 29344.75 invalidates the short."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29317.25, ""stop"": 29344.75, ""target"": 29246.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,1788372135540,1788372135540,1788373716708,S1,long,reject,B,True,long,"{""id"": ""S1"", ""trigger"": ""Price pulls back to 29163.99 VWAP+1\u03c3 after 13:30 and attempts a 5m reversal from the band."", ""condition"": ""reject"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25, 29246.25], ""invalid"": ""A 5m close below 29138.75 voids the long (structure stop)."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29163.99, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29163.99, ""stop"": 29138.75, ""target"": 29246.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,1788372135540,1788372135540,1788373716708,S2,long,sweep_reclaim,B,False,long,"{""id"": ""S2"", ""trigger"": ""Price sweeps 29001.75 RTH-L and then prints a 5m close back above it."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29042.75, 29058.75, 29102], ""invalid"": ""A 5m close below 29001.75 before the reclaim close voids the long."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29001.75, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29001.75, ""side"": ""above""}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,1788372135540,1788372135540,1788373716708,S3,short,reject,B,True,long,"{""id"": ""S3"", ""trigger"": ""A rally into 29317.25 RTH-H after 13:30 pokes above and rejects; this is the allowed premium short."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29246.25, 29209.25, 29171.25], ""invalid"": ""A 5m close above 29342.50 voids the short."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29317.25, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29317.25, ""stop"": 29342.5, ""target"": 29246.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v10/S4,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,1788372135540,1788372135540,1788373716708,S4,short,reject,B,True,long,"{""id"": ""S4"", ""trigger"": ""Price pulls back to 29058.75 PDC and rejects back down; 29058.75 is the entry."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [28927.25], ""invalid"": ""A 5m close above 29086.75 voids the short."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29058.75, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29058.75, ""stop"": 29086.75, ""target"": 28927.25, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S1,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,1788373716708,1788373716708,1788375419111,S1,long,reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""1x5m close above 29165.06 VWAP+1\u03c3 reclaims the magnet; long for 29171.25 ONH first, then 29209.25 Supply\u00b71h and 29246.25 OB(bull)\u00b74h."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29171.25, 29209.25, 29246.25], ""invalid"": ""5m close below 29135.50 (recent 5m HL) voids the reclaim and re-opens the 15m downtrend."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29165.06, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S2,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,1788373716708,1788373716708,1788375419111,S2,long,reject,B,True,long,"{""id"": ""S2"", ""trigger"": ""Clean retest of RTH-L 29001.75; limit long with structure stop 28972.75, target 29102.00 OR-H."", ""condition"": ""reject"", ""direction"": ""long"", ""target_chain"": [29102, 29165.06, 29171.25], ""invalid"": ""5m close below 28972.75 voids the fade; next downside liquid pool is ONL 28927.25."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29001.75, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29001.75, ""stop"": 28972.75, ""target"": 29102, ""wait_confirm"": true}}"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S3,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,1788373716708,1788373716708,1788375419111,S3,long,sweep_reclaim,B,False,long,"{""id"": ""S3"", ""trigger"": ""Sweep of ONL 28927.25 followed by a 5m close back above 28927.25 (wick alone is not enough); long the reclaim."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29001.75, 29058.75, 29102], ""invalid"": ""A subsequent 5m close below 28927.25 voids the reclaim and is plan death; liquidation targets 28711.25 OB(bear)\u00b74h."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 28927.25, ""side"": ""above""}, ""quality"": ""B""}"
