plan_rowid,plan_id,version,session,scenario,condition,evaluations,met_flips,record_supported_met_flips,arm_confirm_flips,validation_pass_flips,first_changed_decision,coverage
68,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S1,reclaim,6,0,0,0,0,,retained_tape_replay
68,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S2,reject,6,1,1,0,0,32478,retained_tape_replay
68,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S3,sweep_reclaim,6,0,0,0,0,,retained_tape_replay
68,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S4,acceptance,6,1,1,0,0,32482,retained_tape_replay
69,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S1,hold,21,0,0,0,0,,retained_tape_replay
69,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S2,reject,21,1,1,0,0,32486,retained_tape_replay
69,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S3,acceptance,21,0,0,0,0,,retained_tape_replay
69,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S4,breakout_retest,21,0,0,0,0,,retained_tape_replay
69,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S5,reclaim,21,1,1,0,0,32486,retained_tape_replay
70,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,breakout_retest,57,0,0,0,0,,retained_tape_replay
70,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,hold,57,1,1,0,0,32544,retained_tape_replay
70,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,sweep_reclaim,57,1,1,0,0,32544,retained_tape_replay
71,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S1,reclaim,16,2,2,0,0,32677,retained_tape_replay
71,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S2,hold,16,1,1,0,0,32673,retained_tape_replay
71,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,breakout_retest,16,1,1,0,0,32680,retained_tape_replay
71,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S4,sweep_reclaim,16,1,1,0,0,32673,retained_tape_replay
72,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,acceptance,120,2,1,0,0,32694,retained_tape_replay
72,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,acceptance,120,0,0,0,0,,retained_tape_replay
72,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S3,reject,120,1,1,0,0,32694,retained_tape_replay
72,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S4,reject,120,1,1,0,0,32694,retained_tape_replay
73,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S1,breakout_retest,5,0,0,0,0,,retained_tape_replay
73,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S2,hold,5,1,1,0,0,32870,retained_tape_replay
73,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S3,hold,5,1,1,0,0,32870,retained_tape_replay
73,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S4,sweep_reclaim,5,1,1,0,0,32870,retained_tape_replay
74,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
75,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S1,reclaim,3,0,0,0,0,,retained_tape_replay
75,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S2,breakout_retest,3,0,0,0,0,,retained_tape_replay
75,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S3,reject,3,0,0,0,0,,retained_tape_replay
75,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S4,acceptance,3,0,0,0,0,,retained_tape_replay
76,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S1,sweep_reclaim,3,1,1,0,0,32898,retained_tape_replay
76,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S2,breakout_retest,3,0,0,0,0,,retained_tape_replay
76,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S3,breakout_retest,3,0,0,0,0,,retained_tape_replay
77,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S1,sweep_reclaim,11,0,0,0,0,,retained_tape_replay
77,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S2,breakout_retest,11,0,0,0,0,,retained_tape_replay
77,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S3,acceptance,11,2,2,0,0,32902,retained_tape_replay
77,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S4,reject,11,3,3,0,0,32901,retained_tape_replay
78,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S1,sweep_reclaim,3,0,0,0,0,,retained_tape_replay
78,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S2,reject,3,1,1,0,0,32913,retained_tape_replay
78,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S3,acceptance,3,0,0,0,0,,retained_tape_replay
78,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S4,acceptance,3,0,0,0,0,,retained_tape_replay
79,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S1,sweep_reclaim,13,0,0,0,0,,retained_tape_replay
79,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S2,breakout_retest,13,1,1,0,0,32936,retained_tape_replay
79,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S3,acceptance,13,0,0,0,0,,retained_tape_replay
79,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S4,reject,13,0,0,0,0,,retained_tape_replay
80,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
81,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
82,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S1,breakout_retest,4,0,0,0,0,,retained_tape_replay
82,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S2,reject,4,1,1,0,0,33063,retained_tape_replay
82,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S3,acceptance,4,0,0,0,0,,retained_tape_replay
83,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S1,reject,12,1,1,0,0,33067,retained_tape_replay
83,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S2,acceptance,12,0,0,0,0,,retained_tape_replay
83,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,S3,hold,12,1,1,0,0,33068,retained_tape_replay
84,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,S1,reject,15,0,0,0,0,,retained_tape_replay
84,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,S2,acceptance,15,0,0,0,0,,retained_tape_replay
84,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,S3,sweep_reclaim,15,0,0,0,0,,retained_tape_replay
85,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S1,acceptance,4,0,0,0,0,,retained_tape_replay
85,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S2,reject,4,1,1,0,0,33095,retained_tape_replay
85,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S3,sweep_reclaim,4,1,1,0,0,33095,retained_tape_replay
85,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,S4,breakout_retest,4,0,0,0,0,,retained_tape_replay
86,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,S1,acceptance,3,0,0,0,0,,retained_tape_replay
86,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,S2,reject,3,0,0,0,0,,retained_tape_replay
86,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,S3,acceptance,3,0,0,0,0,,retained_tape_replay
86,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,S4,reject,3,0,0,0,0,,retained_tape_replay
86,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,S5,acceptance,3,0,0,0,0,,retained_tape_replay
87,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,S1,reject,11,1,1,0,0,33102,retained_tape_replay
87,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,S2,breakout_retest,11,0,0,0,0,,retained_tape_replay
87,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,S3,sweep_reclaim,11,1,1,0,0,33102,retained_tape_replay
87,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,S4,breakout_retest,11,0,0,0,0,,retained_tape_replay
88,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,S1,hold,0,0,0,0,0,,NOT_REPLAYED
88,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,S2,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
88,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
88,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,S4,reject,0,0,0,0,0,,NOT_REPLAYED
89,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S1,sweep_reclaim,3,1,1,0,0,33114,retained_tape_replay
89,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S2,breakout_retest,3,1,1,0,0,33114,retained_tape_replay
89,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S3,sweep_reclaim,3,0,0,0,0,,retained_tape_replay
90,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,reject,0,0,0,0,0,,NOT_REPLAYED
90,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
90,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
90,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S4,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
91,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S1,reject,0,0,0,0,0,,NOT_REPLAYED
91,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S2,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
91,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
91,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S4,reclaim,0,0,0,0,0,,NOT_REPLAYED
92,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S1,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
92,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S2,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
92,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
93,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S1,reject,0,0,0,0,0,,NOT_REPLAYED
93,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S2,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
93,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
93,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S4,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
93,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S5,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
94,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S1,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
94,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S2,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
94,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S3,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
94,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S4,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
95,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,S1,hold,1,0,0,0,0,,retained_tape_replay
95,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,S2,hold,1,0,0,0,0,,retained_tape_replay
95,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,S3,reclaim,1,0,0,0,0,,retained_tape_replay
95,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,S4,breakout_retest,1,0,0,0,0,,retained_tape_replay
96,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,LONDON,S0,hold,0,0,0,0,0,,NOT_REPLAYED
97,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,S1,breakout_retest,2,1,1,0,0,33229,retained_tape_replay
97,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,S2,hold,2,0,0,0,0,,retained_tape_replay
97,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,S3,sweep_reclaim,2,1,1,0,0,33229,retained_tape_replay
97,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,LONDON,S4,acceptance,2,0,0,0,0,,retained_tape_replay
98,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,S1,hold,16,0,0,0,0,,retained_tape_replay
98,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,S2,breakout_retest,16,0,0,0,0,,retained_tape_replay
98,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,S3,reject,16,2,2,0,0,33246,retained_tape_replay
98,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,LONDON,S4,breakout_retest,16,2,2,0,0,33246,retained_tape_replay
99,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,S1,hold,15,9,9,0,0,33260,retained_tape_replay
99,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,S2,sweep_reclaim,15,1,1,0,0,33260,retained_tape_replay
99,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,S3,sweep_reclaim,15,1,1,0,0,33263,retained_tape_replay
99,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,S4,reclaim,15,3,3,0,0,33268,retained_tape_replay
99,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,LONDON,S5,hold,15,0,0,0,0,,retained_tape_replay
100,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,LONDON,S0,hold,0,0,0,0,0,,NOT_REPLAYED
101,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,S1,hold,5,0,0,0,0,,retained_tape_replay
101,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,S2,reject,5,2,2,0,0,33277,retained_tape_replay
101,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,S3,hold,5,2,2,0,0,33277,retained_tape_replay
101,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,LONDON,S4,reclaim,5,0,0,0,0,,retained_tape_replay
102,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,S1,acceptance,13,1,1,0,0,33290,retained_tape_replay
102,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,S2,reject,13,2,2,0,0,33282,retained_tape_replay
102,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,S3,sweep_reclaim,13,5,5,0,0,33281,retained_tape_replay
102,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,LONDON,S4,reclaim,13,0,0,0,0,,retained_tape_replay
103,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,LONDON,S1,reject,0,0,0,0,0,,NOT_REPLAYED
103,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,LONDON,S2,acceptance,0,0,0,0,0,,NOT_REPLAYED
103,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,LONDON,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
104,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S1,reject,7,0,0,0,0,,retained_tape_replay
104,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S2,breakout_retest,7,0,0,0,0,,retained_tape_replay
104,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,reject,7,0,0,0,0,,retained_tape_replay
105,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,sweep_reclaim,7,1,1,0,0,33304,retained_tape_replay
105,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,breakout_retest,7,1,1,0,0,33304,retained_tape_replay
105,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S3,sweep_reclaim,7,1,1,0,0,33303,retained_tape_replay
105,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S4,reject,7,3,3,0,0,33302,retained_tape_replay
106,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,breakout_retest,5,3,3,0,0,33312,retained_tape_replay
106,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,reject,5,1,1,0,0,33311,retained_tape_replay
106,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S3,reject,5,1,1,0,0,33311,retained_tape_replay
106,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S4,sweep_reclaim,5,0,0,0,0,,retained_tape_replay
106,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S5,hold,5,1,1,0,0,33311,retained_tape_replay
107,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,breakout_retest,7,0,0,0,0,,retained_tape_replay
107,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S2,sweep_reclaim,7,0,0,0,0,,retained_tape_replay
107,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S3,reject,7,1,0,0,0,33319,retained_tape_replay
107,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S4,hold,7,0,0,0,0,,retained_tape_replay
108,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,hold,2,0,0,0,0,,retained_tape_replay
108,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,breakout_retest,2,0,0,0,0,,retained_tape_replay
108,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,reject,2,1,1,0,0,33325,retained_tape_replay
108,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S4,reject,2,1,1,0,0,33325,retained_tape_replay
109,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S1,reject,16,2,2,0,0,33327,retained_tape_replay
109,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S2,reject,16,2,2,0,0,33327,retained_tape_replay
109,2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S3,breakout_retest,16,0,0,0,0,,retained_tape_replay
