trade_date,session,version,scenario,condition,direction,ref_price,fired,first_touch_ct,window_start_ct,window_end_ct,window_min
2026-08-27,ASIA,3,S3,sweep_reclaim,long,29599.75,NOT_FIRED,,08-27 18:04,08-27 18:26,22
2026-08-27,ASIA,3,S4,sweep_reclaim,short,29655.75,NOT_FIRED,,08-27 18:04,08-27 18:26,22
2026-08-27,ASIA,4,S1,reject,short,29619.5,FIRED,08-27 19:01,08-27 18:26,08-27 19:53,88
2026-08-27,ASIA,4,S2,sweep_reclaim,long,29599.75,FIRED,08-27 18:45,08-27 18:26,08-27 19:53,88
2026-08-27,ASIA,4,S3,breakout_retest,short,29599.75,FIRED,08-27 18:45,08-27 18:26,08-27 19:53,88
2026-08-27,ASIA,4,S4,hold,long,29368.75,NOT_FIRED,,08-27 18:26,08-27 19:53,88
2026-08-27,ASIA,4,S5,sweep_reclaim,short,29645.25,FIRED,08-27 19:13,08-27 18:26,08-27 19:53,88
2026-08-27,ASIA,5,S1,sweep_reclaim,short,29660.0,FIRED,08-27 20:04,08-27 19:53,08-27 20:22,29
2026-08-27,ASIA,5,S2,reject,short,29678.25,NOT_FIRED,,08-27 19:53,08-27 20:22,29
2026-08-27,ASIA,5,S3,sweep_reclaim,long,29452.5,NOT_FIRED,,08-27 19:53,08-27 20:22,29
2026-08-27,ASIA,6,S1,sweep_reclaim,short,29671.25,FIRED,08-27 20:35,08-27 20:22,08-27 20:54,32
2026-08-27,ASIA,6,S2,reject,short,29678.25,NOT_FIRED,,08-27 20:22,08-27 20:54,32
2026-08-27,ASIA,6,S3,breakout_retest,short,29630.84,NOT_FIRED,,08-27 20:22,08-27 20:54,32
2026-08-27,ASIA,7,S1,sweep_reclaim,short,29673.5,FIRED,08-27 20:55,08-27 20:54,08-27 21:49,56
2026-08-27,ASIA,7,S2,reject,short,29678.25,FIRED,08-27 20:55,08-27 20:54,08-27 21:49,56
2026-08-27,ASIA,7,S3,breakout_retest,short,29655.28,FIRED,08-27 21:42,08-27 20:54,08-27 21:49,56
2026-08-27,ASIA,7,S4,sweep_reclaim,short,29707.5,NOT_FIRED,,08-27 20:54,08-27 21:49,56
2026-08-27,ASIA,8,S1,sweep_reclaim,short,29704.25,FIRED,08-27 22:29,08-27 21:49,08-27 23:14,85
2026-08-27,ASIA,8,S2,reject,short,29694.69,FIRED,08-27 22:12,08-27 21:49,08-27 23:14,85
2026-08-27,ASIA,8,S3,hold,short,29673.5,FIRED,08-27 22:03,08-27 21:49,08-27 23:14,85
2026-08-27,ASIA,9,S1,reject,short,29677.86,NOT_FIRED,,08-27 23:14,08-28 00:00,46
2026-08-27,ASIA,9,S2,sweep_reclaim,short,29707.25,NOT_FIRED,,08-27 23:14,08-28 00:00,46
2026-08-27,ASIA,9,S3,breakout_retest,short,29639.5,FIRED,08-27 23:41,08-27 23:14,08-28 00:00,46
2026-08-27,ASIA,9,S4,sweep_reclaim,long,29576.5,NOT_FIRED,,08-27 23:14,08-28 00:00,46
2026-08-27,ASIA,10,S1,sweep_reclaim,short,29669.5,NOT_FIRED,,08-28 00:00,08-28 00:44,44
2026-08-27,ASIA,10,S2,reject,short,29676.98,NOT_FIRED,,08-28 00:00,08-28 00:44,44
2026-08-27,ASIA,10,S3,breakout_retest,short,29624.65,FIRED,08-28 00:10,08-28 00:00,08-28 00:44,44
2026-08-27,ASIA,10,S4,hold,long,29581.88,NOT_FIRED,,08-28 00:00,08-28 00:44,44
2026-08-27,ASIA,11,S1,sweep_reclaim,short,29642.0,NOT_FIRED,,08-28 00:44,08-28 01:02,18
2026-08-27,ASIA,11,S2,reject,short,29623.66,NOT_FIRED,,08-28 00:44,08-28 01:02,18
2026-08-27,ASIA,11,S3,breakout_retest,short,29591.5,NOT_FIRED,,08-28 00:44,08-28 01:02,18
2026-08-27,ASIA,11,S4,sweep_reclaim,long,29424.0,NOT_FIRED,,08-28 00:44,08-28 01:02,18
2026-08-27,ASIA,12,S1,reject,short,29621.01,FIRED,08-28 01:20,08-28 01:02,08-28 01:30,27
2026-08-27,ASIA,12,S2,breakout_retest,short,29591.5,NOT_FIRED,,08-28 01:02,08-28 01:30,27
2026-08-27,ASIA,12,S3,sweep_reclaim,long,29402.25,NOT_FIRED,,08-28 01:02,08-28 01:30,27
2026-08-27,LONDON,1,S1,sweep_reclaim,short,29502.88,FIRED,08-27 02:03,08-27 02:01,08-27 02:21,20
2026-08-27,LONDON,1,S2,reject,short,29495.92,FIRED,08-27 02:02,08-27 02:01,08-27 02:21,20
2026-08-27,LONDON,1,S3,breakout_retest,short,29466.65,NOT_FIRED,,08-27 02:01,08-27 02:21,20
2026-08-27,LONDON,2,S1,sweep_reclaim,short,29539.38,FIRED,08-27 02:22,08-27 02:21,08-27 03:07,46
2026-08-27,LONDON,2,S2,sweep_reclaim,long,29524.77,FIRED,08-27 02:23,08-27 02:21,08-27 03:07,46
2026-08-27,LONDON,2,S3,breakout_retest,long,29543.75,FIRED,08-27 02:29,08-27 02:21,08-27 03:07,46
2026-08-27,LONDON,2,S4,sweep_reclaim,short,29577.25,FIRED,08-27 03:05,08-27 02:21,08-27 03:07,46
2026-08-27,LONDON,3,S1,sweep_reclaim,long,29468.08,NOT_FIRED,,08-27 03:07,08-27 03:22,15
2026-08-27,LONDON,3,S2,sweep_reclaim,short,29532.0,NOT_FIRED,,08-27 03:07,08-27 03:22,15
2026-08-27,LONDON,3,S3,breakout_retest,long,29521.5,NOT_FIRED,,08-27 03:07,08-27 03:22,15
2026-08-27,LONDON,3,S4,breakout_retest,short,29468.08,NOT_FIRED,,08-27 03:07,08-27 03:22,15
2026-08-27,LONDON,4,S1,breakout_retest,long,29625.0,FIRED,08-27 03:25,08-27 03:22,08-27 03:52,30
2026-08-27,LONDON,4,S2,breakout_retest,long,29655.75,FIRED,08-27 03:29,08-27 03:22,08-27 03:52,30
2026-08-27,LONDON,4,S3,sweep_reclaim,short,29655.75,FIRED,08-27 03:29,08-27 03:22,08-27 03:52,30
2026-08-27,LONDON,5,S1,sweep_reclaim,short,29659.75,NOT_FIRED,,08-27 03:52,08-27 04:29,37
2026-08-27,LONDON,5,S2,acceptance,short,29619.5,FIRED,08-27 04:00,08-27 03:52,08-27 04:29,37
2026-08-27,LONDON,5,S3,reject,short,29591.45,FIRED,08-27 04:04,08-27 03:52,08-27 04:29,37
2026-08-27,LONDON,6,S1,reject,short,29597.25,FIRED,08-27 04:30,08-27 04:29,08-27 08:06,217
2026-08-27,LONDON,6,S2,sweep_reclaim,short,29661.25,NOT_FIRED,,08-27 04:29,08-27 08:06,217
2026-08-27,LONDON,6,S3,breakout_retest,short,29541.12,FIRED,08-27 06:46,08-27 04:29,08-27 08:06,217
2026-08-27,LONDON,7,S1,reject,short,29539.38,FIRED,08-27 08:22,08-27 08:06,08-27 08:30,24
2026-08-27,LONDON,7,S2,acceptance,short,29486.95,NOT_FIRED,,08-27 08:06,08-27 08:30,24
2026-08-27,NY,3,S1,sweep_reclaim,short,29589.5,FIRED,08-27 13:01,08-27 11:31,08-27 13:50,139
2026-08-27,NY,3,S2,reject,short,29597.96,FIRED,08-27 13:01,08-27 11:31,08-27 13:50,139
2026-08-27,NY,3,S3,acceptance,short,29547.39,FIRED,08-27 13:27,08-27 11:31,08-27 13:50,139
2026-08-27,NY,4,S1,reject,short,29611.41,NOT_FIRED,,08-27 13:50,08-27 14:04,14
2026-08-27,NY,4,S2,sweep_reclaim,short,29661.25,NOT_FIRED,,08-27 13:50,08-27 14:04,14
2026-08-27,NY,4,S3,reject,short,29557.15,FIRED,08-27 13:51,08-27 13:50,08-27 14:04,14
2026-08-27,NY,5,S1,sweep_reclaim,long,29548.74,NOT_FIRED,,08-27 14:04,08-27 15:00,56
2026-08-27,NY,5,S2,breakout_retest,long,29575.25,FIRED,08-27 14:06,08-27 14:04,08-27 15:00,56
2026-08-27,NY,5,S3,reject,short,29611.04,FIRED,08-27 14:21,08-27 14:04,08-27 15:00,56
2026-08-27,NY,5,S4,sweep_reclaim,long,29526.0,NOT_FIRED,,08-27 14:04,08-27 15:00,56
2026-08-28,LONDON,1,S1,reject,short,29642.0,NOT_FIRED,,08-28 02:13,08-28 06:36,263
2026-08-28,LONDON,1,S2,sweep_reclaim,short,29678.25,NOT_FIRED,,08-28 02:13,08-28 06:36,263
2026-08-28,LONDON,1,S3,breakout_retest,short,29591.5,FIRED,08-28 03:01,08-28 02:13,08-28 06:36,263
2026-08-28,LONDON,2,S1,sweep_reclaim,short,29642.0,FIRED,08-28 07:18,08-28 06:36,08-28 07:26,50
2026-08-28,LONDON,2,S2,acceptance,short,29577.75,NOT_FIRED,,08-28 06:36,08-28 07:26,50
2026-08-28,LONDON,2,S3,sweep_reclaim,long,29541.12,NOT_FIRED,,08-28 06:36,08-28 07:26,50
2026-08-28,LONDON,3,S1,reject,short,29662.13,FIRED,08-28 07:29,08-28 07:26,08-28 07:35,8
2026-08-28,LONDON,3,S2,sweep_reclaim,short,29707.5,NOT_FIRED,,08-28 07:26,08-28 07:35,8
2026-08-28,LONDON,3,S3,breakout_retest,short,29577.75,NOT_FIRED,,08-28 07:26,08-28 07:35,8
2026-08-28,LONDON,3,S4,sweep_reclaim,long,29402.25,NOT_FIRED,,08-28 07:26,08-28 07:35,8
2026-08-28,LONDON,4,S1,sweep_reclaim,short,29678.25,NOT_FIRED,,08-28 07:35,08-28 07:48,13
2026-08-28,LONDON,4,S2,breakout_retest,long,29678.25,NOT_FIRED,,08-28 07:35,08-28 07:48,13
2026-08-28,LONDON,4,S3,sweep_reclaim,short,29707.5,NOT_FIRED,,08-28 07:35,08-28 07:48,13
2026-08-28,LONDON,4,S4,breakout_retest,short,29577.75,NOT_FIRED,,08-28 07:35,08-28 07:48,13
2026-08-28,LONDON,5,S1,reject,short,29642.0,NOT_FIRED,,08-28 07:48,08-28 08:16,28
2026-08-28,LONDON,5,S2,sweep_reclaim,short,29678.25,FIRED,08-28 08:01,08-28 07:48,08-28 08:16,28
2026-08-28,LONDON,5,S3,breakout_retest,short,29623.0,NOT_FIRED,,08-28 07:48,08-28 08:16,28
2026-08-28,LONDON,6,S1,sweep_reclaim,short,29707.5,NOT_FIRED,,08-28 08:16,08-28 08:30,14
2026-08-28,LONDON,6,S2,reject,short,29663.45,NOT_FIRED,,08-28 08:16,08-28 08:30,14
2026-08-28,LONDON,6,S3,sweep_reclaim,long,29541.12,NOT_FIRED,,08-28 08:16,08-28 08:30,14
2026-08-28,NY,1,S1,reject,short,29707.5,NOT_FIRED,,08-28 08:33,08-28 08:49,15
2026-08-28,NY,1,S2,breakout_retest,short,29577.75,NOT_FIRED,,08-28 08:33,08-28 08:49,15
2026-08-28,NY,1,S3,breakout_retest,long,29707.5,NOT_FIRED,,08-28 08:33,08-28 08:49,15
2026-08-28,NY,1,S4,sweep_reclaim,long,29402.25,NOT_FIRED,,08-28 08:33,08-28 08:49,15
2026-08-28,NY,2,S1,sweep_reclaim,short,29707.5,FIRED,08-28 09:00,08-28 08:49,08-28 09:20,32
2026-08-28,NY,2,S2,breakout_retest,long,29707.5,FIRED,08-28 09:00,08-28 08:49,08-28 09:20,32
2026-08-28,NY,2,S3,breakout_retest,short,29637.5,FIRED,08-28 08:51,08-28 08:49,08-28 09:20,32
2026-08-28,NY,3,S1,reject,short,29631.14,FIRED,08-28 09:21,08-28 09:20,08-28 10:51,91
2026-08-28,NY,3,S2,reject,short,29562.5,NOT_FIRED,,08-28 09:20,08-28 10:51,91
2026-08-28,NY,3,S3,sweep_reclaim,short,29707.25,FIRED,08-28 09:38,08-28 09:20,08-28 10:51,91
2026-08-28,NY,4,S1,reject,short,29767.5,NOT_FIRED,,08-28 10:51,08-28 12:05,74
2026-08-28,NY,4,S2,breakout_retest,short,29657.39,NOT_FIRED,,08-28 10:51,08-28 12:05,74
2026-08-28,NY,4,S3,sweep_reclaim,long,29402.25,NOT_FIRED,,08-28 10:51,08-28 12:05,74
2026-08-28,NY,5,S1,sweep_reclaim,long,29464.5,FIRED,08-28 12:08,08-28 12:05,08-28 12:59,54
2026-08-28,NY,5,S2,reject,long,29479.5,FIRED,08-28 12:14,08-28 12:05,08-28 12:59,54
2026-08-28,NY,5,S3,reject,short,29588.25,NOT_FIRED,,08-28 12:05,08-28 12:59,54
2026-08-28,NY,6,S1,sweep_reclaim,long,29464.25,NOT_FIRED,,08-28 12:59,08-28 13:08,9
2026-08-28,NY,6,S2,hold,long,29453.77,NOT_FIRED,,08-28 12:59,08-28 13:08,9
2026-08-28,NY,6,S3,breakout_retest,long,29495.0,FIRED,08-28 13:06,08-28 12:59,08-28 13:08,9
2026-08-28,NY,7,S1,sweep_reclaim,long,29445.53,FIRED,08-28 13:50,08-28 13:08,08-28 15:00,111
2026-08-28,NY,7,S2,breakout_retest,long,29531.05,NOT_FIRED,,08-28 13:08,08-28 15:00,111
2026-08-28,NY,7,S3,reject,short,29577.75,NOT_FIRED,,08-28 13:08,08-28 15:00,111
2026-08-30,ASIA,1,S1,sweep_reclaim,long,29501.0,NOT_FIRED,,08-30 17:08,08-30 18:35,87
2026-08-30,ASIA,1,S2,reject,long,29494.38,FIRED,08-30 17:20,08-30 17:08,08-30 18:35,87
2026-08-30,ASIA,1,S3,breakout_retest,long,29509.5,NOT_FIRED,,08-30 17:08,08-30 18:35,87
2026-08-30,ASIA,1,S4,sweep_reclaim,long,29437.0,FIRED,08-30 17:36,08-30 17:08,08-30 18:35,87
2026-08-30,ASIA,2,S1,breakdown_continue,short,29371.5,FIRED,08-30 18:36,08-30 18:35,08-31 01:06,391
2026-08-30,ASIA,2,S2,sweep_reclaim,long,29371.5,FIRED,08-30 18:36,08-30 18:35,08-31 01:06,391
2026-08-30,ASIA,2,S3,reject,short,29414.21,FIRED,08-30 23:57,08-30 18:35,08-31 01:06,391
2026-08-31,LONDON,2,S1,reject,long,29437.0,FIRED,08-31 08:28,08-31 07:40,08-31 08:30,49
2026-08-31,LONDON,2,S2,reject,long,29398.52,FIRED,08-31 07:41,08-31 07:40,08-31 08:30,49
2026-08-31,LONDON,2,S3,breakout_retest,long,29509.5,NOT_FIRED,,08-31 07:40,08-31 08:30,49
2026-08-31,LONDON,2,S4,reject,short,29811.75,NOT_FIRED,,08-31 07:40,08-31 08:30,49
2026-08-31,NY,3,S1,reject,short,29351.47,NOT_FIRED,,08-31 09:52,08-31 11:58,126
2026-08-31,NY,3,S2,reject,short,29437.0,FIRED,08-31 09:57,08-31 09:52,08-31 11:58,126
2026-08-31,NY,3,S3,sweep_reclaim,long,29351.47,NOT_FIRED,,08-31 09:52,08-31 11:58,126
2026-08-31,NY,4,S1,sweep_reclaim,long,29413.0,FIRED,08-31 12:19,08-31 11:58,08-31 12:30,31
2026-08-31,NY,4,S2,reclaim,long,29432.25,FIRED,08-31 11:59,08-31 11:58,08-31 12:30,31
2026-08-31,NY,4,S3,reject,short,29459.08,NOT_FIRED,,08-31 11:58,08-31 12:30,31
2026-08-31,NY,5,S1,reject,long,29413.0,FIRED,08-31 12:39,08-31 12:30,08-31 12:53,24
2026-08-31,NY,5,S2,breakout_retest,long,29432.75,FIRED,08-31 12:41,08-31 12:30,08-31 12:53,24
2026-08-31,NY,5,S3,sweep_reclaim,long,29417.0,FIRED,08-31 12:39,08-31 12:30,08-31 12:53,24
2026-08-31,NY,5,S4,sweep_reclaim,short,29543.5,NOT_FIRED,,08-31 12:30,08-31 12:53,24
2026-08-31,NY,6,S1,breakout_retest,long,29443.25,FIRED,08-31 12:57,08-31 12:53,08-31 14:34,100
2026-08-31,NY,6,S2,sweep_reclaim,long,29417.0,FIRED,08-31 13:35,08-31 12:53,08-31 14:34,100
2026-08-31,NY,6,S3,reject,short,29458.38,FIRED,08-31 13:09,08-31 12:53,08-31 14:34,100
2026-08-31,NY,6,S4,sweep_reclaim,short,29517.0,NOT_FIRED,,08-31 12:53,08-31 14:34,100
2026-08-31,NY,7,S1,hold,long,29422.25,NOT_FIRED,,08-31 14:34,08-31 15:00,26
2026-08-31,NY,7,S2,reject,long,29410.98,NOT_FIRED,,08-31 14:34,08-31 15:00,26
2026-08-31,NY,7,S3,reject,short,29445.5,FIRED,08-31 14:35,08-31 14:34,08-31 15:00,26
2026-09-01,ASIA,5,S1,sweep_reclaim,long,29042.25,FIRED,09-01 23:13,09-01 23:12,09-01 23:20,8
2026-09-01,ASIA,5,S2,breakout_retest,long,29062.75,FIRED,09-01 23:15,09-01 23:12,09-01 23:20,8
2026-09-01,ASIA,6,S1,sweep_reclaim,long,29035.25,NOT_FIRED,,09-01 23:20,09-01 23:58,38
2026-09-01,ASIA,6,S2,reject,long,29040.61,NOT_FIRED,,09-01 23:20,09-01 23:58,38
2026-09-01,ASIA,6,S3,reclaim,long,29071.41,NOT_FIRED,,09-01 23:20,09-01 23:58,38
2026-09-01,ASIA,7,S1,reject,long,29044.0,FIRED,09-02 00:02,09-01 23:58,09-02 00:19,22
2026-09-01,ASIA,7,S2,reclaim,long,29062.75,FIRED,09-02 00:13,09-01 23:58,09-02 00:19,22
2026-09-01,ASIA,7,S3,reject,long,29068.05,FIRED,09-02 00:14,09-01 23:58,09-02 00:19,22
2026-09-01,ASIA,8,S1,sweep_reclaim,long,29035.25,NOT_FIRED,,09-02 00:19,09-02 00:47,27
2026-09-01,ASIA,8,S2,reclaim,long,29058.75,NOT_FIRED,,09-02 00:19,09-02 00:47,27
2026-09-01,ASIA,8,S3,breakout_retest,long,29097.88,FIRED,09-02 00:30,09-02 00:19,09-02 00:47,27
2026-09-01,ASIA,9,S1,sweep_reclaim,long,29035.25,FIRED,09-02 01:17,09-02 00:47,09-02 01:30,43
2026-09-01,ASIA,9,S2,reclaim,long,29058.75,FIRED,09-02 01:01,09-02 00:47,09-02 01:30,43
2026-09-01,LONDON,2,S1,reject,short,29477.0,FIRED,09-01 02:49,09-01 02:48,09-01 04:52,124
2026-09-01,LONDON,2,S2,reject,short,29447.5,FIRED,09-01 02:56,09-01 02:48,09-01 04:52,124
2026-09-01,LONDON,2,S3,sweep_reclaim,long,29435.75,FIRED,09-01 02:59,09-01 02:48,09-01 04:52,124
2026-09-01,LONDON,3,S1,acceptance,short,29231.63,FIRED,09-01 05:21,09-01 04:52,09-01 05:34,42
2026-09-01,LONDON,3,S2,reject,short,29246.75,FIRED,09-01 05:23,09-01 04:52,09-01 05:34,42
2026-09-01,LONDON,4,S1,reject,short,29182.0,FIRED,09-01 06:05,09-01 05:34,09-01 07:07,93
2026-09-01,LONDON,4,S2,sweep_reclaim,long,29212.5,FIRED,09-01 05:51,09-01 05:34,09-01 07:07,93
2026-09-01,LONDON,4,S3,reject,short,29354.0,NOT_FIRED,,09-01 05:34,09-01 07:07,93
2026-09-01,LONDON,5,S1,breakdown_continue,short,29177.5,NOT_FIRED,,09-01 07:07,09-01 07:56,49
2026-09-01,LONDON,5,S2,sweep_reclaim,long,29177.5,NOT_FIRED,,09-01 07:07,09-01 07:56,49
2026-09-01,LONDON,5,S3,reject,long,29161.96,FIRED,09-01 07:08,09-01 07:07,09-01 07:56,49
2026-09-01,LONDON,6,S1,reject,short,29123.25,FIRED,09-01 07:59,09-01 07:56,09-01 08:30,33
2026-09-01,LONDON,6,S2,reject,short,29138.0,NOT_FIRED,,09-01 07:56,09-01 08:30,33
2026-09-01,NY,1,S1,breakdown_continue,short,29122.75,FIRED,09-01 08:29,09-01 08:06,09-01 08:53,46
2026-09-01,NY,1,S2,reject,short,29138.0,FIRED,09-01 08:35,09-01 08:06,09-01 08:53,46
2026-09-01,NY,1,S3,reject,short,29177.5,NOT_FIRED,,09-01 08:06,09-01 08:53,46
2026-09-01,NY,1,S4,sweep_reclaim,long,29122.75,FIRED,09-01 08:29,09-01 08:06,09-01 08:53,46
2026-09-01,NY,2,S1,reject,short,29062.75,NOT_FIRED,,09-01 08:53,09-01 09:20,27
2026-09-01,NY,2,S2,reject,short,29137.29,FIRED,09-01 09:01,09-01 08:53,09-01 09:20,27
2026-09-01,NY,2,S3,sweep_reclaim,long,29062.75,NOT_FIRED,,09-01 08:53,09-01 09:20,27
2026-09-01,NY,2,S4,reclaim,long,29095.5,FIRED,09-01 08:57,09-01 08:53,09-01 09:20,27
2026-09-01,NY,3,S1,reject,short,29182.0,FIRED,09-01 09:30,09-01 09:20,09-01 10:24,64
2026-09-01,NY,3,S2,reject,short,29085.0,NOT_FIRED,,09-01 09:20,09-01 10:24,64
2026-09-01,NY,4,S1,reject,short,29170.0,FIRED,09-01 11:26,09-01 10:24,09-01 13:00,155
2026-09-01,NY,4,S2,reject,short,29209.25,FIRED,09-01 10:25,09-01 10:24,09-01 13:00,155
2026-09-01,NY,4,S3,sweep_reclaim,long,29082.75,NOT_FIRED,,09-01 10:24,09-01 13:00,155
2026-09-01,NY,5,S1,reject,short,29100.5,FIRED,09-01 13:15,09-01 13:00,09-01 15:00,120
2026-09-01,NY,5,S2,reject,short,29162.0,NOT_FIRED,,09-01 13:00,09-01 15:00,120
2026-09-01,NY,5,S3,sweep_reclaim,long,29082.75,FIRED,09-01 13:30,09-01 13:00,09-01 15:00,120
2026-09-02,ASIA,1,S1,reclaim,long,29113.89,NOT_FIRED,,09-02 16:36,09-02 17:18,42
2026-09-02,ASIA,1,S2,sweep_reclaim,long,29042.75,NOT_FIRED,,09-02 16:36,09-02 17:18,42
2026-09-02,ASIA,1,S3,breakout_retest,long,29171.25,FIRED,09-02 17:00,09-02 16:36,09-02 17:18,42
2026-09-02,ASIA,1,S4,sweep_reclaim,short,29317.25,NOT_FIRED,,09-02 16:36,09-02 17:18,42
2026-09-02,ASIA,2,S1,sweep_reclaim,short,29189.25,FIRED,09-02 17:20,09-02 17:18,09-02 17:50,32
2026-09-02,ASIA,2,S2,sweep_reclaim,long,29149.0,NOT_FIRED,,09-02 17:18,09-02 17:50,32
2026-09-02,ASIA,3,S1,sweep_reclaim,short,29208.75,NOT_FIRED,,09-02 17:50,09-02 18:04,14
2026-09-02,ASIA,3,S2,sweep_reclaim,long,29149.0,NOT_FIRED,,09-02 17:50,09-02 18:04,14
2026-09-02,ASIA,3,S3,reject,short,29199.68,NOT_FIRED,,09-02 17:50,09-02 18:04,14
2026-09-02,ASIA,4,S1,reject,short,29208.75,NOT_FIRED,,09-02 18:04,09-02 18:21,16
2026-09-02,ASIA,4,S2,sweep_reclaim,long,29149.0,NOT_FIRED,,09-02 18:04,09-02 18:21,16
2026-09-02,ASIA,4,S3,reject,short,29149.0,NOT_FIRED,,09-02 18:04,09-02 18:21,16
2026-09-02,ASIA,5,S1,reject,short,29197.57,NOT_FIRED,,09-02 18:21,09-02 18:43,22
2026-09-02,ASIA,5,S2,sweep_reclaim,long,29149.0,NOT_FIRED,,09-02 18:21,09-02 18:43,22
2026-09-02,ASIA,5,S3,breakout_retest,long,29208.75,NOT_FIRED,,09-02 18:21,09-02 18:43,22
2026-09-02,ASIA,5,S4,reject,short,29149.0,NOT_FIRED,,09-02 18:21,09-02 18:43,22
2026-09-02,ASIA,6,S1,sweep_reclaim,long,29149.0,NOT_FIRED,,09-02 18:43,09-02 19:02,19
2026-09-02,ASIA,6,S2,reject,short,29209.25,FIRED,09-02 18:46,09-02 18:43,09-02 19:02,19
2026-09-02,ASIA,6,S3,reject,short,29317.25,NOT_FIRED,,09-02 18:43,09-02 19:02,19
2026-09-02,ASIA,7,S1,reject,short,29218.25,NOT_FIRED,,09-02 19:02,09-02 20:05,63
2026-09-02,ASIA,7,S2,sweep_reclaim,long,29149.0,FIRED,09-02 19:16,09-02 19:02,09-02 20:05,63
2026-09-02,ASIA,8,S1,reject,short,29157.03,NOT_FIRED,,09-02 20:05,09-02 20:38,32
2026-09-02,ASIA,8,S2,reject,short,29141.25,NOT_FIRED,,09-02 20:05,09-02 20:38,32
2026-09-02,ASIA,8,S3,reject,short,29175.66,FIRED,09-02 20:06,09-02 20:05,09-02 20:38,32
2026-09-02,ASIA,9,S1,reject,short,29200.5,NOT_FIRED,,09-02 20:38,09-02 21:03,25
2026-09-02,ASIA,9,S2,reject,short,29176.29,FIRED,09-02 20:39,09-02 20:38,09-02 21:03,25
2026-09-02,ASIA,10,S1,reject,short,29200.5,NOT_FIRED,,09-02 21:03,09-02 21:31,29
2026-09-02,ASIA,10,S2,reject,short,29141.25,NOT_FIRED,,09-02 21:03,09-02 21:31,29
2026-09-02,ASIA,10,S3,reclaim,long,29113.9,NOT_FIRED,,09-02 21:03,09-02 21:31,29
2026-09-02,ASIA,11,S1,reject,short,29199.5,NOT_FIRED,,09-02 21:31,09-02 21:49,18
2026-09-02,ASIA,11,S2,sweep_reclaim,short,29218.25,NOT_FIRED,,09-02 21:31,09-02 21:49,18
2026-09-02,ASIA,11,S3,sweep_reclaim,long,29132.5,NOT_FIRED,,09-02 21:31,09-02 21:49,18
2026-09-02,ASIA,11,S4,reject,short,29132.5,NOT_FIRED,,09-02 21:31,09-02 21:49,18
2026-09-02,ASIA,12,S1,reject,short,29208.69,NOT_FIRED,,09-02 21:49,09-02 22:12,23
2026-09-02,ASIA,12,S2,reject,short,29132.5,NOT_FIRED,,09-02 21:49,09-02 22:12,23
2026-09-02,ASIA,12,S3,sweep_reclaim,long,29132.5,NOT_FIRED,,09-02 21:49,09-02 22:12,23
2026-09-02,ASIA,13,S1,reject,short,29199.5,FIRED,09-02 22:13,09-02 22:12,09-03 00:08,116
2026-09-02,ASIA,13,S2,sweep_reclaim,short,29218.25,FIRED,09-02 22:18,09-02 22:12,09-03 00:08,116
2026-09-02,ASIA,13,S3,sweep_reclaim,long,29132.5,NOT_FIRED,,09-02 22:12,09-03 00:08,116
2026-09-02,ASIA,14,S1,reject,short,29228.75,NOT_FIRED,,09-03 00:08,09-03 00:34,25
2026-09-02,ASIA,14,S2,sweep_reclaim,long,29017.25,NOT_FIRED,,09-03 00:08,09-03 00:34,25
2026-09-02,ASIA,14,S3,reject,short,29132.5,FIRED,09-03 00:17,09-03 00:08,09-03 00:34,25
2026-09-02,ASIA,14,S4,reject,short,29255.0,NOT_FIRED,,09-03 00:08,09-03 00:34,25
2026-09-02,ASIA,15,S1,reject,short,29113.9,NOT_FIRED,,09-03 00:34,09-03 01:30,56
2026-09-02,ASIA,15,S2,reject,short,29075.0,NOT_FIRED,,09-03 00:34,09-03 01:30,56
2026-09-02,LONDON,2,S1,sweep_reclaim,long,29001.75,NOT_FIRED,,09-02 07:15,09-02 07:21,7
2026-09-02,LONDON,2,S2,breakout_retest,long,29171.25,NOT_FIRED,,09-02 07:15,09-02 07:21,7
2026-09-02,LONDON,2,S3,reject,short,29317.25,NOT_FIRED,,09-02 07:15,09-02 07:21,7
2026-09-02,LONDON,3,S1,hold,long,29117.48,FIRED,09-02 07:23,09-02 07:21,09-02 07:44,22
2026-09-02,LONDON,3,S2,reclaim,long,29058.75,NOT_FIRED,,09-02 07:21,09-02 07:44,22
2026-09-02,LONDON,3,S3,breakout_retest,long,29171.25,NOT_FIRED,,09-02 07:21,09-02 07:44,22
2026-09-02,LONDON,3,S4,reject,short,29317.25,NOT_FIRED,,09-02 07:21,09-02 07:44,22
2026-09-02,LONDON,3,S5,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 07:21,09-02 07:44,22
2026-09-02,LONDON,4,S1,reclaim,long,29066.56,FIRED,09-02 07:45,09-02 07:44,09-02 08:01,18
2026-09-02,LONDON,4,S2,sweep_reclaim,long,28927.25,NOT_FIRED,,09-02 07:44,09-02 08:01,18
2026-09-02,LONDON,4,S3,reject,long,29001.75,NOT_FIRED,,09-02 07:44,09-02 08:01,18
2026-09-02,LONDON,4,S4,breakout_retest,long,29171.25,NOT_FIRED,,09-02 07:44,09-02 08:01,18
2026-09-02,LONDON,4,S5,reject,short,29317.25,NOT_FIRED,,09-02 07:44,09-02 08:01,18
