plan_row_id,plan_id,version,scenario,created_at,session,condition,enabled,entry,stop,target,rr,target_at_plan_level,target_in_chain
240,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S3,2026-09-03 16:27:53.707887732+00:00,NY,reject,True,29543.75,29592.5,29397.11,3.007999999999988,True,True
244,2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-09-04 00:53:35.711550511+00:00,ASIA,reject,True,29548,29558.5,29522.22,2.455238095237984,True,True
245,2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,2026-09-04 01:32:32.918462967+00:00,ASIA,reject,True,29585,29603,29548,2.0555555555555554,True,True
246,2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,2026-09-04 05:40:13.82205399+00:00,ASIA,reject,True,29585,29568,29622.17,2.1864705882351916,False,True
248,2026-09-04:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,2026-09-04 06:41:15.950737367+00:00,LONDON,reject,True,29579.5,29558.34,29639.5,2.8355387523629685,True,True
249,2026-09-04:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-09-04 07:04:14.613481809+00:00,LONDON,reject,True,29649.59,29670.69,29597.25,2.480568720379325,True,True
252,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-09-04 13:44:46.688576529+00:00,NY,sweep_reclaim,True,29611.25,29481.5,29720,0.838150289017341,True,True
252,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,2026-09-04 13:44:46.688576529+00:00,NY,sweep_reclaim,True,29720,29770,29601,2.38,True,True
253,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,2026-09-04 13:55:11.782677983+00:00,NY,reject,True,29657.38,29720,29503.38,2.4592781858831443,True,True
253,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,2026-09-04 13:55:11.782677983+00:00,NY,reclaim,True,29591.02,29645.25,29481.5,2.0195463765443726,True,True
254,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-09-04 16:03:30.521703109+00:00,NY,reject,True,29585,29636,29481.5,2.0294117647058822,True,True
254,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,2026-09-04 16:03:30.521703109+00:00,NY,sweep_reclaim,True,29720,29770,29585,2.7,True,True
255,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,2026-09-04 16:28:50.086957702+00:00,NY,sweep_reclaim,True,29720,29765,29553.75,3.6944444444444446,True,True
256,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,2026-09-04 17:10:35.724026458+00:00,NY,reject,True,29579.56,29614.5,29503.38,2.1803091013166327,True,True
256,2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,2026-09-04 17:10:35.724026458+00:00,NY,sweep_reclaim,True,29720,29755,29635,2.4285714285714284,True,True
