representative_id,kind,price,opened_at_ms,opened_ct,cme_day,outcome,raw_n,raw_ids,stored_ordinals,stored_ordinal,reconstructed_ordinal,ordinal_bucket,first_plan_row,plan_created_ms,plan_asof_ok
189,DEMAND,29144.5,1788430140000,2026-09-03T05:09:00-05:00,2026-09-02,break,11,"189,238,287,354,419,467,509,550,594,634,671",1,1,4,3+,249,1788505454613,False
190,DEMAND,29144.5,1788433500000,2026-09-03T06:05:00-05:00,2026-09-02,break,11,"190,239,288,355,420,468,510,551,595,635,672",1,1,5,3+,249,1788505454613,False
191,DEMAND,29144.5,1788435060000,2026-09-03T06:31:00-05:00,2026-09-02,hold,11,"191,240,289,356,421,469,511,552,596,636,673",1,1,6,3+,249,1788505454613,False
192,DEMAND,29144.5,1788435540000,2026-09-03T06:39:00-05:00,2026-09-02,break,11,"192,241,290,357,422,470,512,553,597,637,674",1,1,7,3+,249,1788505454613,False
193,DEMAND,29144.5,1788437400000,2026-09-03T07:10:00-05:00,2026-09-02,hold,11,"193,242,291,358,423,471,513,554,598,638,675",1,1,8,3+,249,1788505454613,False
194,DEMAND,29144.5,1788438360000,2026-09-03T07:26:00-05:00,2026-09-02,break,11,"194,243,292,359,424,472,514,555,599,639,676",1,1,9,3+,249,1788505454613,False
195,PDL,29075.0,1788412980000,2026-09-03T00:23:00-05:00,2026-09-02,hold,5,"195,244,293,515,556",1,1,1,1,249,1788505454613,False
196,VWAP,29533.039603789588,1788449340000,2026-09-03T10:29:00-05:00,2026-09-02,hold,1,196,1,1,1,1,,,False
197,VWAP,29533.039603789588,1788451020000,2026-09-03T10:57:00-05:00,2026-09-02,hold,1,197,1,1,2,2,,,False
198,VWAP,29533.039603789588,1788453660000,2026-09-03T11:41:00-05:00,2026-09-02,hold,1,198,1,1,3,3+,,,False
199,VWAP,29533.039603789588,1788454620000,2026-09-03T11:57:00-05:00,2026-09-02,hold,1,199,1,1,4,3+,,,False
200,VWAP,29533.039603789588,1788457500000,2026-09-03T12:45:00-05:00,2026-09-02,break,1,200,1,1,5,3+,,,False
201,VWAP,29533.039603789588,1788462840000,2026-09-03T14:14:00-05:00,2026-09-02,ambiguous_horizon,1,201,1,1,6,3+,,,False
202,VWAP,29533.039603789588,1788463740000,2026-09-03T14:29:00-05:00,2026-09-02,ambiguous_horizon,1,202,1,1,7,3+,,,False
203,VWAP,29533.039603789588,1788464700000,2026-09-03T14:45:00-05:00,2026-09-02,hold,1,203,1,1,8,3+,,,False
204,VWAP,29533.039603789588,1788465540000,2026-09-03T14:59:00-05:00,2026-09-02,hold,1,204,1,1,9,3+,,,False
205,VWAP,29533.039603789588,1788482580000,2026-09-03T19:43:00-05:00,2026-09-03,ambiguous_horizon,1,205,1,1,1,1,,,False
206,VWAP,29533.039603789588,1788484800000,2026-09-03T20:20:00-05:00,2026-09-03,ambiguous_horizon,1,206,2,2,2,2,,,False
207,VWAP,29533.039603789588,1788486540000,2026-09-03T20:49:00-05:00,2026-09-03,hold,1,207,3,3,3,3+,,,False
208,VWAP,29533.039603789588,1788525180000,2026-09-04T07:33:00-05:00,2026-09-03,hold,1,208,4,4,4,3+,,,False
209,VWAP,29533.039603789588,1788525960000,2026-09-04T07:46:00-05:00,2026-09-03,break,1,209,5,5,5,3+,,,False
210,VWAP,29533.039603789588,1788526200000,2026-09-04T07:50:00-05:00,2026-09-03,break,1,210,6,6,6,3+,,,False
211,OB,29715.75,1788525000000,2026-09-04T07:30:00-05:00,2026-09-03,hold,1,211,1,1,1,1,,,False
245,VWAP,29530.92821534979,1788449340000,2026-09-03T10:29:00-05:00,2026-09-02,hold,1,245,1,1,1,1,250,1788526577729,False
246,VWAP,29530.92821534979,1788450720000,2026-09-03T10:52:00-05:00,2026-09-02,hold,1,246,1,1,2,2,250,1788526577729,False
247,VWAP,29530.92821534979,1788453660000,2026-09-03T11:41:00-05:00,2026-09-02,ambiguous_horizon,1,247,1,1,3,3+,250,1788526577729,False
248,VWAP,29530.92821534979,1788454620000,2026-09-03T11:57:00-05:00,2026-09-02,hold,1,248,1,1,4,3+,250,1788526577729,False
249,VWAP,29530.92821534979,1788457320000,2026-09-03T12:42:00-05:00,2026-09-02,break,1,249,1,1,5,3+,250,1788526577729,False
250,VWAP,29530.92821534979,1788463020000,2026-09-03T14:17:00-05:00,2026-09-02,ambiguous_horizon,1,250,1,1,6,3+,250,1788526577729,False
251,VWAP,29530.92821534979,1788463980000,2026-09-03T14:33:00-05:00,2026-09-02,ambiguous_horizon,1,251,1,1,7,3+,250,1788526577729,False
252,VWAP,29530.92821534979,1788465540000,2026-09-03T14:59:00-05:00,2026-09-02,hold,1,252,1,1,8,3+,250,1788526577729,False
253,VWAP,29530.92821534979,1788481800000,2026-09-03T19:30:00-05:00,2026-09-03,ambiguous_horizon,1,253,1,1,1,1,250,1788526577729,False
254,VWAP,29530.92821534979,1788483360000,2026-09-03T19:56:00-05:00,2026-09-03,ambiguous_horizon,1,254,2,2,2,2,250,1788526577729,False
255,VWAP,29530.92821534979,1788484800000,2026-09-03T20:20:00-05:00,2026-09-03,ambiguous_horizon,1,255,3,3,3,3+,250,1788526577729,False
256,VWAP,29530.92821534979,1788486600000,2026-09-03T20:50:00-05:00,2026-09-03,hold,1,256,4,4,4,3+,250,1788526577729,False
257,VWAP,29530.92821534979,1788525960000,2026-09-04T07:46:00-05:00,2026-09-03,break,1,257,5,5,5,3+,250,1788526577729,False
258,VWAP,29530.92821534979,1788526200000,2026-09-04T07:50:00-05:00,2026-09-03,break,1,258,6,6,6,3+,250,1788526577729,False
259,VWAP,29530.92821534979,1788526800000,2026-09-04T08:00:00-05:00,2026-09-03,hold,1,259,7,7,7,3+,250,1788526577729,True
260,VWAP,29530.92821534979,1788527400000,2026-09-04T08:10:00-05:00,2026-09-03,hold,1,260,8,8,8,3+,250,1788526577729,True
294,OR-H,29611.25,1788498480000,2026-09-04T00:08:00-05:00,2026-09-03,break,1,294,1,1,1,1,251,1788527505620,False
295,OR-H,29611.25,1788500520000,2026-09-04T00:42:00-05:00,2026-09-03,break,1,295,2,2,2,2,251,1788527505620,False
296,OR-H,29611.25,1788501360000,2026-09-04T00:56:00-05:00,2026-09-03,break,1,296,3,3,3,3+,251,1788527505620,False
297,OR-H,29611.25,1788503640000,2026-09-04T01:34:00-05:00,2026-09-03,break,1,297,4,4,4,3+,251,1788527505620,False
298,OR-H,29611.25,1788505860000,2026-09-04T02:11:00-05:00,2026-09-03,ambiguous_horizon,1,298,5,5,5,3+,251,1788527505620,False
299,OR-H,29611.25,1788506760000,2026-09-04T02:26:00-05:00,2026-09-03,hold,1,299,6,6,6,3+,251,1788527505620,False
300,OR-H,29611.25,1788525000000,2026-09-04T07:30:00-05:00,2026-09-03,break,1,300,7,7,7,3+,251,1788527505620,False
301,RTH-H,29585.0,1788528240000,2026-09-04T08:24:00-05:00,2026-09-03,hold,1,301,6,6,6,3+,251,1788527505620,True
302,OR-L,29553.75,1788458400000,2026-09-03T13:00:00-05:00,2026-09-02,break,1,302,1,1,1,1,251,1788527505620,False
303,OR-L,29553.75,1788462000000,2026-09-03T14:00:00-05:00,2026-09-02,ambiguous_horizon,1,303,1,1,2,2,251,1788527505620,False
304,OR-L,29553.75,1788488580000,2026-09-03T21:23:00-05:00,2026-09-03,ambiguous_horizon,1,304,1,1,1,1,251,1788527505620,False
305,OR-L,29553.75,1788489600000,2026-09-03T21:40:00-05:00,2026-09-03,ambiguous_horizon,1,305,2,2,2,2,251,1788527505620,False
306,OR-L,29553.75,1788525000000,2026-09-04T07:30:00-05:00,2026-09-03,hold,1,306,3,3,3,3+,251,1788527505620,False
307,OR-L,29553.75,1788525420000,2026-09-04T07:37:00-05:00,2026-09-03,hold,1,307,4,4,4,3+,251,1788527505620,False
308,OR-L,29553.75,1788525780000,2026-09-04T07:43:00-05:00,2026-09-03,break,1,308,5,5,5,3+,251,1788527505620,False
309,OR-L,29553.75,1788527100000,2026-09-04T08:05:00-05:00,2026-09-03,hold,1,309,6,6,6,3+,251,1788527505620,False
310,OR-L,29553.75,1788527700000,2026-09-04T08:15:00-05:00,2026-09-03,break,1,310,7,7,7,3+,251,1788527505620,True
311,OR-L,29553.75,1788528660000,2026-09-04T08:31:00-05:00,2026-09-03,hold,1,311,8,8,8,3+,251,1788527505620,True
312,VWAP,29532.639729487182,1788449340000,2026-09-03T10:29:00-05:00,2026-09-02,hold,1,312,1,1,1,1,251,1788527505620,False
313,VWAP,29532.639729487182,1788451020000,2026-09-03T10:57:00-05:00,2026-09-02,hold,1,313,1,1,2,2,251,1788527505620,False
314,VWAP,29532.639729487182,1788453660000,2026-09-03T11:41:00-05:00,2026-09-02,hold,1,314,1,1,3,3+,251,1788527505620,False
315,VWAP,29532.639729487182,1788454620000,2026-09-03T11:57:00-05:00,2026-09-02,hold,1,315,1,1,4,3+,251,1788527505620,False
316,VWAP,29532.639729487182,1788457500000,2026-09-03T12:45:00-05:00,2026-09-02,break,1,316,1,1,5,3+,251,1788527505620,False
317,VWAP,29532.639729487182,1788462840000,2026-09-03T14:14:00-05:00,2026-09-02,ambiguous_horizon,1,317,1,1,6,3+,251,1788527505620,False
318,VWAP,29532.639729487182,1788463740000,2026-09-03T14:29:00-05:00,2026-09-02,ambiguous_horizon,1,318,1,1,7,3+,251,1788527505620,False
319,VWAP,29532.639729487182,1788464700000,2026-09-03T14:45:00-05:00,2026-09-02,hold,1,319,1,1,8,3+,251,1788527505620,False
320,VWAP,29532.639729487182,1788465540000,2026-09-03T14:59:00-05:00,2026-09-02,hold,1,320,1,1,9,3+,251,1788527505620,False
321,VWAP,29532.639729487182,1788482580000,2026-09-03T19:43:00-05:00,2026-09-03,ambiguous_horizon,1,321,1,1,1,1,251,1788527505620,False
322,VWAP,29532.639729487182,1788484800000,2026-09-03T20:20:00-05:00,2026-09-03,ambiguous_horizon,1,322,2,2,2,2,251,1788527505620,False
323,VWAP,29532.639729487182,1788486540000,2026-09-03T20:49:00-05:00,2026-09-03,hold,1,323,3,3,3,3+,251,1788527505620,False
324,VWAP,29532.639729487182,1788525180000,2026-09-04T07:33:00-05:00,2026-09-03,hold,1,324,4,4,4,3+,251,1788527505620,False
325,VWAP,29532.639729487182,1788525960000,2026-09-04T07:46:00-05:00,2026-09-03,break,1,325,5,5,5,3+,251,1788527505620,False
326,VWAP,29532.639729487182,1788526200000,2026-09-04T07:50:00-05:00,2026-09-03,break,1,326,6,6,6,3+,251,1788527505620,False
327,VWAP,29532.639729487182,1788526800000,2026-09-04T08:00:00-05:00,2026-09-03,hold,1,327,7,7,7,3+,251,1788527505620,False
328,VWAP,29532.639729487182,1788527160000,2026-09-04T08:06:00-05:00,2026-09-03,hold,1,328,8,8,8,3+,251,1788527505620,False
360,VWAP,29591.017743594588,1788496020000,2026-09-03T23:27:00-05:00,2026-09-03,ambiguous_horizon,1,360,1,1,1,1,252,1788529486688,False
361,VWAP,29591.017743594588,1788497700000,2026-09-03T23:55:00-05:00,2026-09-03,break,1,361,2,2,2,2,252,1788529486688,False
362,VWAP,29591.017743594588,1788504540000,2026-09-04T01:49:00-05:00,2026-09-03,break,1,362,3,3,3,3+,252,1788529486688,False
363,VWAP,29591.017743594588,1788505440000,2026-09-04T02:04:00-05:00,2026-09-03,break,1,363,4,4,4,3+,252,1788529486688,False
364,VWAP,29591.017743594588,1788525000000,2026-09-04T07:30:00-05:00,2026-09-03,break,1,364,5,5,5,3+,252,1788529486688,False
365,VWAP,29591.017743594588,1788528540000,2026-09-04T08:29:00-05:00,2026-09-03,hold,1,365,6,6,6,3+,252,1788529486688,False
366,PDC,29597.25,1788528660000,2026-09-04T08:31:00-05:00,2026-09-03,break,1,366,8,8,8,3+,252,1788529486688,False
367,PDH,29601.0,1788528660000,2026-09-04T08:31:00-05:00,2026-09-03,break,1,367,7,7,7,3+,252,1788529486688,False
368,OR-H,29635.0,1788499080000,2026-09-04T00:18:00-05:00,2026-09-03,hold,1,368,1,1,1,1,252,1788529486688,False
369,OR-H,29635.0,1788501720000,2026-09-04T01:02:00-05:00,2026-09-03,ambiguous_horizon,1,369,2,2,2,2,252,1788529486688,False
370,OR-H,29635.0,1788502800000,2026-09-04T01:20:00-05:00,2026-09-03,hold,1,370,3,3,3,3+,252,1788529486688,False
371,OR-H,29635.0,1788506940000,2026-09-04T02:29:00-05:00,2026-09-03,ambiguous_horizon,1,371,4,4,4,3+,252,1788529486688,False
372,OR-H,29635.0,1788508920000,2026-09-04T03:02:00-05:00,2026-09-03,hold,1,372,5,5,5,3+,252,1788529486688,False
373,OR-H,29635.0,1788513120000,2026-09-04T04:12:00-05:00,2026-09-03,break,1,373,6,6,6,3+,252,1788529486688,False
374,OR-H,29635.0,1788514380000,2026-09-04T04:33:00-05:00,2026-09-03,ambiguous_horizon,1,374,7,7,7,3+,252,1788529486688,False
375,OR-H,29635.0,1788523560000,2026-09-04T07:06:00-05:00,2026-09-03,hold,1,375,8,8,8,3+,252,1788529486688,False
376,OR-H,29635.0,1788524220000,2026-09-04T07:17:00-05:00,2026-09-03,hold,1,376,9,9,9,3+,252,1788529486688,False
377,OR-H,29635.0,1788524940000,2026-09-04T07:29:00-05:00,2026-09-03,break,1,377,10,10,10,3+,252,1788529486688,False
378,OR-H,29635.0,1788528840000,2026-09-04T08:34:00-05:00,2026-09-03,hold,1,378,11,11,11,3+,252,1788529486688,False
379,OR-H,29635.0,1788529380000,2026-09-04T08:43:00-05:00,2026-09-03,hold,1,379,12,12,12,3+,252,1788529486688,False
380,SUPPLY,29657.375,1788508020000,2026-09-04T02:47:00-05:00,2026-09-03,ambiguous_horizon,1,380,1,1,1,1,252,1788529486688,False
381,SUPPLY,29657.375,1788508920000,2026-09-04T03:02:00-05:00,2026-09-03,hold,1,381,2,2,2,2,252,1788529486688,False
382,SUPPLY,29657.375,1788509100000,2026-09-04T03:05:00-05:00,2026-09-03,ambiguous_horizon,1,382,3,3,3,3+,252,1788529486688,False
383,SUPPLY,29657.375,1788510000000,2026-09-04T03:20:00-05:00,2026-09-03,break,1,383,4,4,4,3+,252,1788529486688,False
384,SUPPLY,29657.375,1788510840000,2026-09-04T03:34:00-05:00,2026-09-03,ambiguous_horizon,1,384,5,5,5,3+,252,1788529486688,False
385,SUPPLY,29657.375,1788512040000,2026-09-04T03:54:00-05:00,2026-09-03,hold,1,385,6,6,6,3+,252,1788529486688,False
386,SUPPLY,29657.375,1788515580000,2026-09-04T04:53:00-05:00,2026-09-03,ambiguous_horizon,1,386,7,7,7,3+,252,1788529486688,False
387,SUPPLY,29657.375,1788516780000,2026-09-04T05:13:00-05:00,2026-09-03,hold,1,387,8,8,8,3+,252,1788529486688,False
388,SUPPLY,29657.375,1788519780000,2026-09-04T06:03:00-05:00,2026-09-03,ambiguous_horizon,1,388,9,9,9,3+,252,1788529486688,False
389,SUPPLY,29657.375,1788520740000,2026-09-04T06:19:00-05:00,2026-09-03,hold,1,389,10,10,10,3+,252,1788529486688,False
390,SUPPLY,29657.375,1788523320000,2026-09-04T07:02:00-05:00,2026-09-03,break,1,390,11,11,11,3+,252,1788529486688,False
391,SUPPLY,29657.375,1788523680000,2026-09-04T07:08:00-05:00,2026-09-03,hold,1,391,12,12,12,3+,252,1788529486688,False
392,SUPPLY,29657.375,1788524340000,2026-09-04T07:19:00-05:00,2026-09-03,break,1,392,13,13,13,3+,252,1788529486688,False
393,SUPPLY,29657.375,1788524940000,2026-09-04T07:29:00-05:00,2026-09-03,break,1,393,14,14,14,3+,252,1788529486688,False
425,RTH-H,29585.0,1788529500000,2026-09-04T08:45:00-05:00,2026-09-03,hold,1,425,7,7,7,3+,253,1788530111782,False
426,RTH-H,29585.0,1788531600000,2026-09-04T09:20:00-05:00,2026-09-03,hold,1,426,8,8,8,3+,253,1788530111782,True
427,PDC,29597.25,1788529440000,2026-09-04T08:44:00-05:00,2026-09-03,hold,1,427,9,9,9,3+,253,1788530111782,False
428,PDC,29597.25,1788531120000,2026-09-04T09:12:00-05:00,2026-09-03,hold,1,428,10,10,10,3+,253,1788530111782,True
429,PDH,29601.0,1788529440000,2026-09-04T08:44:00-05:00,2026-09-03,hold,1,429,8,8,8,3+,253,1788530111782,False
430,PDH,29601.0,1788531120000,2026-09-04T09:12:00-05:00,2026-09-03,hold,1,430,9,9,9,3+,253,1788530111782,True
431,PDH,29601.0,1788531540000,2026-09-04T09:19:00-05:00,2026-09-03,break,1,431,10,10,10,3+,253,1788530111782,True
432,OR-H,29635.0,1788529680000,2026-09-04T08:48:00-05:00,2026-09-03,break,1,432,13,13,13,3+,253,1788530111782,False
433,OR-H,29635.0,1788531000000,2026-09-04T09:10:00-05:00,2026-09-03,break,1,433,14,14,14,3+,253,1788530111782,True
434,OR-H,29635.0,1788531240000,2026-09-04T09:14:00-05:00,2026-09-03,hold,1,434,15,15,15,3+,253,1788530111782,True
435,VWAP,29652.46183948487,1788507960000,2026-09-04T02:46:00-05:00,2026-09-03,ambiguous_horizon,1,435,1,1,1,1,253,1788530111782,False
436,VWAP,29652.46183948487,1788509100000,2026-09-04T03:05:00-05:00,2026-09-03,break,1,436,2,2,2,2,253,1788530111782,False
437,VWAP,29652.46183948487,1788509520000,2026-09-04T03:12:00-05:00,2026-09-03,ambiguous_horizon,1,437,3,3,3,3+,253,1788530111782,False
438,VWAP,29652.46183948487,1788510900000,2026-09-04T03:35:00-05:00,2026-09-03,ambiguous_horizon,1,438,4,4,4,3+,253,1788530111782,False
439,VWAP,29652.46183948487,1788512400000,2026-09-04T04:00:00-05:00,2026-09-03,break,1,439,5,5,5,3+,253,1788530111782,False
440,VWAP,29652.46183948487,1788515340000,2026-09-04T04:49:00-05:00,2026-09-03,ambiguous_horizon,1,440,6,6,6,3+,253,1788530111782,False
441,VWAP,29652.46183948487,1788519840000,2026-09-04T06:04:00-05:00,2026-09-03,ambiguous_horizon,1,441,7,7,7,3+,253,1788530111782,False
442,VWAP,29652.46183948487,1788523500000,2026-09-04T07:05:00-05:00,2026-09-03,break,1,442,8,8,8,3+,253,1788530111782,False
443,VWAP,29652.46183948487,1788523680000,2026-09-04T07:08:00-05:00,2026-09-03,hold,1,443,9,9,9,3+,253,1788530111782,False
444,VWAP,29652.46183948487,1788524340000,2026-09-04T07:19:00-05:00,2026-09-03,break,1,444,10,10,10,3+,253,1788530111782,False
445,VWAP,29652.46183948487,1788524940000,2026-09-04T07:29:00-05:00,2026-09-03,break,1,445,11,11,11,3+,253,1788530111782,False
446,VWAP,29652.46183948487,1788529980000,2026-09-04T08:53:00-05:00,2026-09-03,break,1,446,12,12,12,3+,253,1788530111782,False
447,VWAP,29652.46183948487,1788530820000,2026-09-04T09:07:00-05:00,2026-09-03,break,1,447,13,13,13,3+,253,1788530111782,True
448,VWAP,29652.46183948487,1788531240000,2026-09-04T09:14:00-05:00,2026-09-03,hold,1,448,14,14,14,3+,253,1788530111782,True
449,OB,29697.75,1788518820000,2026-09-04T05:47:00-05:00,2026-09-03,hold,1,449,1,1,1,1,253,1788530111782,False
450,OB,29697.75,1788524940000,2026-09-04T07:29:00-05:00,2026-09-03,hold,1,450,2,2,2,2,253,1788530111782,False
473,VWAP,29545.106465692643,1788454680000,2026-09-03T11:58:00-05:00,2026-09-02,hold,1,473,1,1,1,1,253,1788530111782,False
474,VWAP,29545.106465692643,1788457860000,2026-09-03T12:51:00-05:00,2026-09-02,break,1,474,1,1,2,2,253,1788530111782,False
475,VWAP,29545.106465692643,1788462660000,2026-09-03T14:11:00-05:00,2026-09-02,ambiguous_horizon,1,475,1,1,3,3+,253,1788530111782,False
476,VWAP,29545.106465692643,1788485460000,2026-09-03T20:31:00-05:00,2026-09-03,ambiguous_horizon,1,476,1,1,1,1,253,1788530111782,False
477,VWAP,29545.106465692643,1788487020000,2026-09-03T20:57:00-05:00,2026-09-03,ambiguous_horizon,1,477,2,2,2,2,253,1788530111782,False
478,VWAP,29545.106465692643,1788487980000,2026-09-03T21:13:00-05:00,2026-09-03,ambiguous_horizon,1,478,3,3,3,3+,253,1788530111782,False
479,VWAP,29545.106465692643,1788489300000,2026-09-03T21:35:00-05:00,2026-09-03,ambiguous_horizon,1,479,4,4,4,3+,253,1788530111782,False
480,VWAP,29545.106465692643,1788525120000,2026-09-04T07:32:00-05:00,2026-09-03,hold,1,480,5,5,5,3+,253,1788530111782,False
481,VWAP,29545.106465692643,1788525420000,2026-09-04T07:37:00-05:00,2026-09-03,hold,1,481,6,6,6,3+,253,1788530111782,False
482,VWAP,29545.106465692643,1788525780000,2026-09-04T07:43:00-05:00,2026-09-03,break,1,482,7,7,7,3+,253,1788530111782,False
483,VWAP,29545.106465692643,1788526380000,2026-09-04T07:53:00-05:00,2026-09-03,hold,1,483,8,8,8,3+,253,1788530111782,False
484,VWAP,29545.106465692643,1788526680000,2026-09-04T07:58:00-05:00,2026-09-03,hold,1,484,9,9,9,3+,253,1788530111782,False
485,VWAP,29545.106465692643,1788526980000,2026-09-04T08:03:00-05:00,2026-09-03,hold,1,485,10,10,10,3+,253,1788530111782,False
486,VWAP,29545.106465692643,1788527580000,2026-09-04T08:13:00-05:00,2026-09-03,break,1,486,11,11,11,3+,253,1788530111782,False
487,VWAP,29545.106465692643,1788532920000,2026-09-04T09:42:00-05:00,2026-09-03,break,1,487,12,12,12,3+,253,1788530111782,True
488,OR-L,29553.75,1788532920000,2026-09-04T09:42:00-05:00,2026-09-03,break,1,488,9,9,9,3+,253,1788530111782,True
489,RTH-H,29585.0,1788531900000,2026-09-04T09:25:00-05:00,2026-09-03,break,1,489,9,9,9,3+,253,1788530111782,True
490,RTH-H,29585.0,1788532560000,2026-09-04T09:36:00-05:00,2026-09-03,hold,1,490,10,10,10,3+,253,1788530111782,True
491,PDC,29597.25,1788531600000,2026-09-04T09:20:00-05:00,2026-09-03,break,1,491,11,11,11,3+,253,1788530111782,True
492,PDC,29597.25,1788532140000,2026-09-04T09:29:00-05:00,2026-09-03,hold,1,492,12,12,12,3+,253,1788530111782,True
516,VWAP,29533.938865054857,1788449340000,2026-09-03T10:29:00-05:00,2026-09-02,hold,1,516,1,1,1,1,253,1788530111782,False
517,VWAP,29533.938865054857,1788451020000,2026-09-03T10:57:00-05:00,2026-09-02,hold,1,517,1,1,2,2,253,1788530111782,False
518,VWAP,29533.938865054857,1788453660000,2026-09-03T11:41:00-05:00,2026-09-02,hold,1,518,1,1,3,3+,253,1788530111782,False
519,VWAP,29533.938865054857,1788454620000,2026-09-03T11:57:00-05:00,2026-09-02,hold,1,519,1,1,4,3+,253,1788530111782,False
520,VWAP,29533.938865054857,1788457560000,2026-09-03T12:46:00-05:00,2026-09-02,break,1,520,1,1,5,3+,253,1788530111782,False
521,VWAP,29533.938865054857,1788462840000,2026-09-03T14:14:00-05:00,2026-09-02,ambiguous_horizon,1,521,1,1,6,3+,253,1788530111782,False
522,VWAP,29533.938865054857,1788463740000,2026-09-03T14:29:00-05:00,2026-09-02,ambiguous_horizon,1,522,1,1,7,3+,253,1788530111782,False
523,VWAP,29533.938865054857,1788464700000,2026-09-03T14:45:00-05:00,2026-09-02,hold,1,523,1,1,8,3+,253,1788530111782,False
524,VWAP,29533.938865054857,1788465540000,2026-09-03T14:59:00-05:00,2026-09-02,hold,1,524,1,1,9,3+,253,1788530111782,False
525,VWAP,29533.938865054857,1788482580000,2026-09-03T19:43:00-05:00,2026-09-03,ambiguous_horizon,1,525,1,1,1,1,253,1788530111782,False
526,VWAP,29533.938865054857,1788484800000,2026-09-03T20:20:00-05:00,2026-09-03,ambiguous_horizon,1,526,2,2,2,2,253,1788530111782,False
527,VWAP,29533.938865054857,1788486480000,2026-09-03T20:48:00-05:00,2026-09-03,ambiguous_horizon,1,527,3,3,3,3+,253,1788530111782,False
528,VWAP,29533.938865054857,1788525180000,2026-09-04T07:33:00-05:00,2026-09-03,hold,1,528,4,4,4,3+,253,1788530111782,False
529,VWAP,29533.938865054857,1788525960000,2026-09-04T07:46:00-05:00,2026-09-03,break,1,529,5,5,5,3+,253,1788530111782,False
530,VWAP,29533.938865054857,1788526200000,2026-09-04T07:50:00-05:00,2026-09-03,ambiguous_horizon,1,530,6,6,6,3+,253,1788530111782,False
531,VWAP,29533.938865054857,1788527160000,2026-09-04T08:06:00-05:00,2026-09-03,hold,1,531,7,7,7,3+,253,1788530111782,False
532,VWAP,29533.938865054857,1788532980000,2026-09-04T09:43:00-05:00,2026-09-03,break,1,532,8,8,8,3+,253,1788530111782,True
533,VWAP,29533.938865054857,1788533460000,2026-09-04T09:51:00-05:00,2026-09-03,hold,1,533,9,9,9,3+,253,1788530111782,True
534,VWAP,29533.938865054857,1788534720000,2026-09-04T10:12:00-05:00,2026-09-03,hold,1,534,10,10,10,3+,253,1788530111782,True
557,VWAP,29526.38352939287,1788449340000,2026-09-03T10:29:00-05:00,2026-09-02,hold,1,557,1,1,1,1,253,1788530111782,False
558,VWAP,29526.38352939287,1788450720000,2026-09-03T10:52:00-05:00,2026-09-02,ambiguous_horizon,1,558,1,1,2,2,253,1788530111782,False
559,VWAP,29526.38352939287,1788452340000,2026-09-03T11:19:00-05:00,2026-09-02,hold,1,559,1,1,3,3+,253,1788530111782,False
560,VWAP,29526.38352939287,1788453660000,2026-09-03T11:41:00-05:00,2026-09-02,ambiguous_horizon,1,560,1,1,4,3+,253,1788530111782,False
561,VWAP,29526.38352939287,1788454500000,2026-09-03T11:55:00-05:00,2026-09-02,hold,1,561,1,1,5,3+,253,1788530111782,False
562,VWAP,29526.38352939287,1788456960000,2026-09-03T12:36:00-05:00,2026-09-02,ambiguous_horizon,1,562,1,1,6,3+,253,1788530111782,False
563,VWAP,29526.38352939287,1788463680000,2026-09-03T14:28:00-05:00,2026-09-02,ambiguous_horizon,1,563,1,1,7,3+,253,1788530111782,False
564,VWAP,29526.38352939287,1788465000000,2026-09-03T14:50:00-05:00,2026-09-02,hold,1,564,1,1,8,3+,253,1788530111782,False
565,VWAP,29526.38352939287,1788465240000,2026-09-03T14:54:00-05:00,2026-09-02,hold,1,565,1,1,9,3+,253,1788530111782,False
566,VWAP,29526.38352939287,1788481320000,2026-09-03T19:22:00-05:00,2026-09-03,ambiguous_horizon,1,566,1,1,1,1,253,1788530111782,False
567,VWAP,29526.38352939287,1788482280000,2026-09-03T19:38:00-05:00,2026-09-03,ambiguous_horizon,1,567,2,2,2,2,253,1788530111782,False
568,VWAP,29526.38352939287,1788483660000,2026-09-03T20:01:00-05:00,2026-09-03,ambiguous_horizon,1,568,3,3,3,3+,253,1788530111782,False
569,VWAP,29526.38352939287,1788484620000,2026-09-03T20:17:00-05:00,2026-09-03,break,1,569,4,4,4,3+,253,1788530111782,False
570,VWAP,29526.38352939287,1788486600000,2026-09-03T20:50:00-05:00,2026-09-03,hold,1,570,5,5,5,3+,253,1788530111782,False
571,VWAP,29526.38352939287,1788525960000,2026-09-04T07:46:00-05:00,2026-09-03,break,1,571,6,6,6,3+,253,1788530111782,False
572,VWAP,29526.38352939287,1788526200000,2026-09-04T07:50:00-05:00,2026-09-03,break,1,572,7,7,7,3+,253,1788530111782,False
573,VWAP,29526.38352939287,1788526560000,2026-09-04T07:56:00-05:00,2026-09-03,hold,1,573,8,8,8,3+,253,1788530111782,False
574,VWAP,29526.38352939287,1788526800000,2026-09-04T08:00:00-05:00,2026-09-03,hold,1,574,9,9,9,3+,253,1788530111782,False
575,VWAP,29526.38352939287,1788533220000,2026-09-04T09:47:00-05:00,2026-09-03,break,1,575,10,10,10,3+,253,1788530111782,True
576,VWAP,29526.38352939287,1788533700000,2026-09-04T09:55:00-05:00,2026-09-03,hold,1,576,11,11,11,3+,253,1788530111782,True
577,VWAP,29526.38352939287,1788533880000,2026-09-04T09:58:00-05:00,2026-09-03,hold,1,577,12,12,12,3+,253,1788530111782,True
