id,atr5m_closed_proxy,closed_5m_blocks,atr_bar_ids,mfe_position_proxy,proxy_reach_2x_floor,held_complete_minutes,missing_inside_minutes,ambiguous_boundary_minutes,initial_R
544,39.59107771291302,100,"424387,424388,424389,424390,424391,424382,424383,424384,424385,424386,424377,424378,424379,424380,424381,424372,424373,424374,424375,424376,424367,424368,424369,424370,424371,424362,424363,424364,424365,424366,424357,424358,424359,424360,424361,424352,424353,424354,424355,424356,424347,424348,424349,424350,424351,424342,424343,424344,424345,424346,424337,424338,424339,424340,424341,424332,424333,424334,424335,424336,424327,424328,424329,424330,424331,424322,424323,424324,424325,424326,424317,424318,424319,424320,424321,424312,424313,424314,424315,424316,424307,424308,424309,424310,424311,424302,424303,424304,424305,424306,424297,424298,424299,424300,424301,424292,424293,424294,424295,424296,424287,424288,424289,424290,424291,424282,424283,424284,424285,424286,424277,424278,424279,424280,424281,424272,424273,424274,424275,424276,424267,424268,424269,424270,424271,424262,424263,424264,424265,424266,424257,424258,424259,424260,424261,424252,424253,424254,424255,424256,424247,424248,424249,424250,424251,424242,424243,424244,424245,424246,424237,424238,424239,424240,424241,424232,424233,424234,424235,424236,424227,424228,424229,424230,424231,424222,424223,424224,424225,424226,424217,424218,424219,424220,424221,424212,424213,424214,424215,424216,424207,424208,424209,424210,424211,424202,424203,424204,424205,424206,424197,424198,424199,424200,424201,424192,424193,424194,424195,424196,424187,424188,424189,424190,424191,424182,424183,424184,424185,424186,424177,424178,424179,424180,424181,424172,424173,424174,424175,424176,424167,424168,424169,424170,424171,424162,424163,424164,424165,424166,424157,424158,424159,424160,424161,424152,424153,424154,424155,424156,424147,424148,424149,424150,424151,424142,424143,424144,424145,424146,424137,424138,424139,424140,424141,424132,424133,424134,424135,424136,424127,424128,424129,424130,424131,424122,424123,424124,424125,424126,424117,424118,424119,424120,424121,424112,424113,424114,424115,424116,424107,424108,424109,424110,424111,424102,424103,424104,424105,424106,424097,424098,424099,424100,424101,424092,424093,424094,424095,424096,424087,424088,424089,424090,424091,424082,424083,424084,424085,424086,424077,424078,424079,424080,424081,424072,424073,424074,424075,424076,424067,424068,424069,424070,424071,424062,424063,424064,424065,424066,424057,424058,424059,424060,424061,424052,424053,424054,424055,424056,424047,424048,424049,424050,424051,424042,424043,424044,424045,424046,424037,424038,424039,424040,424041,424032,424033,424034,424035,424036,424027,424028,424029,424030,424031,424022,424023,424024,424025,424026,424017,424018,424019,424020,424021,424012,424013,424014,424015,424016,424007,424008,424009,424010,424011,424002,424003,424004,424005,424006,423997,423998,423999,424000,424001,423992,423993,423994,423995,423996,423987,423988,423989,423990,423991,423982,423983,423984,423985,423986,423977,423978,423979,423980,423981,423972,423973,423974,423975,423976,423967,423968,423969,423970,423971,423962,423963,423964,423965,423966,423957,423958,423959,423960,423961,423952,423953,423954,423955,423956,423947,423948,423949,423950,423951,423942,423943,423944,423945,423946,423937,423938,423939,423940,423941,423932,423933,423934,423935,423936,423927,423928,423929,423930,423931,423922,423923,423924,423925,423926,423917,423918,423919,423920,423921,423912,423913,423914,423915,423916,423907,423908,423909,423910,423911,423902,423903,423904,423905,423906,423897,423898,423899,423900,423901,423892,423893,423894,423895,423896",19.5,False,3,0,entry and exit minute not sequenced,
547,49.11590926203955,100,"425668,425669,425670,425671,425672,425663,425664,425665,425666,425667,425658,425659,425660,425661,425662,425653,425654,425655,425656,425657,425648,425649,425650,425651,425652,425643,425644,425645,425646,425647,425638,425639,425640,425641,425642,425633,425634,425635,425636,425637,425628,425629,425630,425631,425632,425623,425624,425625,425626,425627,425618,425619,425620,425621,425622,425613,425614,425615,425616,425617,425608,425609,425610,425611,425612,425603,425604,425605,425606,425607,425598,425599,425600,425601,425602,425593,425594,425595,425596,425597,425588,425589,425590,425591,425592,425583,425584,425585,425586,425587,425578,425579,425580,425581,425582,425573,425574,425575,425576,425577,425568,425569,425570,425571,425572,425563,425564,425565,425566,425567,425558,425559,425560,425561,425562,425553,425554,425555,425556,425557,425548,425549,425550,425551,425552,425543,425544,425545,425546,425547,425538,425539,425540,425541,425542,425533,425534,425535,425536,425537,425528,425529,425530,425531,425532,425523,425524,425525,425526,425527,425518,425519,425520,425521,425522,425513,425514,425515,425516,425517,425508,425509,425510,425511,425512,425503,425504,425505,425506,425507,425498,425499,425500,425501,425502,425493,425494,425495,425496,425497,425488,425489,425490,425491,425492,425483,425484,425485,425486,425487,425478,425479,425480,425481,425482,425473,425474,425475,425476,425477,425468,425469,425470,425471,425472,425463,425464,425465,425466,425467,425458,425459,425460,425461,425462,425453,425454,425455,425456,425457,425448,425449,425450,425451,425452,425443,425444,425445,425446,425447,425438,425439,425440,425441,425442,425433,425434,425435,425436,425437,425428,425429,425430,425431,425432,425423,425424,425425,425426,425427,425418,425419,425420,425421,425422,425413,425414,425415,425416,425417,425408,425409,425410,425411,425412,425403,425404,425405,425406,425407,425398,425399,425400,425401,425402,425393,425394,425395,425396,425397,425388,425389,425390,425391,425392,425383,425384,425385,425386,425387,425378,425379,425380,425381,425382,425373,425374,425375,425376,425377,425368,425369,425370,425371,425372,425363,425364,425365,425366,425367,425358,425359,425360,425361,425362,425353,425354,425355,425356,425357,425348,425349,425350,425351,425352,425343,425344,425345,425346,425347,425338,425339,425340,425341,425342,425333,425334,425335,425336,425337,425328,425329,425330,425331,425332,425323,425324,425325,425326,425327,425318,425319,425320,425321,425322,425313,425314,425315,425316,425317,425308,425309,425310,425311,425312,425303,425304,425305,425306,425307,425298,425299,425300,425301,425302,425293,425294,425295,425296,425297,425288,425289,425290,425291,425292,425283,425284,425285,425286,425287,425278,425279,425280,425281,425282,425273,425274,425275,425276,425277,425268,425269,425270,425271,425272,425263,425264,425265,425266,425267,425258,425259,425260,425261,425262,425253,425254,425255,425256,425257,425248,425249,425250,425251,425252,425243,425244,425245,425246,425247,425238,425239,425240,425241,425242,425233,425234,425235,425236,425237,425228,425229,425230,425231,425232,425223,425224,425225,425226,425227,425218,425219,425220,425221,425222,425213,425214,425215,425216,425217,425208,425209,425210,425211,425212,425203,425204,425205,425206,425207,425198,425199,425200,425201,425202,425193,425194,425195,425196,425197,425188,425189,425190,425191,425192,425183,425184,425185,425186,425187,425178,425179,425180,425181,425182,425173,425174,425175,425176,425177",15.25,False,20,0,entry and exit minute not sequenced,
548,45.48857464726093,100,"425718,425719,425720,425721,425722,425713,425714,425715,425716,425717,425708,425709,425710,425711,425712,425703,425704,425705,425706,425707,425698,425699,425700,425701,425702,425693,425694,425695,425696,425697,425688,425689,425690,425691,425692,425683,425684,425685,425686,425687,425678,425679,425680,425681,425682,425673,425674,425675,425676,425677,425668,425669,425670,425671,425672,425663,425664,425665,425666,425667,425658,425659,425660,425661,425662,425653,425654,425655,425656,425657,425648,425649,425650,425651,425652,425643,425644,425645,425646,425647,425638,425639,425640,425641,425642,425633,425634,425635,425636,425637,425628,425629,425630,425631,425632,425623,425624,425625,425626,425627,425618,425619,425620,425621,425622,425613,425614,425615,425616,425617,425608,425609,425610,425611,425612,425603,425604,425605,425606,425607,425598,425599,425600,425601,425602,425593,425594,425595,425596,425597,425588,425589,425590,425591,425592,425583,425584,425585,425586,425587,425578,425579,425580,425581,425582,425573,425574,425575,425576,425577,425568,425569,425570,425571,425572,425563,425564,425565,425566,425567,425558,425559,425560,425561,425562,425553,425554,425555,425556,425557,425548,425549,425550,425551,425552,425543,425544,425545,425546,425547,425538,425539,425540,425541,425542,425533,425534,425535,425536,425537,425528,425529,425530,425531,425532,425523,425524,425525,425526,425527,425518,425519,425520,425521,425522,425513,425514,425515,425516,425517,425508,425509,425510,425511,425512,425503,425504,425505,425506,425507,425498,425499,425500,425501,425502,425493,425494,425495,425496,425497,425488,425489,425490,425491,425492,425483,425484,425485,425486,425487,425478,425479,425480,425481,425482,425473,425474,425475,425476,425477,425468,425469,425470,425471,425472,425463,425464,425465,425466,425467,425458,425459,425460,425461,425462,425453,425454,425455,425456,425457,425448,425449,425450,425451,425452,425443,425444,425445,425446,425447,425438,425439,425440,425441,425442,425433,425434,425435,425436,425437,425428,425429,425430,425431,425432,425423,425424,425425,425426,425427,425418,425419,425420,425421,425422,425413,425414,425415,425416,425417,425408,425409,425410,425411,425412,425403,425404,425405,425406,425407,425398,425399,425400,425401,425402,425393,425394,425395,425396,425397,425388,425389,425390,425391,425392,425383,425384,425385,425386,425387,425378,425379,425380,425381,425382,425373,425374,425375,425376,425377,425368,425369,425370,425371,425372,425363,425364,425365,425366,425367,425358,425359,425360,425361,425362,425353,425354,425355,425356,425357,425348,425349,425350,425351,425352,425343,425344,425345,425346,425347,425338,425339,425340,425341,425342,425333,425334,425335,425336,425337,425328,425329,425330,425331,425332,425323,425324,425325,425326,425327,425318,425319,425320,425321,425322,425313,425314,425315,425316,425317,425308,425309,425310,425311,425312,425303,425304,425305,425306,425307,425298,425299,425300,425301,425302,425293,425294,425295,425296,425297,425288,425289,425290,425291,425292,425283,425284,425285,425286,425287,425278,425279,425280,425281,425282,425273,425274,425275,425276,425277,425268,425269,425270,425271,425272,425263,425264,425265,425266,425267,425258,425259,425260,425261,425262,425253,425254,425255,425256,425257,425248,425249,425250,425251,425252,425243,425244,425245,425246,425247,425238,425239,425240,425241,425242,425233,425234,425235,425236,425237,425228,425229,425230,425231,425232,425223,425224,425225,425226,425227",58.5,False,33,0,entry and exit minute not sequenced,
549,34.60731672936864,100,"425808,425809,425810,425811,425812,425803,425804,425805,425806,425807,425798,425799,425800,425801,425802,425793,425794,425795,425796,425797,425788,425789,425790,425791,425792,425783,425784,425785,425786,425787,425778,425779,425780,425781,425782,425773,425774,425775,425776,425777,425768,425769,425770,425771,425772,425763,425764,425765,425766,425767,425758,425759,425760,425761,425762,425753,425754,425755,425756,425757,425748,425749,425750,425751,425752,425743,425744,425745,425746,425747,425738,425739,425740,425741,425742,425733,425734,425735,425736,425737,425728,425729,425730,425731,425732,425723,425724,425725,425726,425727,425718,425719,425720,425721,425722,425713,425714,425715,425716,425717,425708,425709,425710,425711,425712,425703,425704,425705,425706,425707,425698,425699,425700,425701,425702,425693,425694,425695,425696,425697,425688,425689,425690,425691,425692,425683,425684,425685,425686,425687,425678,425679,425680,425681,425682,425673,425674,425675,425676,425677,425668,425669,425670,425671,425672,425663,425664,425665,425666,425667,425658,425659,425660,425661,425662,425653,425654,425655,425656,425657,425648,425649,425650,425651,425652,425643,425644,425645,425646,425647,425638,425639,425640,425641,425642,425633,425634,425635,425636,425637,425628,425629,425630,425631,425632,425623,425624,425625,425626,425627,425618,425619,425620,425621,425622,425613,425614,425615,425616,425617,425608,425609,425610,425611,425612,425603,425604,425605,425606,425607,425598,425599,425600,425601,425602,425593,425594,425595,425596,425597,425588,425589,425590,425591,425592,425583,425584,425585,425586,425587,425578,425579,425580,425581,425582,425573,425574,425575,425576,425577,425568,425569,425570,425571,425572,425563,425564,425565,425566,425567,425558,425559,425560,425561,425562,425553,425554,425555,425556,425557,425548,425549,425550,425551,425552,425543,425544,425545,425546,425547,425538,425539,425540,425541,425542,425533,425534,425535,425536,425537,425528,425529,425530,425531,425532,425523,425524,425525,425526,425527,425518,425519,425520,425521,425522,425513,425514,425515,425516,425517,425508,425509,425510,425511,425512,425503,425504,425505,425506,425507,425498,425499,425500,425501,425502,425493,425494,425495,425496,425497,425488,425489,425490,425491,425492,425483,425484,425485,425486,425487,425478,425479,425480,425481,425482,425473,425474,425475,425476,425477,425468,425469,425470,425471,425472,425463,425464,425465,425466,425467,425458,425459,425460,425461,425462,425453,425454,425455,425456,425457,425448,425449,425450,425451,425452,425443,425444,425445,425446,425447,425438,425439,425440,425441,425442,425433,425434,425435,425436,425437,425428,425429,425430,425431,425432,425423,425424,425425,425426,425427,425418,425419,425420,425421,425422,425413,425414,425415,425416,425417,425408,425409,425410,425411,425412,425403,425404,425405,425406,425407,425398,425399,425400,425401,425402,425393,425394,425395,425396,425397,425388,425389,425390,425391,425392,425383,425384,425385,425386,425387,425378,425379,425380,425381,425382,425373,425374,425375,425376,425377,425368,425369,425370,425371,425372,425363,425364,425365,425366,425367,425358,425359,425360,425361,425362,425353,425354,425355,425356,425357,425348,425349,425350,425351,425352,425343,425344,425345,425346,425347,425338,425339,425340,425341,425342,425333,425334,425335,425336,425337,425328,425329,425330,425331,425332,425323,425324,425325,425326,425327,425318,425319,425320,425321,425322,425313,425314,425315,425316,425317",85.5,False,88,0,entry and exit minute not sequenced,
550,27.638412126401875,44,"426303,426304,426305,426306,426307,426298,426299,426300,426301,426302,426293,426294,426295,426296,426297,426288,426289,426290,426291,426292,426283,426284,426285,426286,426287,426278,426279,426280,426281,426282,426273,426274,426275,426276,426277,426268,426269,426270,426271,426272,426263,426264,426265,426266,426267,426258,426259,426260,426261,426262,426253,426254,426255,426256,426257,426248,426249,426250,426251,426252,426243,426244,426245,426246,426247,426238,426239,426240,426241,426242,426233,426234,426235,426236,426237,426228,426229,426230,426231,426232,426223,426224,426225,426226,426227,426218,426219,426220,426221,426222,426213,426214,426215,426216,426217,426208,426209,426210,426211,426212,426203,426204,426205,426206,426207,426198,426199,426200,426201,426202,426193,426194,426195,426196,426197,426188,426189,426190,426191,426192,426183,426184,426185,426186,426187,426178,426179,426180,426181,426182,426173,426174,426175,426176,426177,426168,426169,426170,426171,426172,426163,426164,426165,426166,426167,426158,426159,426160,426161,426162,426153,426154,426155,426156,426157,426148,426149,426150,426151,426152,426143,426144,426145,426146,426147,426138,426139,426140,426141,426142,426133,426134,426135,426136,426137,426128,426129,426130,426131,426132,426123,426124,426125,426126,426127,426118,426119,426120,426121,426122,426113,426114,426115,426116,426117,426108,426109,426110,426111,426112,426103,426104,426105,426106,426107,426098,426099,426100,426101,426102,426093,426094,426095,426096,426097,426088,426089,426090,426091,426092",20.25,False,47,0,entry and exit minute not sequenced,
551,27.314530166760445,56,"426363,426364,426365,426366,426367,426358,426359,426360,426361,426362,426353,426354,426355,426356,426357,426348,426349,426350,426351,426352,426343,426344,426345,426346,426347,426338,426339,426340,426341,426342,426333,426334,426335,426336,426337,426328,426329,426330,426331,426332,426323,426324,426325,426326,426327,426318,426319,426320,426321,426322,426313,426314,426315,426316,426317,426308,426309,426310,426311,426312,426303,426304,426305,426306,426307,426298,426299,426300,426301,426302,426293,426294,426295,426296,426297,426288,426289,426290,426291,426292,426283,426284,426285,426286,426287,426278,426279,426280,426281,426282,426273,426274,426275,426276,426277,426268,426269,426270,426271,426272,426263,426264,426265,426266,426267,426258,426259,426260,426261,426262,426253,426254,426255,426256,426257,426248,426249,426250,426251,426252,426243,426244,426245,426246,426247,426238,426239,426240,426241,426242,426233,426234,426235,426236,426237,426228,426229,426230,426231,426232,426223,426224,426225,426226,426227,426218,426219,426220,426221,426222,426213,426214,426215,426216,426217,426208,426209,426210,426211,426212,426203,426204,426205,426206,426207,426198,426199,426200,426201,426202,426193,426194,426195,426196,426197,426188,426189,426190,426191,426192,426183,426184,426185,426186,426187,426178,426179,426180,426181,426182,426173,426174,426175,426176,426177,426168,426169,426170,426171,426172,426163,426164,426165,426166,426167,426158,426159,426160,426161,426162,426153,426154,426155,426156,426157,426148,426149,426150,426151,426152,426143,426144,426145,426146,426147,426138,426139,426140,426141,426142,426133,426134,426135,426136,426137,426128,426129,426130,426131,426132,426123,426124,426125,426126,426127,426118,426119,426120,426121,426122,426113,426114,426115,426116,426117,426108,426109,426110,426111,426112,426103,426104,426105,426106,426107,426098,426099,426100,426101,426102,426093,426094,426095,426096,426097,426088,426089,426090,426091,426092",69.75,False,25,0,entry and exit minute not sequenced,
552,26.84545148281932,63,"426398,426399,426400,426401,426402,426393,426394,426395,426396,426397,426388,426389,426390,426391,426392,426383,426384,426385,426386,426387,426378,426379,426380,426381,426382,426373,426374,426375,426376,426377,426368,426369,426370,426371,426372,426363,426364,426365,426366,426367,426358,426359,426360,426361,426362,426353,426354,426355,426356,426357,426348,426349,426350,426351,426352,426343,426344,426345,426346,426347,426338,426339,426340,426341,426342,426333,426334,426335,426336,426337,426328,426329,426330,426331,426332,426323,426324,426325,426326,426327,426318,426319,426320,426321,426322,426313,426314,426315,426316,426317,426308,426309,426310,426311,426312,426303,426304,426305,426306,426307,426298,426299,426300,426301,426302,426293,426294,426295,426296,426297,426288,426289,426290,426291,426292,426283,426284,426285,426286,426287,426278,426279,426280,426281,426282,426273,426274,426275,426276,426277,426268,426269,426270,426271,426272,426263,426264,426265,426266,426267,426258,426259,426260,426261,426262,426253,426254,426255,426256,426257,426248,426249,426250,426251,426252,426243,426244,426245,426246,426247,426238,426239,426240,426241,426242,426233,426234,426235,426236,426237,426228,426229,426230,426231,426232,426223,426224,426225,426226,426227,426218,426219,426220,426221,426222,426213,426214,426215,426216,426217,426208,426209,426210,426211,426212,426203,426204,426205,426206,426207,426198,426199,426200,426201,426202,426193,426194,426195,426196,426197,426188,426189,426190,426191,426192,426183,426184,426185,426186,426187,426178,426179,426180,426181,426182,426173,426174,426175,426176,426177,426168,426169,426170,426171,426172,426163,426164,426165,426166,426167,426158,426159,426160,426161,426162,426153,426154,426155,426156,426157,426148,426149,426150,426151,426152,426143,426144,426145,426146,426147,426138,426139,426140,426141,426142,426133,426134,426135,426136,426137,426128,426129,426130,426131,426132,426123,426124,426125,426126,426127,426118,426119,426120,426121,426122,426113,426114,426115,426116,426117,426108,426109,426110,426111,426112,426103,426104,426105,426106,426107,426098,426099,426100,426101,426102,426093,426094,426095,426096,426097,426088,426089,426090,426091,426092",10.0,False,1,0,entry and exit minute not sequenced,
553,22.672254990836937,72,"426443,426444,426445,426446,426447,426438,426439,426440,426441,426442,426433,426434,426435,426436,426437,426428,426429,426430,426431,426432,426423,426424,426425,426426,426427,426418,426419,426420,426421,426422,426413,426414,426415,426416,426417,426408,426409,426410,426411,426412,426403,426404,426405,426406,426407,426398,426399,426400,426401,426402,426393,426394,426395,426396,426397,426388,426389,426390,426391,426392,426383,426384,426385,426386,426387,426378,426379,426380,426381,426382,426373,426374,426375,426376,426377,426368,426369,426370,426371,426372,426363,426364,426365,426366,426367,426358,426359,426360,426361,426362,426353,426354,426355,426356,426357,426348,426349,426350,426351,426352,426343,426344,426345,426346,426347,426338,426339,426340,426341,426342,426333,426334,426335,426336,426337,426328,426329,426330,426331,426332,426323,426324,426325,426326,426327,426318,426319,426320,426321,426322,426313,426314,426315,426316,426317,426308,426309,426310,426311,426312,426303,426304,426305,426306,426307,426298,426299,426300,426301,426302,426293,426294,426295,426296,426297,426288,426289,426290,426291,426292,426283,426284,426285,426286,426287,426278,426279,426280,426281,426282,426273,426274,426275,426276,426277,426268,426269,426270,426271,426272,426263,426264,426265,426266,426267,426258,426259,426260,426261,426262,426253,426254,426255,426256,426257,426248,426249,426250,426251,426252,426243,426244,426245,426246,426247,426238,426239,426240,426241,426242,426233,426234,426235,426236,426237,426228,426229,426230,426231,426232,426223,426224,426225,426226,426227,426218,426219,426220,426221,426222,426213,426214,426215,426216,426217,426208,426209,426210,426211,426212,426203,426204,426205,426206,426207,426198,426199,426200,426201,426202,426193,426194,426195,426196,426197,426188,426189,426190,426191,426192,426183,426184,426185,426186,426187,426178,426179,426180,426181,426182,426173,426174,426175,426176,426177,426168,426169,426170,426171,426172,426163,426164,426165,426166,426167,426158,426159,426160,426161,426162,426153,426154,426155,426156,426157,426148,426149,426150,426151,426152,426143,426144,426145,426146,426147,426138,426139,426140,426141,426142,426133,426134,426135,426136,426137,426128,426129,426130,426131,426132,426123,426124,426125,426126,426127,426118,426119,426120,426121,426122,426113,426114,426115,426116,426117,426108,426109,426110,426111,426112,426103,426104,426105,426106,426107,426098,426099,426100,426101,426102,426093,426094,426095,426096,426097,426088,426089,426090,426091,426092",0.0,False,1,0,entry and exit minute not sequenced,
554,20.30445787931833,100,"426628,426629,426630,426631,426632,426623,426624,426625,426626,426627,426618,426619,426620,426621,426622,426613,426614,426615,426616,426617,426608,426609,426610,426611,426612,426603,426604,426605,426606,426607,426598,426599,426600,426601,426602,426593,426594,426595,426596,426597,426588,426589,426590,426591,426592,426583,426584,426585,426586,426587,426578,426579,426580,426581,426582,426573,426574,426575,426576,426577,426568,426569,426570,426571,426572,426563,426564,426565,426566,426567,426558,426559,426560,426561,426562,426553,426554,426555,426556,426557,426548,426549,426550,426551,426552,426543,426544,426545,426546,426547,426538,426539,426540,426541,426542,426533,426534,426535,426536,426537,426528,426529,426530,426531,426532,426523,426524,426525,426526,426527,426518,426519,426520,426521,426522,426513,426514,426515,426516,426517,426508,426509,426510,426511,426512,426503,426504,426505,426506,426507,426498,426499,426500,426501,426502,426493,426494,426495,426496,426497,426488,426489,426490,426491,426492,426483,426484,426485,426486,426487,426478,426479,426480,426481,426482,426473,426474,426475,426476,426477,426468,426469,426470,426471,426472,426463,426464,426465,426466,426467,426458,426459,426460,426461,426462,426453,426454,426455,426456,426457,426448,426449,426450,426451,426452,426443,426444,426445,426446,426447,426438,426439,426440,426441,426442,426433,426434,426435,426436,426437,426428,426429,426430,426431,426432,426423,426424,426425,426426,426427,426418,426419,426420,426421,426422,426413,426414,426415,426416,426417,426408,426409,426410,426411,426412,426403,426404,426405,426406,426407,426398,426399,426400,426401,426402,426393,426394,426395,426396,426397,426388,426389,426390,426391,426392,426383,426384,426385,426386,426387,426378,426379,426380,426381,426382,426373,426374,426375,426376,426377,426368,426369,426370,426371,426372,426363,426364,426365,426366,426367,426358,426359,426360,426361,426362,426353,426354,426355,426356,426357,426348,426349,426350,426351,426352,426343,426344,426345,426346,426347,426338,426339,426340,426341,426342,426333,426334,426335,426336,426337,426328,426329,426330,426331,426332,426323,426324,426325,426326,426327,426318,426319,426320,426321,426322,426313,426314,426315,426316,426317,426308,426309,426310,426311,426312,426303,426304,426305,426306,426307,426298,426299,426300,426301,426302,426293,426294,426295,426296,426297,426288,426289,426290,426291,426292,426283,426284,426285,426286,426287,426278,426279,426280,426281,426282,426273,426274,426275,426276,426277,426268,426269,426270,426271,426272,426263,426264,426265,426266,426267,426258,426259,426260,426261,426262,426253,426254,426255,426256,426257,426248,426249,426250,426251,426252,426243,426244,426245,426246,426247,426238,426239,426240,426241,426242,426233,426234,426235,426236,426237,426228,426229,426230,426231,426232,426223,426224,426225,426226,426227,426218,426219,426220,426221,426222,426213,426214,426215,426216,426217,426208,426209,426210,426211,426212,426203,426204,426205,426206,426207,426198,426199,426200,426201,426202,426193,426194,426195,426196,426197,426188,426189,426190,426191,426192,426183,426184,426185,426186,426187,426178,426179,426180,426181,426182,426173,426174,426175,426176,426177,426168,426169,426170,426171,426172,426163,426164,426165,426166,426167,426158,426159,426160,426161,426162,426153,426154,426155,426156,426157,426148,426149,426150,426151,426152,426143,426144,426145,426146,426147,426138,426139,426140,426141,426142,426133,426134,426135,426136,426137",58.0,False,74,0,entry and exit minute not sequenced,
555,27.943012315495643,100,"426758,426759,426760,426761,426762,426753,426754,426755,426756,426757,426748,426749,426750,426751,426752,426743,426744,426745,426746,426747,426738,426739,426740,426741,426742,426733,426734,426735,426736,426737,426728,426729,426730,426731,426732,426723,426724,426725,426726,426727,426718,426719,426720,426721,426722,426713,426714,426715,426716,426717,426708,426709,426710,426711,426712,426703,426704,426705,426706,426707,426698,426699,426700,426701,426702,426693,426694,426695,426696,426697,426688,426689,426690,426691,426692,426683,426684,426685,426686,426687,426678,426679,426680,426681,426682,426673,426674,426675,426676,426677,426668,426669,426670,426671,426672,426663,426664,426665,426666,426667,426658,426659,426660,426661,426662,426653,426654,426655,426656,426657,426648,426649,426650,426651,426652,426643,426644,426645,426646,426647,426638,426639,426640,426641,426642,426633,426634,426635,426636,426637,426628,426629,426630,426631,426632,426623,426624,426625,426626,426627,426618,426619,426620,426621,426622,426613,426614,426615,426616,426617,426608,426609,426610,426611,426612,426603,426604,426605,426606,426607,426598,426599,426600,426601,426602,426593,426594,426595,426596,426597,426588,426589,426590,426591,426592,426583,426584,426585,426586,426587,426578,426579,426580,426581,426582,426573,426574,426575,426576,426577,426568,426569,426570,426571,426572,426563,426564,426565,426566,426567,426558,426559,426560,426561,426562,426553,426554,426555,426556,426557,426548,426549,426550,426551,426552,426543,426544,426545,426546,426547,426538,426539,426540,426541,426542,426533,426534,426535,426536,426537,426528,426529,426530,426531,426532,426523,426524,426525,426526,426527,426518,426519,426520,426521,426522,426513,426514,426515,426516,426517,426508,426509,426510,426511,426512,426503,426504,426505,426506,426507,426498,426499,426500,426501,426502,426493,426494,426495,426496,426497,426488,426489,426490,426491,426492,426483,426484,426485,426486,426487,426478,426479,426480,426481,426482,426473,426474,426475,426476,426477,426468,426469,426470,426471,426472,426463,426464,426465,426466,426467,426458,426459,426460,426461,426462,426453,426454,426455,426456,426457,426448,426449,426450,426451,426452,426443,426444,426445,426446,426447,426438,426439,426440,426441,426442,426433,426434,426435,426436,426437,426428,426429,426430,426431,426432,426423,426424,426425,426426,426427,426418,426419,426420,426421,426422,426413,426414,426415,426416,426417,426408,426409,426410,426411,426412,426403,426404,426405,426406,426407,426398,426399,426400,426401,426402,426393,426394,426395,426396,426397,426388,426389,426390,426391,426392,426383,426384,426385,426386,426387,426378,426379,426380,426381,426382,426373,426374,426375,426376,426377,426368,426369,426370,426371,426372,426363,426364,426365,426366,426367,426358,426359,426360,426361,426362,426353,426354,426355,426356,426357,426348,426349,426350,426351,426352,426343,426344,426345,426346,426347,426338,426339,426340,426341,426342,426333,426334,426335,426336,426337,426328,426329,426330,426331,426332,426323,426324,426325,426326,426327,426318,426319,426320,426321,426322,426313,426314,426315,426316,426317,426308,426309,426310,426311,426312,426303,426304,426305,426306,426307,426298,426299,426300,426301,426302,426293,426294,426295,426296,426297,426288,426289,426290,426291,426292,426283,426284,426285,426286,426287,426278,426279,426280,426281,426282,426273,426274,426275,426276,426277,426268,426269,426270,426271,426272,426263,426264,426265,426266,426267",92.0,True,37,0,entry and exit minute not sequenced,
