opportunity_version_key,geometry_hash,plan_rowid,plan_id,version,scenario,condition,direction,lifecycle,rule,confirm2_rule,ref_price,arm_enabled,start_ct,end_ct,expected_bars,stored_bars,complete_grid,first_touch_bar_ms,touch_proxy,full_confirm_supported,full_live_fire
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S1|idx0,bc5167a63273c65b,184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,reject,short,dormant,touch,,29062.75,True,2026-09-01T08:53:16.675232-05:00,2026-09-01T09:20:44.334636-05:00,26,26,True,,EXCLUDED_INACTIVE,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S2|idx1,91a43f3184da1781,184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,reject,short,dormant,touch,,29137.29,True,2026-09-01T08:53:16.675232-05:00,2026-09-01T09:20:44.334636-05:00,26,26,True,1788271260000,EXCLUDED_INACTIVE,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S3|idx2,6f6086f33b2d031c,184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S3,sweep_reclaim,long,dormant,touch,1x5m_close,29062.75,False,2026-09-01T08:53:16.675232-05:00,2026-09-01T09:20:44.334636-05:00,26,26,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S4|idx3,870e9322afa415e6,184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S4,reclaim,long,dormant,1x5m_close,,29095.5,False,2026-09-01T08:53:16.675232-05:00,2026-09-01T09:20:44.334636-05:00,26,26,True,1788271020000,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S1|idx0,a137fd96d29a16c4,185,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,reject,short,dormant,touch,,29182,True,2026-09-01T09:20:44.334636-05:00,2026-09-01T10:24:39.842006-05:00,63,63,True,1788273000000,EXCLUDED_INACTIVE,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S2|idx1,16adc44fdb63c3f6,185,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,reject,short,dormant,touch,,29085,True,2026-09-01T09:20:44.334636-05:00,2026-09-01T10:24:39.842006-05:00,63,63,True,,EXCLUDED_INACTIVE,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S1|idx0,7c224827dc09d109,186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,reject,short,active,touch,,29170,True,2026-09-01T10:24:39.842006-05:00,2026-09-01T13:00:02.422545-05:00,155,155,True,1788279960000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S2|idx1,1b97ab7842b8e452,186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,reject,short,active,touch,,29209.25,False,2026-09-01T10:24:39.842006-05:00,2026-09-01T13:00:02.422545-05:00,155,155,True,1788276300000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S3|idx2,7d7061da79d7a4d2,186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,sweep_reclaim,long,active,1m_mss,,29082.75,False,2026-09-01T10:24:39.842006-05:00,2026-09-01T13:00:02.422545-05:00,155,155,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S1|idx0,a089e7c7351a8832,187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,reject,short,active,touch,,29100.5,True,2026-09-01T13:00:02.422545-05:00,2026-09-01T14:45:00-05:00,104,104,True,1788286500000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S2|idx1,6b25c27b75a0b6b1,187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,reject,short,active,touch,,29162,True,2026-09-01T13:00:02.422545-05:00,2026-09-01T14:45:00-05:00,104,104,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S3|idx2,0e7e75e482d1dcd6,187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,sweep_reclaim,long,active,touch,1x5m_close,29082.75,True,2026-09-01T13:00:02.422545-05:00,2026-09-01T14:45:00-05:00,104,104,True,1788287400000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S0|idx0,7bd4db634c80bf5d,188,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S0,hold,long,no_trade,,,,False,2026-09-01T17:23:14.552368-05:00,2026-09-01T18:00:41.426172-05:00,36,36,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S0|idx0,7bd4db634c80bf5d,189,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S0,hold,long,no_trade,,,,False,2026-09-01T18:00:41.426172-05:00,2026-09-01T21:14:52.024318-05:00,193,193,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S0|idx0,7bd4db634c80bf5d,190,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S0,hold,long,no_trade,,,,False,2026-09-01T21:14:52.024318-05:00,2026-09-01T21:53:46.232301-05:00,38,38,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S0|idx0,7bd4db634c80bf5d,191,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S0,hold,long,no_trade,,,,False,2026-09-01T21:53:46.232301-05:00,2026-09-01T23:12:44.863744-05:00,78,78,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S1|idx0,ea6697c7cf085e37,192,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,sweep_reclaim,long,active,touch,1x5m_close,29042.25,False,2026-09-01T23:12:44.863744-05:00,2026-09-01T23:20:29.111842-05:00,7,7,True,1788322380000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S2|idx1,dc54b97d2d5ad541,192,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,breakout_retest,long,active,touch,,29062.75,False,2026-09-01T23:12:44.863744-05:00,2026-09-01T23:20:29.111842-05:00,7,7,True,1788322500000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S1|idx0,9c84d99af5aed6f5,193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,sweep_reclaim,long,active,touch,1m_mss,29035.25,True,2026-09-01T23:20:29.111842-05:00,2026-09-01T23:58:16.814850-05:00,37,37,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S2|idx1,a01ddfd445027f81,193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,reject,long,active,touch,,29040.61,True,2026-09-01T23:20:29.111842-05:00,2026-09-01T23:58:16.814850-05:00,37,37,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S3|idx2,7dba2d10f9ddb467,193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,reclaim,long,active,1x5m_close,,29071.41,False,2026-09-01T23:20:29.111842-05:00,2026-09-01T23:58:16.814850-05:00,37,37,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S1|idx0,0ce9d8403b8ab703,194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S1,reject,long,active,touch,,29044,True,2026-09-01T23:58:16.814850-05:00,2026-09-02T00:19:46.268265-05:00,20,20,True,1788325320000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S2|idx1,ae68e6f44e9d28a8,194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S2,reclaim,long,active,1x5m_close,,29062.75,False,2026-09-01T23:58:16.814850-05:00,2026-09-02T00:19:46.268265-05:00,20,20,True,1788325980000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v7|S3|idx2,dadc25271dc9672f,194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S3,reject,long,active,touch,,29068.05,True,2026-09-01T23:58:16.814850-05:00,2026-09-02T00:19:46.268265-05:00,20,20,True,1788326040000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v8|S1|idx0,c3a45a419586cd62,195,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S1,sweep_reclaim,long,active,touch,1x5m_close,29035.25,False,2026-09-02T00:19:46.268265-05:00,2026-09-02T00:47:12.316108-05:00,27,27,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v8|S2|idx1,a29b00ed40f45e9c,195,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S2,reclaim,long,active,1x5m_close,,29058.75,False,2026-09-02T00:19:46.268265-05:00,2026-09-02T00:47:12.316108-05:00,27,27,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v8|S3|idx2,a28009feafc8a209,195,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S3,breakout_retest,long,active,touch,,29097.88,False,2026-09-02T00:19:46.268265-05:00,2026-09-02T00:47:12.316108-05:00,27,27,True,1788327000000,TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v9|S1|idx0,7791d2197b3195bb,196,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S1,sweep_reclaim,long,active,touch,1x5m_close,29035.25,False,2026-09-02T00:47:12.316108-05:00,2026-09-02T01:51:21.943448-05:00,63,63,True,1788329820000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v9|S2|idx1,bab29f2f2bac6aef,196,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S2,reclaim,long,active,1x5m_close,,29058.75,False,2026-09-02T00:47:12.316108-05:00,2026-09-02T01:51:21.943448-05:00,63,63,True,1788328860000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v10|S1|idx0,7949b6a922b172a7,198,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S1,sweep_reclaim,long,active,touch,1m_mss,29016.5,False,2026-09-02T01:51:21.943448-05:00,2026-09-02T02:00:00-05:00,8,8,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v10|S2|idx1,c25ff987030ee6dd,198,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S2,reject,short,active,touch,,29317.25,True,2026-09-02T01:51:21.943448-05:00,2026-09-02T02:00:00-05:00,8,8,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S0|idx0,7bd4db634c80bf5d,197,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S0,hold,long,no_trade,,,,False,2026-09-02T02:00:00-05:00,2026-09-02T07:15:26.915987-05:00,315,315,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S1|idx0,38ad125afcab4007,199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,sweep_reclaim,long,active,touch,1x5m_close,29001.75,False,2026-09-02T07:15:26.915987-05:00,2026-09-02T07:21:59.485958-05:00,5,5,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S2|idx1,c1f96c1cb0619e1a,199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,breakout_retest,long,active,touch,,29171.25,False,2026-09-02T07:15:26.915987-05:00,2026-09-02T07:21:59.485958-05:00,5,5,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v2|S3|idx2,4046c428d6fef702,199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S3,reject,short,active,touch,,29317.25,True,2026-09-02T07:15:26.915987-05:00,2026-09-02T07:21:59.485958-05:00,5,5,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S1|idx0,c6583c3fd76f9548,200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,hold,long,active,time_hold,,29117.48,False,2026-09-02T07:21:59.485958-05:00,2026-09-02T07:44:03.782123-05:00,22,22,True,1788351780000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S2|idx1,c462021c9ca8b6c2,200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,reclaim,long,active,1x5m_close,,29058.75,False,2026-09-02T07:21:59.485958-05:00,2026-09-02T07:44:03.782123-05:00,22,22,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S3|idx2,4ae14d96f0d2dc9b,200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S3,breakout_retest,long,active,1x5m_close,,29171.25,False,2026-09-02T07:21:59.485958-05:00,2026-09-02T07:44:03.782123-05:00,22,22,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S4|idx3,a59c2a9899e54489,200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S4,reject,short,active,touch,,29317.25,True,2026-09-02T07:21:59.485958-05:00,2026-09-02T07:44:03.782123-05:00,22,22,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v3|S5|idx4,b60dfe81dc4a8cbc,200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S5,sweep_reclaim,long,active,touch,1m_mss,28927.25,False,2026-09-02T07:21:59.485958-05:00,2026-09-02T07:44:03.782123-05:00,22,22,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S1|idx0,40a13fcea326f196,201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,reclaim,long,active,1x5m_close,,29066.56,False,2026-09-02T07:44:03.782123-05:00,2026-09-02T08:01:50.097892-05:00,16,16,True,1788353100000,TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S2|idx1,e55e2ca81c47eedb,201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,sweep_reclaim,long,active,touch,1x5m_close,28927.25,False,2026-09-02T07:44:03.782123-05:00,2026-09-02T08:01:50.097892-05:00,16,16,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S3|idx2,14521e44b166449c,201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,reject,long,active,touch,,29001.75,True,2026-09-02T07:44:03.782123-05:00,2026-09-02T08:01:50.097892-05:00,16,16,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S4|idx3,3b10ba47b3c0438e,201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S4,breakout_retest,long,active,1x5m_close,touch,29171.25,False,2026-09-02T07:44:03.782123-05:00,2026-09-02T08:01:50.097892-05:00,16,16,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v4|S5|idx4,bfc0801afb9f8456,201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S5,reject,short,active,touch,,29317.25,False,2026-09-02T07:44:03.782123-05:00,2026-09-02T08:01:50.097892-05:00,16,16,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S1|idx0,fde98f042e22d36f,202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,reject,long,active,touch,,29014.19,True,2026-09-02T08:01:50.097892-05:00,2026-09-02T08:20:47.995221-05:00,18,18,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S2|idx1,086d74f72d406562,202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,sweep_reclaim,long,active,touch,1m_mss,28927.25,False,2026-09-02T08:01:50.097892-05:00,2026-09-02T08:20:47.995221-05:00,18,18,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v5|S3|idx2,cc16b6bdca5c25db,202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,reject,short,active,touch,,29317.25,False,2026-09-02T08:01:50.097892-05:00,2026-09-02T08:20:47.995221-05:00,18,18,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S1|idx0,37a1020d6fa56ced,204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,reject,long,active,touch,,29014.42,False,2026-09-02T08:20:47.995221-05:00,2026-09-02T08:30:00-05:00,9,9,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S2|idx1,09fbd0a0071c7045,204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,reject,long,active,touch,,29001.75,True,2026-09-02T08:20:47.995221-05:00,2026-09-02T08:30:00-05:00,9,9,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S3|idx2,349e0a65d3f992e4,204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,sweep_reclaim,long,active,touch,1x5m_close,28927.25,False,2026-09-02T08:20:47.995221-05:00,2026-09-02T08:30:00-05:00,9,9,True,,NOT_TOUCHED,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v6|S4|idx3,80bf72f7ca9e3b3a,204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S4,breakout_retest,long,active,touch,,29171.25,False,2026-09-02T08:20:47.995221-05:00,2026-09-02T08:30:00-05:00,9,9,True,,NOT_TOUCHED,True,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265|v1|S1|idx0,746d0726b1eb3724,203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,sweep_reclaim,long,dormant,touch,1x5m_close,28927.25,False,2026-09-02T08:30:00-05:00,2026-09-02T08:45:28.139602-05:00,15,15,True,,EXCLUDED_INACTIVE,False,"UNMEASURABLE: arrival-time feed, formation, alive/void and parameter history not complete"
