scenario_key,plan_row,plan_id,version,scenario,date,session,session_day,created_ct,hour_ct,day_type,day_type_group,bias,regime,condition,family,side,quality,trigger,anchor,anchor_source,level_keys,level_labels,level_kind,level_grade,arm_enabled,arm_ids,has_arm_evidence,placed_arm_ids,position_ids,complete_geometry,entry,stop,target,stop_pts,target_R,first_target_R,atr5m_saved,stop_atr,reached,reach_bar_ids,window_start_ct,window_end_ct,window_bars_n,expected_bars_n,window_complete,narrative_distance_pts,narrative_distance_atr,publication_distance_pts,publication_distance_atr
p59:S2:1,59,2026-08-24:NY,4,S2,2026-08-24,NY,2026-08-24:NY,2026-08-24T10:38:29.871000-05:00,10,trend-down,trend,short,not-recorded,breakout_retest,follow,short,C,"Break below AS-L 29124.75 and failed retest from underneath — Asia low lost, intraday continuation toward ONL 29116.75 and OR-L 29082.50.",29124.75,confirm.ref_price,"[""p59:L2""]","[""AS-L""]",AS-L,A,False,[],False,[],[],False,,,,,,,39.8591,,not observed (complete window),[],2026-08-24T10:38:29.871000-05:00,2026-08-24T10:56:32.744000-05:00,17,17,True,10.5,0.26342792486533817,26.75,0.6711139990616949
p59:S3:2,59,2026-08-24:NY,4,S3,2026-08-24,NY,2026-08-24:NY,2026-08-24T10:38:29.871000-05:00,10,trend-down,trend,short,not-recorded,reclaim,follow,long,C,Reclaim of PWL 29220.25 with a 15m close above — counter-trend flex that invalidates S1 and opens OR-H 29243.75 / PDL 29263.25.,29220.25,confirm.ref_price,"[""p59:L3""]","[""PWL""]",PWL,A,False,[],False,[],[],False,,,,,,,39.8591,,not observed (complete window),[],2026-08-24T10:38:29.871000-05:00,2026-08-24T10:56:32.744000-05:00,17,17,True,85.0,2.132511772719404,68.75,1.7248256985230475
p60:S1:0,60,2026-08-24:NY,5,S1,2026-08-24,NY,2026-08-24:NY,2026-08-24T10:56:32.744000-05:00,10,trend,trend,short,not-recorded,reject,fade,short,C,Below-PDL continuation: rally into the 29173.00 EQL / 29220.25 PWL supply band stalls and prints rejection back below 29173.00,29173,confirm.ref_price,"[""p60:L2""]","[""EQL""]",EQL,A,False,[],False,[],[],False,,,,,,,39.9852,,observed,[1787587200000],2026-08-24T10:56:32.744000-05:00,2026-08-24T11:03:50.525000-05:00,6,6,True,,,6.75,0.16881246061042587
p60:S2:1,60,2026-08-24:NY,5,S2,2026-08-24,NY,2026-08-24:NY,2026-08-24T10:56:32.744000-05:00,10,trend,trend,short,not-recorded,acceptance,follow,short,C,Re-test of the flipped 29116.75 ONL resolves with acceptance below it — losing the overnight low after the bounce opens the 29082.50 OR-L,29116.75,confirm.ref_price,"[""p60:L1""]","[""ONL""]",ONL,A,False,[],False,[],[],False,,,,,,,39.9852,,not observed (complete window),[],2026-08-24T10:56:32.744000-05:00,2026-08-24T11:03:50.525000-05:00,6,6,True,,,63.0,1.575582965697308
p60:S3:2,60,2026-08-24:NY,5,S3,2026-08-24,NY,2026-08-24:NY,2026-08-24T10:56:32.744000-05:00,10,trend,trend,short,not-recorded,sweep_reclaim,fade,long,C,Sweep of the flipped 29082.50 OR-L that immediately reclaims back through 29116.75 ONL,29116.75,confirm.ref_price,"[""p60:L1""]","[""ONL""]",ONL,A,False,[],False,[],[],False,,,,,,,39.9852,,not observed (complete window),[],2026-08-24T10:56:32.744000-05:00,2026-08-24T11:03:50.525000-05:00,6,6,True,,,63.0,1.575582965697308
p61:S1:0,61,2026-08-24:NY,6,S1,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:03:50.525000-05:00,11,trend,trend,short,not-recorded,acceptance,follow,short,C,Acceptance below 29146.75 EQL: first 1x5m close below 29146.75 without immediate reclaim of 29146.75 triggers continuation short.,29146.75,confirm.ref_price,"[""p61:L0""]","[""EQL""]",EQL,A,False,[],False,[],[],False,,,,,,,36.7366,,not observed (complete window),[],2026-08-24T11:03:50.525000-05:00,2026-08-24T11:10:07.931000-05:00,6,6,True,13.25,0.36067572938159764,35.5,0.9663387466450352
p61:S2:1,61,2026-08-24:NY,6,S2,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:03:50.525000-05:00,11,trend,trend,short,not-recorded,reject,fade,short,C,Rally into 29220.25 PWL is rejected; first 1x5m close below 29220.25 triggers short.,29220.25,confirm.ref_price,"[""p61:L3""]","[""PWL""]",PWL,A,False,[],False,[],[],False,,,,,,,36.7366,,not observed (complete window),[],2026-08-24T11:03:50.525000-05:00,2026-08-24T11:10:07.931000-05:00,6,6,True,60.25,1.6400537883200947,38.0,1.0343907710566573
p61:S3:2,61,2026-08-24:NY,6,S3,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:03:50.525000-05:00,11,trend,trend,short,not-recorded,reject,fade,short,C,Extended bounce to 29263.25 PDL is rejected; first 1x5m close below 29263.25 triggers short.,29263.25,confirm.ref_price,"[""p61:L5""]","[""PDL""]",PDL,A,False,[],False,[],[],False,,,,,,,36.7366,,not observed (complete window),[],2026-08-24T11:03:50.525000-05:00,2026-08-24T11:10:07.931000-05:00,6,6,True,103.25,2.8105486081999964,81.0,2.2048855909365592
p62:S1:0,62,2026-08-24:NY,7,S1,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:10:07.931000-05:00,11,trend,trend,short,not-recorded,reject,fade,short,C,Pullback stalls at 29220.25 PWL and rolls back under 29220.25,29220.25,confirm.ref_price,"[""p62:L3""]","[""PWL""]",PWL,A,False,[],False,[],[],False,,,,,,,,,not observed (complete window),[],2026-08-24T11:10:07.931000-05:00,2026-08-24T11:19:30.348000-05:00,8,8,True,57.25,,60.75,
p62:S2:1,62,2026-08-24:NY,7,S2,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:10:07.931000-05:00,11,trend,trend,short,not-recorded,acceptance,follow,short,C,Acceptance below 29150.00 EQL after a 5m close under 29150.00,29150,confirm.ref_price,"[""p62:L2""]","[""EQL""]",EQL,A,False,[],False,[],[],False,,,,,,,,,not observed (complete window),[],2026-08-24T11:10:07.931000-05:00,2026-08-24T11:19:30.348000-05:00,8,8,True,13.0,,9.5,
p62:S3:2,62,2026-08-24:NY,7,S3,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:10:07.931000-05:00,11,trend,trend,short,not-recorded,sweep_reclaim,fade,long,C,Sweep of 29116.75 ONL that reverses with a 1x5m close back above 29116.75,29116.75,confirm.ref_price,"[""p62:L1""]","[""ONL""]",ONL,A,False,[],False,[],[],False,,,,,,,,,not observed (complete window),[],2026-08-24T11:10:07.931000-05:00,2026-08-24T11:19:30.348000-05:00,8,8,True,46.25,,42.75,
p63:S1:0,63,2026-08-24:NY,8,S1,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:19:30.348000-05:00,11,trend_down,trend,short,not-recorded,acceptance,follow,short,C,Acceptance below 29150.00 EQL: 2x5m closes below 29150.00 and any bounce fails at 29150.00,29150,confirm.ref_price,"[""p63:L0""]","[""EQL""]",EQL,A,False,[],False,[],[],False,,,,,,,34.2245,,observed,[1787592060000],2026-08-24T11:19:30.348000-05:00,2026-08-24T14:45:00-05:00,205,205,True,,,43.75,1.2783240076553346
p63:S2:1,63,2026-08-24:NY,8,S2,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:19:30.348000-05:00,11,trend_down,trend,short,not-recorded,reject,fade,short,C,Rejection after a push into 29220.25 PWL; entry if 1x5m close back below 29220.25 while 29243.75 OR-H holds,29220.25,confirm.ref_price,"[""p63:L3""]","[""PWL""]",PWL,A,False,[],False,[],[549],False,,,,,,,34.2245,,observed,[1787588520000],2026-08-24T11:19:30.348000-05:00,2026-08-24T14:45:00-05:00,205,205,True,,,26.5,0.7742991132083742
p63:S3:2,63,2026-08-24:NY,8,S3,2026-08-24,NY,2026-08-24:NY,2026-08-24T11:19:30.348000-05:00,11,trend_down,trend,short,not-recorded,sweep_reclaim,fade,long,C,Sweep of 29082.50 OR-L without strong volume destruction; 1x5m close back above 29082.50,29082.5,confirm.ref_price,"[""p63:L2""]","[""OR-L""]",OR-L,A,False,[],False,[],[],False,,,,,,,34.2245,,not observed (complete window),[],2026-08-24T11:19:30.348000-05:00,2026-08-24T14:45:00-05:00,205,205,True,,,111.25,3.2505953337521367
p64:S1:0,64,2026-08-24:ASIA,1,S1,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T17:04:54.594000-05:00,17,trend_down,trend,short,not-recorded,reject,fade,short,C,Rally into the 29186.88 nPOC / 29202.50 EQL·4h shelf; first 5m close back below 29186.88 while 29202.50 caps.,29186.88,confirm.ref_price,"[""p64:L3""]","[""nPOC·2026-08-23""]",NPOC,A,False,[],False,[],[],False,,,,,,,18.517,,not observed (complete window),[],2026-08-24T17:04:54.594000-05:00,2026-08-24T17:37:26.362000-05:00,32,32,True,55.88000000000102,3.0177674569315234,54.13000000000102,2.9232597072960536
p64:S2:1,64,2026-08-24:ASIA,1,S2,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T17:04:54.594000-05:00,17,trend_down,trend,short,not-recorded,acceptance,follow,short,A,Acceptance below 29116.00 (EQL·15m) after two consecutive 5m closes below 29116.00.,29116,confirm.ref_price,"[""p64:L1""]","[""EQL·15m (HTF)""]",EQL,A,False,[],False,[],[],False,,,,,,,18.517,,observed,[1787610660000],2026-08-24T17:04:54.594000-05:00,2026-08-24T17:37:26.362000-05:00,32,32,True,15.0,0.8100664254468867,16.75,0.9045741750823568
p64:S3:2,64,2026-08-24:ASIA,1,S3,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T17:04:54.594000-05:00,17,trend_down,trend,short,not-recorded,breakout_retest,follow,short,B,"After the 29116 breakdown, a pullback retests 29125.00 and prints a 1x5m close back below 29125.00.",29125,confirm.ref_price,"[""p64:L0""]","[""RN 29125""]",RN,A,False,[],False,[],[],False,,,,,,,18.517,,observed,[1787609220000],2026-08-24T17:04:54.594000-05:00,2026-08-24T17:37:26.362000-05:00,32,32,True,6.0,0.3240265701787547,7.75,0.4185343198142248
p65:S0:0,65,2026-08-24:ASIA,2,S0,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T17:37:26.362000-05:00,17,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,17.2906,,unknown,[],2026-08-24T17:37:26.362000-05:00,2026-08-24T18:02:25.240000-05:00,24,24,True,,,,
p66:S1:0,66,2026-08-24:ASIA,3,S1,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T18:02:25.240000-05:00,18,trend,trend,short,not-recorded,breakout_retest,follow,short,C,Price loses 29117.50 EQL then 29110.25 ONL breaks; after the break a retest from below fails (2x5m closes holding under 29110.25) and triggers the continuation short.,29110.25,confirm.ref_price,"[""p66:L1""]","[""ONL""]",ONL,A,False,[],False,[],[],False,,,,,,,14.8179,,observed,[1787614020000],2026-08-24T18:02:25.240000-05:00,2026-08-24T22:39:02.560000-05:00,276,276,True,,,8.5,0.5736305414397452
p66:S2:1,66,2026-08-24:ASIA,3,S2,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T18:02:25.240000-05:00,18,trend,trend,short,not-recorded,reject,fade,short,C,Rally into the 4h bear OB 29154.38 with ONH 29152.25 below it — rejection confirmed by a 1x5m close back below 29152.25.,29152.25,confirm.ref_price,"[""p66:L3""]","[""ONH""]",ONH,A,False,[],False,[],"[550, 551, 552]",False,,,,,,,14.8179,,observed,[1787621880000],2026-08-24T18:02:25.240000-05:00,2026-08-24T22:39:02.560000-05:00,276,276,True,,,33.5,2.2607791927331133
p66:S3:2,66,2026-08-24:ASIA,3,S3,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T18:02:25.240000-05:00,18,trend,trend,short,not-recorded,sweep_reclaim,fade,long,C,Sweep below 29082.50 OR-L that fails — a 1x5m close back above 29082.50 triggers the reclaim long.,29082.5,confirm.ref_price,"[""p66:L0""]","[""OR-L""]",OR-L,A,False,[],False,[],[],False,,,,,,,14.8179,,observed,[1787614920000],2026-08-24T18:02:25.240000-05:00,2026-08-24T22:39:02.560000-05:00,276,276,True,,,36.25,2.446365544375384
p67:S1:0,67,2026-08-24:ASIA,4,S1,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T22:39:02.560000-05:00,22,trend_down,trend,short,not-recorded,reject,fade,short,C,5m sweep-up through 29156.50 EQH rejects; enter only after 1x5m close below 29154.38 OB(bear)·4h,29154.38,confirm.ref_price,"[""p67:L0""]","[""OB(bear)·4h""]",OB,A,False,[],False,[],[],False,,,,,,,24.6816,,observed,[1787629740000],2026-08-24T22:39:02.560000-05:00,2026-08-25T01:38:15.571000-05:00,178,178,True,,,12.369999999998981,0.5011830675482538
p67:S2:1,67,2026-08-24:ASIA,4,S2,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T22:39:02.560000-05:00,22,trend_down,trend,short,not-recorded,reject,fade,short,B,Rally into 29175.00 ONH / 29182.00 OB(bear)·4h; short only after upper-tail rejection and 1x5m close below 29175.00,29175,confirm.ref_price,"[""p67:L5""]","[""ONH""]",ONH,A,False,[],False,[],[553],False,,,,,,,24.6816,,observed,[1787629320000],2026-08-24T22:39:02.560000-05:00,2026-08-25T01:38:15.571000-05:00,178,178,True,,,8.25,0.3342570984052898
p67:S3:2,67,2026-08-24:ASIA,4,S3,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-24T22:39:02.560000-05:00,22,trend_down,trend,short,not-recorded,breakout_retest,follow,short,C,"After losing 29132.25 Supply·4h, a pullback retest rejects and prints a 1x5m close below 29132.25",29132.25,confirm.ref_price,"[""p67:L1""]","[""Supply·4h""]",SUPPLY,A,False,[],False,[],[],False,,,,,,,24.6816,,not observed (complete window),[],2026-08-24T22:39:02.560000-05:00,2026-08-25T01:38:15.571000-05:00,178,178,True,,,34.5,1.39780241151303
p68:S1:0,68,2026-08-24:ASIA,5,S1,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-25T01:38:15.571000-05:00,1,balance,balance,neutral,not-recorded,reclaim,follow,long,C,Pullback to 29243.75 RTH-H holds as support (consumed level re-tested); enter on 1x5m close above 29243.75.,29243.75,confirm.ref_price,"[""p68:L4""]","[""RTH-H""]",RTH-H,A,False,[],False,[],[],False,,,,,,,19.2599,,observed,[1787639940000],2026-08-25T01:38:15.571000-05:00,2026-08-25T02:00:00-05:00,21,21,True,22.25,1.1552500272587085,13.0,0.6749775440163241
p68:S2:1,68,2026-08-24:ASIA,5,S2,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-25T01:38:15.571000-05:00,1,balance,balance,neutral,not-recorded,reject,fade,short,C,Rally into 29288.00 ONH / 29297.75 PDH stalls and prints rejection; entry on 2x5m close below 29288.00.,29288,confirm.ref_price,"[""p68:L0""]","[""ONH""]",ONH,A,False,[],False,[],[],False,,,,,,,19.2599,,not observed (complete window),[],2026-08-25T01:38:15.571000-05:00,2026-08-25T02:00:00-05:00,21,21,True,22.0,1.1422696898737792,31.25,1.6225421731161638
p68:S3:2,68,2026-08-24:ASIA,5,S3,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-25T01:38:15.571000-05:00,1,balance,balance,neutral,not-recorded,sweep_reclaim,fade,long,C,Sweep of 29288.00 ONH and reclaim; entry on 15m close above 29297.75 PDH.,29297.75,confirm.ref_price,"[""p68:L1""]","[""PDH""]",PDH,A,False,[],False,[],[],False,,,,,,,19.2599,,not observed (complete window),[],2026-08-25T01:38:15.571000-05:00,2026-08-25T02:00:00-05:00,21,21,True,31.75,1.6485028478860224,41.0,2.128775331128407
p68:S4:3,68,2026-08-24:ASIA,5,S4,2026-08-24,ASIA,2026-08-24:ASIA,2026-08-25T01:38:15.571000-05:00,1,balance,balance,neutral,not-recorded,acceptance,follow,short,C,"Failed retest of 29297.75 PDH; entry on acceptance, 2x5m close below 29243.75 RTH-H.",29243.75,confirm.ref_price,"[""p68:L4""]","[""RTH-H""]",RTH-H,A,False,[],False,[],[],False,,,,,,,19.2599,,observed,[1787639940000],2026-08-25T01:38:15.571000-05:00,2026-08-25T02:00:00-05:00,21,21,True,22.25,1.1552500272587085,13.0,0.6749775440163241
p69:S1:0,69,2026-08-25:LONDON,1,S1,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T02:04:10.561000-05:00,2,balance,balance,neutral,not-recorded,hold,fade,long,C,"After the 01:00 CT sweep-up, 29243.75 RTH-H is support; any dip that prints 2×5m closes back above 29243.75 is a long.",29243.75,confirm.ref_price,"[""p69:L5""]","[""RTH-H""]",RTH-H,A,False,[],False,[],[],False,,,,,,,18.2701,,observed,[1787642160000],2026-08-25T02:04:10.561000-05:00,2026-08-25T04:09:27.368000-05:00,124,124,True,,,34.25,1.8746476483434684
p69:S2:1,69,2026-08-25:LONDON,1,S2,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T02:04:10.561000-05:00,2,balance,balance,neutral,not-recorded,reject,fade,short,C,A push into 29288.00 ONH that stalls before 29297.75 PDH and then prints a 5m close back below 29288.00 is a fade.,29288,confirm.ref_price,"[""p69:L4""]","[""ONH""]",ONH,A,False,[],False,[],[554],False,,,,,,,18.2701,,observed,[1787641500000],2026-08-25T02:04:10.561000-05:00,2026-08-25T04:09:27.368000-05:00,124,124,True,,,10.0,0.5473423790783849
p69:S3:2,69,2026-08-25:LONDON,1,S3,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T02:04:10.561000-05:00,2,balance,balance,neutral,not-recorded,acceptance,follow,short,C,Acceptance below 29195.00 EQL: 2×5m closes below 29195.00 after 29199.75 PDC gives way opens continuation toward 29156.50.,29195,confirm.ref_price,"[""p69:L7""]","[""EQL""]",EQL,A,False,[],False,[],[],False,,,,,,,18.2701,,not observed (complete window),[],2026-08-25T02:04:10.561000-05:00,2026-08-25T04:09:27.368000-05:00,124,124,True,,,83.0,4.542941746350595
p69:S4:3,69,2026-08-25:LONDON,1,S4,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T02:04:10.561000-05:00,2,balance,balance,neutral,not-recorded,breakout_retest,follow,long,C,"Breakout-retest above 29297.75 PDH: 2×5m closes above 29297.75, then a pullback that does not close below 29288.00 gets a continuation long.",29297.75,confirm.ref_price,"[""p69:L3""]","[""PDH""]",PDH,A,False,[],False,[],[],False,,,,,,,18.2701,,observed,[1787646180000],2026-08-25T02:04:10.561000-05:00,2026-08-25T04:09:27.368000-05:00,124,124,True,,,19.75,1.0810011986798103
p69:S5:4,69,2026-08-25:LONDON,1,S5,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T02:04:10.561000-05:00,2,balance,balance,neutral,not-recorded,reclaim,follow,long,C,Reclaim of 29199.75 PDC on a dip: a 15m close above 29199.75 starts a retest long toward 29243.75.,29199.75,confirm.ref_price,"[""p69:L6""]","[""PDC""]",PDC,A,False,[],False,[],[],False,,,,,,,18.2701,,not observed (complete window),[],2026-08-25T02:04:10.561000-05:00,2026-08-25T04:09:27.368000-05:00,124,124,True,,,78.25,4.282954116288362
p70:S1:0,70,2026-08-25:LONDON,2,S1,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T04:09:27.368000-05:00,4,trend,trend,long,not-recorded,breakout_retest,follow,long,C,"ONH breakout-retest: 5m close above 29327.75, then a shallow pullback holds above 29327.75 with a 5m close back above 29327.75",29327.75,confirm.ref_price,"[""p70:L2""]","[""ONH""]",ONH,A,False,[],False,[],"[556, 557, 558]",False,,,,,,,26.0891,,observed,[1787649060000],2026-08-25T04:09:27.368000-05:00,2026-08-25T08:30:00-05:00,260,260,True,18.75,0.7186909475604755,6.0,0.22998110321935217
p70:S2:1,70,2026-08-25:LONDON,2,S2,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T04:09:27.368000-05:00,4,trend,trend,long,not-recorded,hold,fade,long,C,PDH pullback: first touch of 29297.75 holds and prints a 5m close back above 29297.75,29297.75,confirm.ref_price,"[""p70:L3""]","[""PDH""]",PDH,A,False,[],False,[],[555],False,,,,,,,26.0891,,observed,[1787664540000],2026-08-25T04:09:27.368000-05:00,2026-08-25T08:30:00-05:00,260,260,True,11.25,0.4312145685362853,24.0,0.9199244128774087
p70:S3:2,70,2026-08-25:LONDON,2,S3,2026-08-25,LONDON,2026-08-25:LONDON,2026-08-25T04:09:27.368000-05:00,4,trend,trend,long,not-recorded,sweep_reclaim,fade,long,C,Deep sweep-reclaim: price sweeps 29243.75/29240.25 and a 5m close back above 29243.75 confirms the reclaim,29243.75,confirm.ref_price,"[""p70:L4""]","[""RTH-H""]",RTH-H,A,False,[],False,[],[],False,,,,,,,26.0891,,not observed (complete window),[],2026-08-25T04:09:27.368000-05:00,2026-08-25T08:30:00-05:00,260,260,True,65.25,2.501044497510455,78.0,2.989754341851578
p71:S1:0,71,2026-08-25:NY,1,S1,2026-08-25,NY,2026-08-25:NY,2026-08-25T08:35:00.440000-05:00,8,trend,trend,long,not-recorded,reclaim,follow,long,A,Reclaim of 29328.75 EQH·15m with a 2x5m close above,29328.75,confirm.ref_price,"[""p71:L4""]","[""EQH·15m (HTF)""]",EQH,A,False,[],False,[],[],False,,,,,,,20.8192,,observed,[1787664960000],2026-08-25T08:35:00.440000-05:00,2026-08-25T09:36:32.271000-05:00,60,60,True,,,46.25,2.2215070703965574
p71:S2:1,71,2026-08-25:NY,1,S2,2026-08-25,NY,2026-08-25:NY,2026-08-25T08:35:00.440000-05:00,8,trend,trend,long,not-recorded,hold,fade,long,B,Pullback holds 29297.75 PDH and prints a 1x5m close back above,29297.75,confirm.ref_price,"[""p71:L3""]","[""PDH""]",PDH,A,False,[],False,[],[],False,,,,,,,20.8192,,observed,[1787666220000],2026-08-25T08:35:00.440000-05:00,2026-08-25T09:36:32.271000-05:00,60,60,True,,,77.25,3.710517214878574
p71:S3:2,71,2026-08-25:NY,1,S3,2026-08-25,NY,2026-08-25:NY,2026-08-25T08:35:00.440000-05:00,8,trend,trend,long,not-recorded,breakout_retest,follow,long,B,Breakout-retest of 29363.50 EQH·4h with a 2x5m close above,29363.5,confirm.ref_price,"[""p71:L5""]","[""EQH·4h (HTF)""]",EQH,A,False,[],False,[],[],False,,,,,,,20.8192,,observed,[1787664960000],2026-08-25T08:35:00.440000-05:00,2026-08-25T09:36:32.271000-05:00,60,60,True,,,11.5,0.5523747310175223
p71:S4:3,71,2026-08-25:NY,1,S4,2026-08-25,NY,2026-08-25:NY,2026-08-25T08:35:00.440000-05:00,8,trend,trend,long,not-recorded,sweep_reclaim,fade,long,C,Sweep of 29243.75 RTH-H and 1x5m close back above,29243.75,confirm.ref_price,"[""p71:L2""]","[""RTH-H""]",RTH-H,A,False,[],False,[],[559],False,,,,,,,20.8192,,observed,[1787666880000],2026-08-25T08:35:00.440000-05:00,2026-08-25T09:36:32.271000-05:00,60,60,True,,,131.25,6.304276821395635
p72:S1:0,72,2026-08-25:NY,2,S1,2026-08-25,NY,2026-08-25:NY,2026-08-25T09:36:32.271000-05:00,9,trend,trend,short,not-recorded,acceptance,follow,short,C,1x5m close below 29243.75 RTH-H after the failed rebound above it,29243.75,confirm.ref_price,"[""p72:L0""]","[""RTH-H""]",RTH-H,A,False,[],False,[],[],False,,,,,,,40.8186,,observed,[1787668680000],2026-08-25T09:36:32.271000-05:00,2026-08-25T14:45:00-05:00,308,308,True,2.25,0.05512192970851523,24.5,0.6002165679371658
p72:S2:1,72,2026-08-25:NY,2,S2,2026-08-25,NY,2026-08-25:NY,2026-08-25T09:36:32.271000-05:00,9,trend,trend,short,not-recorded,acceptance,follow,short,C,1x5m close below 29220.25 EQL·15m after acceptance,29220.25,confirm.ref_price,"[""p72:L1""]","[""EQL·15m (HTF)""]",EQL,A,False,[],False,[],[],False,,,,,,,40.8186,,observed,[1787668920000],2026-08-25T09:36:32.271000-05:00,2026-08-25T14:45:00-05:00,308,308,True,25.75,0.6308398622196744,1.0,0.02449863542600677
p72:S3:2,72,2026-08-25:NY,2,S3,2026-08-25,NY,2026-08-25:NY,2026-08-25T09:36:32.271000-05:00,9,trend,trend,short,not-recorded,reject,fade,short,C,rally into 29279.25 OR-L rejects with a 1x5m close below 29279.25,29279.25,confirm.ref_price,"[""p72:L6""]","[""OR-L""]",OR-L,A,False,[],False,[],[560],False,,,,,,,40.8186,,observed,[1787671740000],2026-08-25T09:36:32.271000-05:00,2026-08-25T14:45:00-05:00,308,308,True,33.25,0.814579627914725,60.0,1.4699181255604061
p72:S4:3,72,2026-08-25:NY,2,S4,2026-08-25,NY,2026-08-25:NY,2026-08-25T09:36:32.271000-05:00,9,trend,trend,short,not-recorded,reject,fade,short,C,rally into 29377.00 OR-H rejects with a 1x5m close below 29377.00,29377,confirm.ref_price,"[""p72:L8""]","[""OR-H""]",OR-H,A,False,[],False,[],[],False,,,,,,,40.8186,,not observed (complete window),[],2026-08-25T09:36:32.271000-05:00,2026-08-25T14:45:00-05:00,308,308,True,131.0,3.209321240806887,157.75,3.864659738452568
p73:S1:0,73,2026-08-25:ASIA,1,S1,2026-08-25,ASIA,2026-08-25:ASIA,2026-08-25T17:05:07.288000-05:00,17,trend,trend,long,not-recorded,breakout_retest,follow,long,C,"Two consecutive 5m closes above 29310.00 (ONH), with any retest holding above 29310.00",29310,confirm.ref_price,"[""p73:L2""]","[""ONH""]",ONH,A,False,[],False,[],[],False,,,,,,,17.1671,,not observed (complete window),[],2026-08-25T17:05:07.288000-05:00,2026-08-25T17:29:20.214000-05:00,23,23,True,,,8.0,0.4660076541757198
p73:S2:1,73,2026-08-25:ASIA,1,S2,2026-08-25,ASIA,2026-08-25:ASIA,2026-08-25T17:05:07.288000-05:00,17,trend,trend,long,not-recorded,hold,fade,long,C,Shallow pullback to 29283.50 (PDH) holds with a 1x5m close back above 29283.50,29283.5,confirm.ref_price,"[""p73:L3""]","[""PDH""]",PDH,A,False,[],False,[],[],False,,,,,,,17.1671,,observed,[1787696460000],2026-08-25T17:05:07.288000-05:00,2026-08-25T17:29:20.214000-05:00,23,23,True,,,18.5,1.077642700281352
p73:S3:2,73,2026-08-25:ASIA,1,S3,2026-08-25,ASIA,2026-08-25:ASIA,2026-08-25T17:05:07.288000-05:00,17,trend,trend,long,not-recorded,hold,fade,long,C,Pullback to 29243.75 (RTH-H) holds with a 1x5m close back above 29243.75,29243.75,confirm.ref_price,"[""p73:L4""]","[""RTH-H""]",RTH-H,B,False,[],False,[],[],False,,,,,,,17.1671,,not observed (complete window),[],2026-08-25T17:05:07.288000-05:00,2026-08-25T17:29:20.214000-05:00,23,23,True,,,58.25,3.3931182319669597
p73:S4:3,73,2026-08-25:ASIA,1,S4,2026-08-25,ASIA,2026-08-25:ASIA,2026-08-25T17:05:07.288000-05:00,17,trend,trend,long,not-recorded,sweep_reclaim,fade,long,C,Full retrace to 29199.75 (PDC): a sweep below 29199.75 that reclaims with a 1x5m close above 29199.75,29199.75,confirm.ref_price,"[""p73:L5""]","[""PDC""]",PDC,A,False,[],False,[],[],False,,,,,,,17.1671,,not observed (complete window),[],2026-08-25T17:05:07.288000-05:00,2026-08-25T17:29:20.214000-05:00,23,23,True,,,102.25,5.956160329933419
p74:S0:0,74,2026-08-25:ASIA,2,S0,2026-08-25,ASIA,2026-08-25:ASIA,2026-08-25T17:29:20.214000-05:00,17,no-trade,no-trade,neutral,not-recorded,hold,stand-aside,long,B,none,,unresolved,[],[],unresolved,unresolved,False,[],False,[],[],False,,,,,,,15.4153,,unknown,[],2026-08-25T17:29:20.214000-05:00,2026-08-25T18:08:10.389000-05:00,38,38,True,,,,
