level_key,plan_row,session,date,label,kind,grade,machine_grade,price,narrative_distance_pts,narrative_distance_atr,publication_distance_pts,publication_distance_atr
p95:L5,95,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,19.0,1.1037014661802635,23.5,1.3651044450124312
p95:L6,95,LONDON,2026-08-26,ONH,ONH,A,A,29310,100.5,5.837999860585078,105.0,6.0994028394172455
p95:L7,95,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,206.5,11.995492250853916,211.0,12.256895229686084
p95:L8,95,LONDON,2026-08-26,PDH,PDH,A,A,29420,210.5,12.227850454260288,215.0,12.489253433092456
p95:L9,95,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29432.25,222.75,12.939447452192299,227.25,13.200850431024467
p96:L0,96,LONDON,2026-08-26,EQH,EQH,A,,29258.5,,,0.25,
p96:L1,96,LONDON,2026-08-26,EQL,EQL,A,,29261.75,,,3.0,
p96:L2,96,LONDON,2026-08-26,EQH,EQH,A,,29255,,,3.75,
p96:L3,96,LONDON,2026-08-26,EQL,EQL,A,,29265.25,,,6.5,
p96:L4,96,LONDON,2026-08-26,EQH,EQH,A,,29251.5,,,7.25,
p96:L5,96,LONDON,2026-08-26,EQH,EQH,A,,29247.5,,,11.25,
p96:L6,96,LONDON,2026-08-26,PDC,PDC,B,,29228.5,,,30.25,
p96:L7,96,LONDON,2026-08-26,ONH,ONH,A,,29310,,,51.25,
p96:L8,96,LONDON,2026-08-26,RTH-L,RTH-L,A,,29145.5,,,113.25,
p96:L9,96,LONDON,2026-08-26,RTH-H,RTH-H,A,,29416,,,157.25,
p96:L10,96,LONDON,2026-08-26,PDH,PDH,A,,29420,,,161.25,
p96:L11,96,LONDON,2026-08-26,PDL,PDL,A,,29095.5,,,163.25,
p97:L0,97,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,147.25,8.172519244964674,173.25,9.615544714364209
p97:L1,97,LONDON,2026-08-26,PDL,PDL,A,A,29095.5,136.75,7.58975895924563,162.75,9.032784428645165
p97:L2,97,LONDON,2026-08-26,RTH-L,RTH-L,A,A,29145.5,86.75,4.81470997963114,112.75,6.257735449030675
p97:L3,97,LONDON,2026-08-26,OB(bull)·1h,OB,A,A,29212.5,19.75,1.0961443469477234,45.75,2.5391698163472585
p97:L4,97,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,3.75,0.20812867347108674,29.75,1.6511541428706216
p97:L5,97,LONDON,2026-08-26,ONH,ONH,A,A,29310,77.75,4.315201163300532,51.75,2.872175693900997
p97:L6,97,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,183.75,10.19830500008325,157.75,8.755279530683715
p97:L7,97,LONDON,2026-08-26,PDH,PDH,A,A,29420,187.75,10.42030891845241,161.75,8.977283449052875
p97:L8,97,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29432.25,200.0,11.10019591845796,174.0,9.657170449058425
p97:L9,97,LONDON,2026-08-26,OB(bear)·1h (HTF),OB,A,A,29502.88,270.630000000001,15.020230107061446,244.63000000000102,13.57720463766191
p97:L10,97,LONDON,2026-08-26,Demand·1h (HTF),DEMAND,A,,29541.12,308.869999999999,17.142587566670493,282.869999999999,15.69956209727096
p98:L0,98,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,,,18.5,1.0294764138606478
p98:L1,98,LONDON,2026-08-26,OB(bull)·1h,OB,A,A,29212.5,,,34.5,1.9198343934158026
p98:L2,98,LONDON,2026-08-26,RTH-L,RTH-L,A,A,29145.5,,,101.5,5.648208432803013
p98:L3,98,LONDON,2026-08-26,PDL,PDL,A,A,29095.5,,,151.5,8.430577118912872
p98:L4,98,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,,,162.0,9.014874542995942
p98:L5,98,LONDON,2026-08-26,ONH,ONH,A,A,29310,,,63.0,3.505784544498422
p98:L6,98,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,,,169.0,9.404406159051323
p98:L7,98,LONDON,2026-08-26,PDH,PDH,A,A,29420,,,173.0,9.626995653940112
p98:L8,98,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29432.25,,,185.25,10.308675982037027
p98:L9,98,LONDON,2026-08-26,OB(bear)·1h (HTF),OB,A,A,29502.88,,,255.88000000000102,14.23904998803587
p98:L10,98,LONDON,2026-08-26,Demand·1h (HTF),DEMAND,A,,29541.12,,,294.119999999999,16.367005559172576
p99:L0,99,LONDON,2026-08-26,OB(bull)·1h,OB,A,A,29212.5,1.25,0.058453826153644715,1.0,0.046763060922915774
p99:L1,99,LONDON,2026-08-26,RTH-L,RTH-L,A,A,29145.5,68.25,3.1915789079890016,68.0,3.1798881427582724
p99:L2,99,LONDON,2026-08-26,ONH,ONH,A,A,29310,96.25,4.500944613830643,96.5,4.512635379061372
p99:L3,99,LONDON,2026-08-26,PDL,PDL,A,A,29095.5,118.25,5.52973195413479,118.0,5.5180411889040615
p99:L4,99,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,128.75,6.020744093825406,128.5,6.009053328594677
p99:L5,99,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,14.75,0.6897551486130077,15.0,0.7014459138437366
p99:L6,99,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,202.25,9.457829071659715,202.5,9.469519836890443
p99:L7,99,LONDON,2026-08-26,PDH,PDH,A,A,29420,206.25,9.644881315351379,206.5,9.656572080582107
p99:L8,99,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29432.25,218.5,10.217728811657096,218.75,10.229419576887825
p99:L9,99,LONDON,2026-08-26,OB(bear)·1h (HTF),OB,A,A,29502.88,289.130000000001,13.520603804642684,289.380000000001,13.532294569873415
p99:L10,99,LONDON,2026-08-26,Demand·1h (HTF),DEMAND,A,,29541.12,327.369999999999,15.308823254334888,327.619999999999,15.320514019565618
p100:L0,100,LONDON,2026-08-26,EQH,EQH,A,,29167.25,,,3.5,
p100:L1,100,LONDON,2026-08-26,EQH,EQH,A,,29175.75,,,5.0,
p100:L2,100,LONDON,2026-08-26,EQL,EQL,A,,29164,,,6.75,
p100:L3,100,LONDON,2026-08-26,EQH,EQH,A,,29160,,,10.75,
p100:L4,100,LONDON,2026-08-26,EQL,EQL,A,,29183.5,,,12.75,
p100:L5,100,LONDON,2026-08-26,EQL,EQL,A,,29187.25,,,16.5,
p100:L6,100,LONDON,2026-08-26,RTH-L,RTH-L,A,,29145.5,,,25.25,
p100:L7,100,LONDON,2026-08-26,PDC,PDC,B,,29228.5,,,57.75,
p100:L8,100,LONDON,2026-08-26,PDL,PDL,A,,29095.5,,,75.25,
p100:L9,100,LONDON,2026-08-26,ONH,ONH,A,,29310,,,139.25,
p100:L10,100,LONDON,2026-08-26,RTH-H,RTH-H,A,,29416,,,245.25,
p100:L11,100,LONDON,2026-08-26,PDH,PDH,A,,29420,,,249.25,
p101:L0,101,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,92.0,3.120653980529833,81.75,2.7729724229164545
p101:L1,101,LONDON,2026-08-26,PDL,PDL,A,A,29095.5,81.5,2.7644923849258842,71.25,2.4168108273125064
p101:L2,101,LONDON,2026-08-26,RTH-L,RTH-L,A,A,29145.5,31.5,1.0684847868118448,21.25,0.7208032291984667
p101:L3,101,LONDON,2026-08-26,OB(bull)·1h,OB,A,A,29212.5,35.5,1.204165394660968,45.75,1.551846952274346
p101:L4,101,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,51.5,1.7468878260574607,61.75,2.0945693836708386
p101:L5,101,LONDON,2026-08-26,ONH,ONH,A,A,29310,133.0,4.5113802109833445,143.25,4.859061768596723
p101:L6,101,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,239.0,8.106916318985109,249.25,8.454597876598486
p101:L7,101,LONDON,2026-08-26,PDH,PDH,A,A,29420,243.0,8.242596926834231,253.25,8.59027848444761
p101:L8,101,LONDON,2026-08-26,OB(bear)·1h (HTF),OB,A,A,29502.88,325.880000000001,11.053899121468097,336.130000000001,11.401580679081476
p101:L9,101,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29532,355.0,12.04165394660968,365.25,12.389335504223059
p101:L10,101,LONDON,2026-08-26,Demand·1h (HTF),DEMAND,A,,29541.12,364.119999999999,12.351005732505646,374.369999999999,12.698687290119025
p102:L0,102,LONDON,2026-08-26,RTH-L,RTH-L,A,A,29145.5,,,23.5,0.8230567979237955
p102:L1,102,LONDON,2026-08-26,PDL,PDL,A,A,29095.5,,,73.5,2.574241474357403
p102:L2,102,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,,,84.0,2.9419902564084603
p102:L3,102,LONDON,2026-08-26,OB(bull)·1h,OB,A,A,29212.5,,,43.5,1.5235306684972385
p102:L4,102,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,,,59.5,2.0839097649559926
p102:L5,102,LONDON,2026-08-26,ONH,ONH,A,A,29310,,,141.0,4.9383407875427725
p102:L6,102,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,,,247.0,8.65085230158202
p102:L7,102,LONDON,2026-08-26,PDH,PDH,A,A,29420,,,251.0,8.790947075696709
p102:L8,102,LONDON,2026-08-26,OB(bear)·1h (HTF),OB,A,A,29502.88,,,333.880000000001,11.693710795353093
p102:L9,102,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29532,,,363.0,12.71360075090799
p102:L10,102,LONDON,2026-08-26,Demand·1h (HTF),DEMAND,A,,29541.12,,,372.119999999999,13.033016835889445
p103:L0,103,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,77.0,2.813556225449895,89.25,3.2611674431351054
p103:L1,103,LONDON,2026-08-26,PDL,PDL,A,A,29095.5,66.5,2.429889467434,78.75,2.8775006851192106
p103:L2,103,LONDON,2026-08-26,RTH-L,RTH-L,B,B,29145.5,16.5,0.6029049054535489,28.75,1.0505161231387594
p103:L3,103,LONDON,2026-08-26,OB(bull)·1h,OB,C,C,29212.5,50.5,1.8452544076002557,38.25,1.3976431899150452
p103:L4,103,LONDON,2026-08-26,PDC,PDC,B,B,29228.5,66.5,2.429889467434,54.25,1.9822782497487896
p103:L5,103,LONDON,2026-08-26,ONH,ONH,A,A,29310,148.0,5.407874303462136,135.75,4.960263085776925
p103:L6,103,LONDON,2026-08-26,RTH-H,RTH-H,A,A,29416,254.0,9.281081574860693,241.75,8.833470357175482
p103:L7,103,LONDON,2026-08-26,PDH,PDH,A,A,29420,258.0,9.427240339819129,245.75,8.979629122133918
p104:L0,104,NY,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29085,,,190.25,6.951676258335617
p104:L1,104,NY,2026-08-26,PDL,PDL,A,A,29095.5,,,179.75,6.5680095003197225
p104:L2,104,NY,2026-08-26,RTH-L,RTH-L,B,B,29145.5,,,129.75,4.7410249383392715
p104:L3,104,NY,2026-08-26,OB(bull)·1h,OB,C,C,29212.5,,,62.75,2.2928656252854664
p104:L4,104,NY,2026-08-26,PDC,PDC,B,B,29228.5,,,46.75,1.708230565451722
p104:L5,104,NY,2026-08-26,ONH,ONH,A,A,29310,,,34.75,1.2697542705764135
p104:L6,104,NY,2026-08-26,PDH,PDH,A,A,29420,,,144.75,5.289120306933406
p104:L7,104,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29539.38,,,264.130000000001,9.65122864711797
p105:L0,105,NY,2026-08-26,PDL,PDL,A,A,29095.5,192.5,4.869879353482406,193.75,4.901501946686838
p105:L1,105,NY,2026-08-26,OR-L,OR-L,A,A,29174.25,113.75,2.8776559816032403,115.0,2.9092785748076713
p105:L2,105,NY,2026-08-26,OB(bull)·1h,OB,C,C,29212.5,75.5,1.9100046295476452,76.75,1.9416272227520763
p105:L3,105,NY,2026-08-26,OR-H,OR-H,A,A,29281,7.0,0.17708652194481478,8.25,0.20870911514924598
p105:L4,105,NY,2026-08-26,ONH,ONH,A,A,29310,22.0,0.5565576403979893,20.75,0.5249350471935581
p105:L5,105,NY,2026-08-26,RTH-H,RTH-H,A,A,29416,128.0,3.238153544133756,126.75,3.206530950929325
p105:L6,105,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29539.38,251.38000000000102,6.35942998378396,250.13000000000102,6.327807390579529
p105:L7,105,NY,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,265.119999999999,6.707025528287017,263.869999999999,6.675402935082585
p106:L0,106,NY,2026-08-26,PDL,PDL,A,A,29095.5,,,116.75,3.0776733580250166
p106:L1,106,NY,2026-08-26,OR-L,OR-L,A,A,29174.25,,,38.0,1.0017266604278428
p106:L2,106,NY,2026-08-26,OB(bull)·1h,OB,C,C,29212.5,,,0.25,0.006590306976498966
p106:L3,106,NY,2026-08-26,PDC,PDC,B,B,29228.5,,,16.25,0.42836995347243273
p106:L4,106,NY,2026-08-26,ONH,ONH,C,C,29310,,,97.75,2.5768100278110952
p106:L5,106,NY,2026-08-26,RTH-H,RTH-H,A,A,29416,,,203.75,5.3711001858466565
p106:L6,106,NY,2026-08-26,PDH,PDH,A,A,29420,,,207.75,5.47654509747064
p106:L7,106,NY,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,,,340.869999999999,8.985751756316782
p107:L0,107,NY,2026-08-26,OR-L,OR-L,B,B,29174.25,19.75,0.48819676183413674,23.0,0.5685329378321592
p107:L1,107,NY,2026-08-26,RTH-L,RTH-L,B,B,29145.5,48.5,1.1988629341243358,51.75,1.2791991101223583
p107:L2,107,NY,2026-08-26,PDL,PDL,A,A,29095.5,98.5,2.434804103324682,101.75,2.5151402793227042
p107:L3,107,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29209.25,15.25,0.37696205660610554,12.0,0.2966258806080831
p107:L4,107,NY,2026-08-26,PDC,PDC,B,B,29228.5,34.5,0.8527994067482388,31.25,0.7724632307502163
p107:L5,107,NY,2026-08-26,ONH,ONH,C,C,29310,116.0,2.867383512544803,112.75,2.7870473365467805
p107:L6,107,NY,2026-08-26,RTH-H,RTH-H,A,A,29416,222.0,5.487578791249537,218.75,5.407242615251514
p107:L7,107,NY,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,359.119999999999,8.877023853664541,355.869999999999,8.796687677666519
p108:L0,108,NY,2026-08-26,PDC,PDC,B,B,29228.5,23.75,0.6408509421183429,30.75,0.8297333250584861
p108:L1,108,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29209.25,43.0,1.1602774952037367,50.0,1.3491598781438798
p108:L2,108,NY,2026-08-26,PDL,PDL,A,A,29095.5,156.75,4.2296162179810635,163.75,4.418498600921207
p108:L3,108,NY,2026-08-26,OR-H,OR-H,C,C,29281,28.75,0.7757669299327309,21.75,0.5868845469925877
p108:L4,108,NY,2026-08-26,ONH,ONH,C,C,29310,57.75,1.5582796592561812,50.75,1.369397276316038
p108:L5,108,NY,2026-08-26,RTH-H,RTH-H,A,A,29416,163.75,4.418498600921207,156.75,4.2296162179810635
p108:L6,108,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29539.38,287.130000000001,7.747685516229072,280.130000000001,7.5588031332889285
p108:L7,108,NY,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,300.869999999999,8.118434650742955,293.869999999999,7.929552267802812
p109:L0,109,NY,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,,,282.369999999999,7.822056998493013
p109:L1,109,NY,2026-08-26,RTH-H,RTH-H,A,A,29416,,,145.25,4.023634872794965
p109:L2,109,NY,2026-08-26,ONH,ONH,C,C,29310,,,39.25,1.0872817126141299
p109:L3,109,NY,2026-08-26,OR-H,OR-H,C,C,29281,,,10.25,0.28393981030050525
p109:L4,109,NY,2026-08-26,PDC,PDC,B,B,29228.5,,,42.25,1.1703860473362289
p109:L5,109,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29209.25,,,61.5,1.7036388618030316
p109:L6,109,NY,2026-08-26,RTH-L,RTH-L,B,B,29145.5,,,125.25,3.4696059746476373
p109:L7,109,NY,2026-08-26,PDL,PDL,A,A,29095.5,,,175.25,4.8546782200159555
p110:L0,110,NY,2026-08-26,OR-H,OR-H,C,C,29281,13.5,0.39340708016179227,4.0,0.11656506078867919
p110:L1,110,NY,2026-08-26,ONH,ONH,C,C,29310,42.5,1.2385037708797164,25.0,0.7285316299292449
p110:L2,110,NY,2026-08-26,RTH-H,RTH-H,A,A,29416,148.5,4.327477881779715,131.0,3.8175057408292434
p110:L3,110,NY,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,285.619999999999,8.323328165615608,268.119999999999,7.813356024665136
p110:L4,110,NY,2026-08-26,PDC,PDC,B,B,29228.5,39.0,1.136509342689622,56.5,1.6464814836400936
p110:L5,110,NY,2026-08-26,OB(bull)·1h,OB,C,C,29212.5,55.0,1.602769585844339,72.5,2.1127417267948103
p110:L6,110,NY,2026-08-26,Supply·1h,SUPPLY,C,C,29209.25,58.25,1.6974786977351406,75.75,2.207450838685612
p110:L7,110,NY,2026-08-26,PDL,PDL,A,A,29095.5,172.0,5.012297613913205,189.5,5.522269754863677
p111:L0,111,NY,2026-08-26,VWAP−1σ,VWAP,A,,29182.837691198336,,,18.41230880166404,
p111:L1,111,NY,2026-08-26,OR-L,OR-L,C,,29174.25,,,27.0,
p111:L2,111,NY,2026-08-26,PDC,PDC,B,,29228.5,,,27.25,
p111:L3,111,NY,2026-08-26,RTH-L,RTH-L,B,,29145.5,,,55.75,
p111:L4,111,NY,2026-08-26,PDL,PDL,A,,29095.5,,,105.75,
p111:L5,111,NY,2026-08-26,ONH,ONH,C,,29310,,,108.75,
p111:L6,111,NY,2026-08-26,RTH-H,RTH-H,A,,29416,,,214.75,
p111:L7,111,NY,2026-08-26,PDH,PDH,A,,29420,,,218.75,
p112:L0,112,ASIA,2026-08-26,ONH,ONH,A,A,29546.75,,,16.5,0.39737396020480414
p112:L1,112,ASIA,2026-08-26,nPOC·wk·2026-08-18,NPOC,A,,29553.12,,,10.130000000001019,0.24396352829545884
p112:L2,112,ASIA,2026-08-26,nPOC·wk·2026-08-17,NPOC,A,A,29596.88,,,33.63000000000102,0.8099203807083617
p112:L3,112,ASIA,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29611,,,47.75,1.1499761575623877
p112:L4,112,ASIA,2026-08-26,Demand·1h,DEMAND,C,,29541.12,,,22.13000000000102,0.5329627720807709
p112:L5,112,ASIA,2026-08-26,OB(bull)·1h (HTF),OB,A,A,29532,,,31.25,0.7526021973575836
p112:L6,112,ASIA,2026-08-26,OB(bear)·1h (HTF),OB,A,A,29502.88,,,60.36999999999898,1.4539070289432499
p112:L7,112,ASIA,2026-08-26,ONL,ONL,A,A,29497.75,,,65.5,1.5774542056614953
p113:L0,113,ASIA,2026-08-26,VWAP+1σ,VWAP,A,,29605.951370607392,8.048629392607836,0.2514811604662985,0.798629392607836,0.024953347537653173
p113:L1,113,ASIA,2026-08-26,RN 29600 (100),RN,B,,29600,14.0,0.43743301806910817,6.75,0.21090520514046288
p113:L2,113,ASIA,2026-08-26,RN 29625 (25),RN,B,,29625,11.0,0.34369737134001355,18.25,0.5702251842686589
p113:L3,113,ASIA,2026-08-26,ONH,ONH,A,,29628.75,14.75,0.4608669297513818,22.0,0.6873947426800271
p113:L4,113,ASIA,2026-08-26,VWAP,VWAP,A,,29581.441670526827,32.55832947317322,1.0172920231956113,25.308329473173217,0.7907642102669659
p113:L5,113,ASIA,2026-08-26,RN 29650 (50),RN,B,,29650,36.0,1.1248277607491353,43.25,1.3513555736777807
p113:L6,113,ASIA,2026-08-26,VWAP−1σ,VWAP,A,,29556.93197044626,57.0680295537386,1.783102885924924,49.8180295537386,1.5565750729962786
p113:L7,113,ASIA,2026-08-26,EQL,EQL,A,,29549.25,64.75,2.0231277085696253,57.5,1.79659989564098
p114:L0,114,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,29611,,,23.5,1.0135339124134184
p114:L1,114,ASIA,2026-08-26,EQH·1h (HTF),EQH,A,A,29621,,,13.5,0.5822428858545169
p114:L2,114,ASIA,2026-08-26,ONH,ONH,A,A,29628.75,,,5.75,0.24799234027136832
p114:L3,114,ASIA,2026-08-26,Demand·1h (HTF),DEMAND,A,A,29638,,,3.5,0.1509518592956155
p114:L4,114,ASIA,2026-08-26,Demand·4h (HTF),DEMAND,A,A,29654,,,19.5,0.8410175017898578
p114:L5,114,ASIA,2026-08-26,VWAP,VWAP,A,A,29585.99,,,48.5099999999984,2.092192769837162
p114:L6,114,ASIA,2026-08-26,VWAP−1σ,VWAP,A,A,29563.12,,,71.38000000000102,3.0785553475774825
p114:L7,114,ASIA,2026-08-26,Demand·1h,DEMAND,C,,29541.12,,,93.38000000000102,4.027395606007065
p115:L0,115,ASIA,2026-08-26,ONL,ONL,A,A,29464,5.75,0.1982683415456655,7.25,0.2499905176010565
p115:L1,115,ASIA,2026-08-26,iFVG(bull)·1h (HTF),IFVG,A,A,29443.38,26.36999999999898,0.9092758550537386,13.369999999998981,0.46101699590701667
p115:L2,115,ASIA,2026-08-26,FVG·1h (HTF),FVG,A,A,29433.25,36.5,1.258572950681181,23.5,0.810314091534459
p115:L3,115,ASIA,2026-08-26,iFVG(bull)·1h (HTF),IFVG,A,A,29403.88,65.86999999999898,2.271293157845702,52.86999999999898,1.8230342986989796
p115:L4,115,ASIA,2026-08-26,OB(bear)·1h,OB,C,C,29502.88,33.13000000000102,1.1423704618101043,46.13000000000102,1.5906293209568263
p115:L5,115,ASIA,2026-08-26,FVG·1h (HTF),FVG,A,A,29511.25,41.5,1.430980204199151,54.5,1.879239063345873
p115:L6,115,ASIA,2026-08-26,OB(bull)·4h (HTF),OB,A,,29525.12,55.36999999999898,1.9092379254579648,68.36999999999898,2.357496784604687
p115:L7,115,ASIA,2026-08-26,Demand·1h,DEMAND,C,,29541.12,71.36999999999898,2.4609411367154688,84.36999999999898,2.9091999958621906
p116:L0,116,ASIA,2026-08-26,EQH·15m,EQH,A,A,29470.25,9.0,0.3185727938834023,2.75,0.0973416870199285
p116:L1,116,ASIA,2026-08-26,Supply·1h,SUPPLY,A,,29465.12,14.130000000001019,0.5001592863969777,7.880000000001019,0.2789281795335039
p116:L2,116,ASIA,2026-08-26,ONL,ONL,A,A,29432.25,47.0,1.6636579236133233,40.75,1.4424268167498495
p116:L3,116,ASIA,2026-08-26,iFVG(bull)·1h,IFVG,A,A,29403.88,75.36999999999898,2.667870163887968,69.11999999999898,2.446639057024494
p116:L4,116,ASIA,2026-08-26,EQL·15m,EQL,A,A,29485,5.75,0.20353261831439595,12.0,0.4247637251778698
p116:L5,116,ASIA,2026-08-26,VWAP−1σ,VWAP,A,A,29491.71,12.459999999999127,0.44104633464299053,18.709999999999127,0.6622774415064644
p116:L6,116,ASIA,2026-08-26,OB(bear)·1h,OB,C,C,29502.88,23.63000000000102,0.836430568829458,29.88000000000102,1.0576616756929318
p116:L7,116,ASIA,2026-08-26,VWAP,VWAP,A,A,29553.8,74.54999999999927,2.6388446426674905,80.79999999999927,2.860075749530964
p117:L0,117,ASIA,2026-08-26,VWAP,VWAP,A,A,29544.6,,,51.849999999998545,1.94373842566554
p117:L1,117,ASIA,2026-08-26,Demand·1h,DEMAND,C,,29541.12,,,48.36999999999898,1.8132811504231983
p117:L2,117,ASIA,2026-08-26,EQL·1h (HTF),EQL,A,A,29530.75,,,38.0,1.4245334652901176
p117:L3,117,ASIA,2026-08-26,EQL·4h (HTF),EQL,A,A,29518.25,,,25.5,0.9559369306552105
p117:L4,117,ASIA,2026-08-26,OB(bear)·1h,OB,C,C,29502.88,,,10.130000000001019,0.37975063166816686
p117:L5,117,ASIA,2026-08-26,eVWAP,EVWAP,A,A,29491,,,1.75,0.06560351484888699
p117:L6,117,ASIA,2026-08-26,VWAP−1σ,VWAP,A,A,29481.16,,,11.590000000000146,0.4344827069134913
p117:L7,117,ASIA,2026-08-26,ONL,ONL,A,A,29432.25,,,60.5,2.26800722763295
p118:L0,118,ASIA,2026-08-26,Supply·1h,SUPPLY,C,C,29619.5,66.75,2.422999437355936,90.25,3.2760404377733816
p118:L1,118,ASIA,2026-08-26,VWAP+1σ,VWAP,A,A,29602.44,49.68999999999869,1.803727970669862,73.18999999999869,2.6567689710873075
p118:L2,118,ASIA,2026-08-26,EQH·15m (HTF),EQH,A,A,29590.75,38.0,1.379385447483529,61.5,2.2324264479009748
p118:L3,118,ASIA,2026-08-26,EQL·15m (HTF),EQL,A,A,29581.25,28.5,1.0345390856126468,52.0,1.8875800860300924
p118:L4,118,ASIA,2026-08-26,EQH·4h (HTF),EQH,A,A,29546.75,6.0,0.2177977022342414,17.5,0.6352432981832041
p118:L5,118,ASIA,2026-08-26,OB(bear)·1h,OB,C,C,29539.38,13.369999999998981,0.485325879811931,10.130000000001019,0.3677151206055146
p118:L6,118,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,29532,20.75,0.753217053560085,2.75,0.09982394685736065
p118:L7,118,ASIA,2026-08-26,EQL·1h (HTF),EQL,A,A,29504.25,48.5,1.7605314263934515,25.0,0.9074904259760059
p119:L0,119,ASIA,2026-08-26,VWAP−1σ,VWAP,A,A,29485.3,64.70000000000073,3.0967754287383022,66.70000000000073,3.192502644464369
p119:L1,119,ASIA,2026-08-26,eVWAP,EVWAP,A,A,29498.33,51.669999999998254,2.4731126182828573,53.669999999998254,2.5688398340089242
p119:L2,119,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,29532,18.0,0.8615449415346029,20.0,0.9572721572606699
p119:L3,119,ASIA,2026-08-26,VWAP,VWAP,A,A,29541.66,8.340000000000146,0.3991824895777063,10.340000000000146,0.4949097053037733
p119:L4,119,ASIA,2026-08-26,EQL·4h (HTF),EQL,A,A,29577.25,27.25,1.3042833142676629,25.25,1.2085560985415957
p119:L5,119,ASIA,2026-08-26,EQL·15m (HTF),EQL,A,A,29588.25,38.25,1.8307830007610313,36.25,1.7350557850349642
p119:L6,119,ASIA,2026-08-26,EQH·15m (HTF),EQH,A,A,29591.75,41.75,1.9983056282816485,39.75,1.9025784125555816
p119:L7,119,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,29611,61.0,2.9196800796450435,59.0,2.823952863918976
p120:L0,120,ASIA,2026-08-26,EQL·4h (HTF),EQL,A,A,29577.25,24.25,1.1940695367010197,38.25,1.8834292692294434
p120:L1,120,ASIA,2026-08-26,EQH·15m (HTF),EQH,A,A,29591.75,38.75,1.908049259676887,52.75,2.597408992205311
p120:L2,120,ASIA,2026-08-26,VWAP+1σ,VWAP,A,A,29597.25,44.25,2.1788691545987677,58.25,2.8682288871271915
p120:L3,120,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,29611,58.0,2.8559188919034697,72.0,3.5452786244318935
p120:L4,120,ASIA,2026-08-26,EQH·1h (HTF),EQH,A,A,29539.75,13.25,0.6524297468572582,0.75,0.03692998567116556
p120:L5,120,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,29532,21.0,1.0340395987926356,7.0,0.3446798662642119
p120:L6,120,ASIA,2026-08-26,EQL·1h (HTF),EQL,A,A,29504.25,48.75,2.400449068625761,34.75,1.7110893360973374
p120:L7,120,ASIA,2026-08-26,eVWAP,EVWAP,A,A,29500.77,52.22999999999956,2.5718042021399476,38.22999999999956,1.8824444696115241
p121:L0,121,ASIA,2026-08-26,EQL,EQL,A,A,29533.5,,,2.75,0.15721382795662042
p121:L1,121,ASIA,2026-08-26,Supply·1h,SUPPLY,C,C,29539.38,,,3.1300000000010186,0.17893792054704802
p121:L2,121,ASIA,2026-08-26,EQL·4h (HTF),EQL,A,A,29577.25,,,41.0,2.343915253171432
