trade_date,session,version,created_ct,lifecycle,bias,sid,dir,cond,q,c_rule,c_ref,c_side,arm_en,arm_entry,arm_stop,arm_target,arm_kind,targets,trig,invalid,death,flip
2026-09-02,NY,10,"2026-09-02 13:02:15",active,long,S2,long,sweep_reclaim,B,touch,29001.75,below,,,,,,"[29042.75,29058.75,29102]","Price sweeps 29001.75 RTH-L and then prints a 5m close back above it.","A 5m close below 29001.75 before the reclaim close voids the long.","A 5m close below 28927.25 ONL voids the whole plan.","A 2x5m close below 29001.75 flips the session short; a 5m close below 28927.25 voids all."
2026-09-02,NY,10,"2026-09-02 13:02:15",active,long,S3,short,reject,B,touch,29317.25,above,1,29317.25,29342.5,29246.25,,"[29246.25,29209.25,29171.25]","A rally into 29317.25 RTH-H after 13:30 pokes above and rejects; this is the allowed premium short.","A 5m close above 29342.50 voids the short.","A 5m close below 28927.25 ONL voids the whole plan.","A 2x5m close below 29001.75 flips the session short; a 5m close below 28927.25 voids all."
2026-09-02,NY,10,"2026-09-02 13:02:15",active,long,S4,short,reject,B,touch,29058.75,below,1,29058.75,29086.75,28927.25,,[28927.25],"Price pulls back to 29058.75 PDC and rejects back down; 29058.75 is the entry.","A 5m close above 29086.75 voids the short.","A 5m close below 28927.25 ONL voids the whole plan.","A 2x5m close below 29001.75 flips the session short; a 5m close below 28927.25 voids all."
2026-09-02,NY,11,"2026-09-02 13:28:36",active,long,S1,long,reclaim,B,1x5m_close,29165.06,above,,,,,,"[29171.25,29209.25,29246.25]","1x5m close above 29165.06 VWAP+1σ reclaims the magnet; long for 29171.25 ONH first, then 29209.25 Supply·1h and 29246.25 OB(bull)·4h.","5m close below 29135.50 (recent 5m HL) voids the reclaim and re-opens the 15m downtrend.","A 5m close below 28927.25 ONL kills the long-side plan; downside extension targets 28711.25 OB(bear)·4h.","2x5m close below 29001.75 RTH-L flips bias to short; a 5m close below 28927.25 ONL is plan death."
2026-09-02,NY,11,"2026-09-02 13:28:36",active,long,S2,long,reject,B,touch,29001.75,above,1,29001.75,28972.75,29102,,"[29102,29165.06,29171.25]","Clean retest of RTH-L 29001.75; limit long with structure stop 28972.75, target 29102.00 OR-H.","5m close below 28972.75 voids the fade; next downside liquid pool is ONL 28927.25.","A 5m close below 28927.25 ONL kills the long-side plan; downside extension targets 28711.25 OB(bear)·4h.","2x5m close below 29001.75 RTH-L flips bias to short; a 5m close below 28927.25 ONL is plan death."
2026-09-02,NY,11,"2026-09-02 13:28:36",active,long,S3,long,sweep_reclaim,B,1x5m_close,28927.25,above,,,,,,"[29001.75,29058.75,29102]","Sweep of ONL 28927.25 followed by a 5m close back above 28927.25 (wick alone is not enough); long the reclaim.","A subsequent 5m close below 28927.25 voids the reclaim and is plan death; liquidation targets 28711.25 OB(bear)·4h.","A 5m close below 28927.25 ONL kills the long-side plan; downside extension targets 28711.25 OB(bear)·4h.","2x5m close below 29001.75 RTH-L flips bias to short; a 5m close below 28927.25 ONL is plan death."
2026-09-02,NY,11,"2026-09-02 13:28:36",active,long,S4,short,reject,B,touch,29317.25,below,1,29317.25,29345.25,29246.25,,"[29246.25,29209.25,29165.06]","Stretched rally to RTH-H 29317.25 above the 50% mark; first-touch rejection short with structure stop 29345.25, target 29246.25.","5m close above 29345.25 voids the rejection; extension targets 29450.50 PDH.","A 5m close below 28927.25 ONL kills the long-side plan; downside extension targets 28711.25 OB(bear)·4h.","2x5m close below 29001.75 RTH-L flips bias to short; a 5m close below 28927.25 ONL is plan death."
2026-09-02,NY,12,"2026-09-02 13:56:59",active,long,S1,long,sweep_reclaim,B,1x5m_close,29050.13,above,,,,,,"[29058.75,29108.47,29154.38]","Sweep of VWAP−1σ 29050.13 toward OR-L 29042.75, then a 5m close back above 29050.13","5m close below 29042.75 before reclaim","5m close below OR-L 29042.75 kills the plan: the discount-long floor is gone.","2x5m closes below PDC 29058.75 flips bias to short"
2026-09-02,NY,12,"2026-09-02 13:56:59",active,long,S2,long,reclaim,B,1x5m_close,29108.47,above,,,,,,"[29154.38,29166.8,29171.25]","Price loses VWAP 29108.47 and a 5m close returns above 29108.47","5m close below 29102.00 before reclaim","5m close below OR-L 29042.75 kills the plan: the discount-long floor is gone.","2x5m closes below PDC 29058.75 flips bias to short"
2026-09-02,NY,12,"2026-09-02 13:56:59",active,long,S3,short,reject,B,touch,29166.8,below,1,29166.8,29199.5,29058.75,,"[29108.47,29058.75]","Rally to VWAP+1σ 29166.80 and failure to accept; enter short below 29166.80","5m close above 29199.50 invalidates the fade","5m close below OR-L 29042.75 kills the plan: the discount-long floor is gone.","2x5m closes below PDC 29058.75 flips bias to short"
2026-09-02,ASIA,1,"2026-09-02 16:36:02",active,long,S1,long,reclaim,A,1x5m_close,29113.89,above,,,,,,"[29171.25,29209.25,29317.25]","Price pulls back to 29113.89 VWAP and prints a 5m close back above 29113.89, reclaiming the mean after the 29212.50 sweep-up failed.","5m close below 29102.00 OR-H","Plan dead on a 5m close below 29058.75 PDC.","2x5m close below 29042.75 OR-L flips to short"
2026-09-02,ASIA,1,"2026-09-02 16:36:02",active,long,S2,long,sweep_reclaim,B,touch,29042.75,below,,,,,,"[29113.89,29171.25,29209.25]","Price sweeps below 29042.75 OR-L to collect stops, then prints a 1m MSS up and a 5m close back above 29042.75.","5m close below 29004.50 iFVG(bear)·4h (HTF)","Plan dead on a 5m close below 29058.75 PDC.","2x5m close below 29042.75 OR-L flips to short"
2026-09-02,ASIA,1,"2026-09-02 16:36:02",active,long,S3,long,breakout_retest,C,touch,29171.25,above,,,,,,"[29209.25,29317.25,29346.88]","Price breaks above 29171.25 ONH, pulls back, and holds the 29171.25 retest as support.","5m close below 29139.50","Plan dead on a 5m close below 29058.75 PDC.","2x5m close below 29042.75 OR-L flips to short"
2026-09-02,ASIA,1,"2026-09-02 16:36:02",active,long,S4,short,sweep_reclaim,A,touch,29317.25,above,,,,,,"[29209.25,29171.25,29113.89]","Price rallies above 29317.25 PDH, sweeps the high, then prints a 5m close back below 29317.25.","2x5m close above 29346.88 FVG·4h (HTF)","Plan dead on a 5m close below 29058.75 PDC.","2x5m close below 29042.75 OR-L flips to short"
2026-09-02,ASIA,2,"2026-09-02 17:18:29",active,long,S1,short,sweep_reclaim,B,touch,29189.25,above,,,,,,"[29175.56,29149]","Price sweeps above 29189.25 ONH (the draw) and delivers a 1m_mss close back below 29189.25; premium short allowed by branch 5.","A 1m or 5m close above 29189.25 after the reclaim negates the setup; stop beyond the sweep extreme.","A 5m close below 29058.75 PDC invalidates the whole balance/long structure and opens 29042.75/29004.50.","A 5m close below 29175.56 VWAP+1σ flips the session bias to short for a push to ONL/PDC."
2026-09-02,ASIA,2,"2026-09-02 17:18:29",active,long,S2,long,sweep_reclaim,B,touch,29149,below,,,,,,"[29175.56,29189.25]","Price sweeps below 29149.00 ONL and reclaims with a 1m_mss close back above 29149.00; discount long only per branch 5.","A 1m or 5m close below 29149.00 after the reclaim invalidates the setup; stop beyond the sweep low.","A 5m close below 29058.75 PDC invalidates the whole balance/long structure and opens 29042.75/29004.50.","A 5m close below 29175.56 VWAP+1σ flips the session bias to short for a push to ONL/PDC."
2026-09-02,ASIA,3,"2026-09-02 17:50:56",active,neutral,S1,short,sweep_reclaim,B,touch,29208.75,above,,,,,,"[29199.68,29149,29136.25]","Sweep of ONH 29208.75 / Supply 29209.25 (wick above 29208.75), then 5m close back below 29208.75","5m close back above 29212.50","Two 5m closes below 29136.25 Demand·4h invalidate the balance plan and open continuation toward PDC/RTH-L.","5m close above 29209.25 flips long; two 5m closes below 29136.25 invalidate plan"
2026-09-02,ASIA,3,"2026-09-02 17:50:56",active,neutral,S2,long,sweep_reclaim,B,touch,29149,below,,,,,,"[29199.68,29208.75,29317.25]","Sweep below ONL 29149.00, then 5m close back above 29149.00","5m close back below 29136.25","Two 5m closes below 29136.25 Demand·4h invalidate the balance plan and open continuation toward PDC/RTH-L.","5m close above 29209.25 flips long; two 5m closes below 29136.25 invalidate plan"
2026-09-02,ASIA,3,"2026-09-02 17:50:56",active,neutral,S3,short,reject,B,touch,29199.68,below,1,29199.68,29216.25,29149,,"[29149,29136.25]","Touch of VWAP+1σ 29199.68 rejects and rotates back below 29199.68","5m close above 29208.75","Two 5m closes below 29136.25 Demand·4h invalidate the balance plan and open continuation toward PDC/RTH-L.","5m close above 29209.25 flips long; two 5m closes below 29136.25 invalidate plan"
2026-09-02,ASIA,4,"2026-09-02 18:04:42",active,neutral,S1,short,reject,B,touch,29208.75,below,1,29208.75,29228.75,29149,,"[29149,29136.25,29102]","After the 16:00 1h sweep-up, a retest of ONH 29208.75 into Supply·1h 29209.25 that wicks and rejects on touch is a short.","5m close above 29208.75 voids the rejection","Two consecutive 5m closes below 29001.75 RTH-L kill the balance frame and this plan.","5m close above 29208.75 ONH flips bias to long"
2026-09-02,ASIA,4,"2026-09-02 18:04:42",active,neutral,S2,long,sweep_reclaim,B,touch,29149,below,,,,,,"[29183.59,29208.75,29317.25]","A sweep below 29149.00 ONL into/near 29136.25 Demand·4h, then a 5m close back above 29149.00, confirms the reclaim and starts a long.","5m close below 29136.25 through Demand·4h invalidates the reclaim","Two consecutive 5m closes below 29001.75 RTH-L kill the balance frame and this plan.","5m close above 29208.75 ONH flips bias to long"
2026-09-02,ASIA,4,"2026-09-02 18:04:42",active,neutral,S3,short,reject,B,touch,29149,below,1,29149,29170,29058.75,,"[29058.75,29042.75,29001.75]","A retest of 29149.00 ONL from below that wicks and rejects on touch is a short; the close back above 29149.00 voided the prior break attempt, so this is a fresh reject rather than a continuation.","5m close above 29149.00 voids the rejection","Two consecutive 5m closes below 29001.75 RTH-L kill the balance frame and this plan.","5m close above 29208.75 ONH flips bias to long"
2026-09-02,ASIA,5,"2026-09-02 18:21:05",active,neutral,S1,short,reject,B,touch,29197.57,below,1,29197.57,29212.5,29149,,"[29149,29136.25]","Touch of 29197.57 VWAP+1σ in the thin Asia tape; first-touch fade from the top of value.","5m close above 29209.25 Supply·1h cancels the fade","Two 5m closes below 29136.25 Demand·4h invalidate this plan.","2x5m close above 29208.75 ONH flips long"
2026-09-02,ASIA,5,"2026-09-02 18:21:05",active,neutral,S2,long,sweep_reclaim,B,touch,29149,above,,,,,,"[29197.57,29208.75]","Sweep below 29149.00 ONL followed by a 5m close back above 29149.00.","5m close below 29136.25 Demand·4h kills the reclaim","Two 5m closes below 29136.25 Demand·4h invalidate this plan.","2x5m close above 29208.75 ONH flips long"
2026-09-02,ASIA,5,"2026-09-02 18:21:05",active,neutral,S3,long,breakout_retest,C,1x5m_close,29208.75,above,,,,,,"[29317.25,29324.5]","Break and 5m close above 29208.75 ONH; retest of 29208.75 holds as support.","5m close back below 29209.25 Supply·1h negates the break","Two 5m closes below 29136.25 Demand·4h invalidate this plan.","2x5m close above 29208.75 ONH flips long"
2026-09-02,ASIA,5,"2026-09-02 18:21:05",active,neutral,S4,short,reject,C,touch,29149,below,,,,,,"[29136.25,29102]","Touch of 29149.00 ONL from below after the close back across the level; rejection back down triggers the short instead of a breakdown continuation.","5m close back above 29149.00 ONL aborts the reject","Two 5m closes below 29136.25 Demand·4h invalidate this plan.","2x5m close above 29208.75 ONH flips long"
2026-09-02,ASIA,6,"2026-09-02 18:43:33",active,short,S1,long,sweep_reclaim,B,1m_mss,29149,above,,,,,,"[29181.64,29209.25]","Sweep of 29149.00 ONL wicks below; a 1m MSS or close back above 29149.00 invites a long on the reclaim.","A 2x5m close below 29136.25 nullifies the long.","Two consecutive 5m closes above 29212.50 kill this plan.","A 5m close above 29209.25 Supply·1h flips the session bias to long."
2026-09-02,ASIA,6,"2026-09-02 18:43:33",active,short,S2,short,reject,B,touch,29209.25,below,1,29209.25,29223,29181.64,,"[29181.64,29149]","Rally into the 29208.75 ONH liquidity pool, which coincides with 29209.25 Supply·1h; first-touch sell at 29209.25 with stop beyond 29212.50/29223.00 structure.","Any 5m close above 29212.50 voids the fade.","Two consecutive 5m closes above 29212.50 kill this plan.","A 5m close above 29209.25 Supply·1h flips the session bias to long."
2026-09-02,ASIA,6,"2026-09-02 18:43:33",active,short,S3,short,reject,C,touch,29317.25,below,,,,,,"[29209.25,29181.64]","Rally stalls at the 29317.25 PDH react zone; first-touch sell at 29317.25 with stop beyond 29324.50.","A 5m close above 29324.50 cancels the fade.","Two consecutive 5m closes above 29212.50 kill this plan.","A 5m close above 29209.25 Supply·1h flips the session bias to long."
2026-09-02,ASIA,7,"2026-09-02 19:02:39",active,short,S1,short,reject,B,touch,29218.25,above,1,29218.25,29232,29149,,"[29149,29136.25,29058.75]","Price retests 29218.25 ONH after the 18:45 sweep-reclaim and rejects; enter short on touch at 29218.25.","5m close above 29218.25 cancels the short.","A 5m close above 29218.25 invalidates the entire plan.","2x5m closes above 29212.50 flip to long"
2026-09-02,ASIA,7,"2026-09-02 19:02:39",active,short,S2,long,sweep_reclaim,C,touch,29149,below,,,,,,"[29218.25,29317.25]","Price sweeps 29149.00 ONL, then closes back above it; on the 1m MSS above 29149.00, enter long with stop below the sweep extreme.","5m close below 29136.25 or failure to produce 1m MSS above 29149.00.","A 5m close above 29218.25 invalidates the entire plan.","2x5m closes above 29212.50 flip to long"
2026-09-02,ASIA,8,"2026-09-02 20:05:55",dormant,short,S1,short,reject,B,touch,29157.03,below,1,29157.03,29175.66,29102,,"[29141.25,29136.25,29102]","price touches 29157.03 VWAP−1σ and rejects","5m close above 29167.00","5m close above 29194.30 invalidates entire short plan","2x5m close above 29175.66 VWAP flips to long"
2026-09-02,ASIA,8,"2026-09-02 20:05:55",dormant,short,S2,short,reject,B,touch,29141.25,below,1,29141.25,29157.03,29102,,"[29136.25,29102,29076.5]","price touches 29141.25 ONL and rejects","5m close above 29157.03","5m close above 29194.30 invalidates entire short plan","2x5m close above 29175.66 VWAP flips to long"
2026-09-02,ASIA,8,"2026-09-02 20:05:55",dormant,short,S3,short,reject,B,touch,29175.66,below,1,29175.66,29194.3,29136.25,,"[29141.25,29136.25,29102]","price touches 29175.66 VWAP and rejects","5m close above 29189.25","5m close above 29194.30 invalidates entire short plan","2x5m close above 29175.66 VWAP flips to long"
2026-09-02,ASIA,9,"2026-09-02 20:38:20",active,short,S1,short,reject,B,touch,29200.5,below,,,,,,"[29176.29,29159.39,29141.25]","Price touches 29200.50 SWG-H·5m and rejects with an upper shadow or 1m MSS down","5m close above 29208.75 cancels the fade","2 consecutive 5m closes above 29212.50 invalidates the short plan","5m close above 29200.50"
2026-09-02,ASIA,9,"2026-09-02 20:38:20",active,short,S2,short,reject,B,touch,29176.29,below,,,,,,"[29159.39,29141.25,29102]","Price retests 29176.29 VWAP from below and rejects with an upper shadow or 1m MSS down","5m close back above 29193.19 cancels the fade","2 consecutive 5m closes above 29212.50 invalidates the short plan","5m close above 29200.50"
2026-09-02,ASIA,10,"2026-09-02 21:03:03",active,short,S1,short,reject,B,touch,29200.5,below,1,29200.5,29228,29141.25,,"[29193.38,29159.02,29141.25]","Rally back to 29200.50 SWG-H·5m and stall/reject — the 20:15 retest already stalled at 29200.25, so a re-touch is a fresh upper-shelf fade.","5m close above 29208.75 kills the fade","A 5m close above 29218.25 ONH voids the whole short-premium plan.","Two 5m closes above 29212.50 flip bias to long"
2026-09-02,ASIA,10,"2026-09-02 21:03:03",active,short,S2,short,reject,C,touch,29141.25,below,,,,,,"[29136.25,29113.9,29102]","The close back across 29141.25 ONL voids the breakdown. If 29141.25 is retested from below and rejects, that voided-level retest is the short fade; continue toward pdVWAP and OR-H.","5m close above 29159.02 POC kills the reject","A 5m close above 29218.25 ONH voids the whole short-premium plan.","Two 5m closes above 29212.50 flip bias to long"
2026-09-02,ASIA,10,"2026-09-02 21:03:03",active,short,S3,long,reclaim,C,1x5m_close,29113.9,above,,,,,,"[29136.25,29159.02,29193.38]","Short continuation exhausts at 29113.90 pdVWAP and price prints a 5m close back above it — the first legal branch-5 long, below the 50% mark.","5m close below 29102.00 OR-H cancels the reclaim","A 5m close above 29218.25 ONH voids the whole short-premium plan.","Two 5m closes above 29212.50 flip bias to long"
2026-09-02,ASIA,11,"2026-09-02 21:31:58",active,short,S1,short,reject,C,touch,29199.5,above,1,29199.5,29227.9,29141.25,,"[29173.88,29156.5,29141.25]","Rally into the premium cluster touches SWG-H·5m 29199.50 and is rejected — no 5m hold above it.","5m close above 29208.63 VWAP+2σ — rejection void.","2x5m close above ONH 29218.25 — premium-fade/ranging structure dead.","5m close above 29208.63 VWAP+2σ — premium-fade thesis void, flip long"
2026-09-02,ASIA,11,"2026-09-02 21:31:58",active,short,S2,short,sweep_reclaim,C,touch,29218.25,above,,,,,,"[29199.5,29173.88,29156.5]","Price sweeps above ONH 29218.25, then the 5m bar closes back inside below 29199.50 SWG-H·5m — failed high sweep (PDH-mirror branch 2).","Second consecutive 5m close above 29218.25 — no reclaim, no fade.","2x5m close above ONH 29218.25 — premium-fade/ranging structure dead.","5m close above 29208.63 VWAP+2σ — premium-fade thesis void, flip long"
2026-09-02,ASIA,11,"2026-09-02 21:31:58",active,short,S3,long,sweep_reclaim,C,touch,29132.5,below,,,,,,"[29173.88,29191.25,29199.5]","Price re-sweeps below ONL 29132.50 and the 5m bar closes back above 29141.25 SWG-L·5m — low-side sweep-reclaim (long only below the 29138.50 50% line).","5m close below 29132.50 — sweep becomes acceptance, long void.","2x5m close above ONH 29218.25 — premium-fade/ranging structure dead.","5m close above 29208.63 VWAP+2σ — premium-fade thesis void, flip long"
2026-09-02,ASIA,11,"2026-09-02 21:31:58",active,short,S4,short,reject,C,touch,29132.5,above,,,,,,"[29113.9,29102,29042.75]","Price retests ONL 29132.50 from below and is rejected — the voided breakdown becomes a lower-high rejection and opens the waterfall path.","5m close above 29132.50 — rejection void, short void.","2x5m close above ONH 29218.25 — premium-fade/ranging structure dead.","5m close above 29208.63 VWAP+2σ — premium-fade thesis void, flip long"
2026-09-02,ASIA,12,"2026-09-02 21:49:57",active,short,S1,short,reject,B,touch,29208.69,above,1,29208.69,29237.75,29141.25,,"[29191.51,29174.34,29157.25,29141.25]","price prints 29208.69 (VWAP+2σ) and fails to hold above it; fade short from the level with a structure stop beyond the recent swing extreme","a 5m close above 29218.25 ONH voids the fade","two consecutive 5m closes above 29218.25 ONH — acceptance above the day's high kills the premium-short plan","a 5m close above 29208.69 (VWAP+2σ) flips the working bias to long"
2026-09-02,ASIA,12,"2026-09-02 21:49:57",active,short,S2,short,reject,B,touch,29132.5,above,1,29132.5,29161.5,29042.75,,"[29102,29042.75,29004.5]","price comes back above 29132.50 ONL and fails to hold above it; fade short from the level with a structure stop beyond the recent swing extreme","two 5m closes above 29141.25 reclaim the zone and void the reject","two consecutive 5m closes above 29218.25 ONH — acceptance above the day's high kills the premium-short plan","a 5m close above 29208.69 (VWAP+2σ) flips the working bias to long"
2026-09-02,ASIA,12,"2026-09-02 21:49:57",active,short,S3,long,sweep_reclaim,C,touch,29132.5,below,,,,,,"[29157.25,29174.34,29191.51]","price sweeps below 29132.50 ONL and reclaims with a 5m close above 29132.50; long with stop beyond the sweep extreme, targeting the value mean","a 5m close below 29102.00 OR-H voids the reclaim structure","two consecutive 5m closes above 29218.25 ONH — acceptance above the day's high kills the premium-short plan","a 5m close above 29208.69 (VWAP+2σ) flips the working bias to long"
2026-09-02,ASIA,13,"2026-09-02 22:12:42",active,short,S1,short,reject,B,touch,29199.5,below,1,29199.5,29226,29132.5,,"[29167.5,29157.25,29141.44,29132.5]","Price touches 29199.50 SWG-H·5m and rejects lower; no 5m close above the level.","5m close above 29208.39 VWAP+2σ invalidates the fade","A 5m close above 29218.25 ONH kills the short plan — the supply stack has been fully accepted.","5m close above 29208.39 VWAP+2σ flips bias to long"
2026-09-02,ASIA,13,"2026-09-02 22:12:42",active,short,S2,short,sweep_reclaim,C,touch,29218.25,above,,,,,,"[29167.5,29157.25,29141.44,29132.5]","Wick above 29218.25 ONH sweeps buy stops; a 1x5m close back below 29218.25 confirms the reclaim.","5m close above 29218.25 with no lower close invalidates the sweep","A 5m close above 29218.25 ONH kills the short plan — the supply stack has been fully accepted.","5m close above 29208.39 VWAP+2σ flips bias to long"
2026-09-02,ASIA,13,"2026-09-02 22:12:42",active,short,S3,long,sweep_reclaim,C,touch,29132.5,below,,,,,,"[29167.5,29195,29218.25]","Wick below 29132.50 ONL sweeps sell stops; a 1x5m close back above 29132.50 confirms the reclaim.","5m close below 29132.50 with no higher close invalidates","A 5m close above 29218.25 ONH kills the short plan — the supply stack has been fully accepted.","5m close above 29208.39 VWAP+2σ flips bias to long"
2026-09-02,ASIA,14,"2026-09-03 00:08:45",active,neutral,S1,short,reject,B,touch,29228.75,below,1,29228.75,29250,29186.14,,"[29218.25,29212.5,29207.5,29195,29186.14]","price touches 29228.75 SWG-L·5m from below and stalls","2x5m close above 29238.95 negates the rejection","Plan void on two 5m closes above 29255.00 PDH.","2 consecutive 5m closes below 29186.14 VWAP flips bias short"
2026-09-02,ASIA,14,"2026-09-03 00:08:45",active,neutral,S2,long,sweep_reclaim,B,touch,29017.25,below,,,,,,"[29132.5,29186.14,29207.5,29218.25]","sweep below 29017.25 RTH-L wicks out liquidity, then 1x5m close back above 29017.25","2x5m close below 28927.25 kills the reclaim","Plan void on two 5m closes above 29255.00 PDH.","2 consecutive 5m closes below 29186.14 VWAP flips bias short"
2026-09-02,ASIA,14,"2026-09-03 00:08:45",active,neutral,S3,short,reject,C,touch,29132.5,below,,,,,,"[29098.88,29017.25]","price touches 29132.50 ONL from below and stalls","2x5m close back above 29132.50 reclaims the break","Plan void on two 5m closes above 29255.00 PDH.","2 consecutive 5m closes below 29186.14 VWAP flips bias short"
2026-09-02,ASIA,14,"2026-09-03 00:08:45",active,neutral,S4,short,reject,B,touch,29255,below,1,29255,29275.25,29214.5,,"[29235,29228.75,29218.25,29212.5,29207.5]","retest of 29255.00 PDH from below stalls","2x5m close above 29275.25 breaks the high","Plan void on two 5m closes above 29255.00 PDH.","2 consecutive 5m closes below 29186.14 VWAP flips bias short"
2026-09-02,ASIA,15,"2026-09-03 00:34:14",dormant,short,S1,short,reject,C,touch,29113.9,below,,,,,,"[29075,29017.25,28927.25]","Price retraces to 29113.90 pdVWAP after the ONL sweep and rejects; enter short on touch. Structure stop beyond VWAP−1σ at 29142.04. Invalidation on 5m close above 29132.50.","5m close above 29132.50 invalidates the fade.","Plan invalid if 5m closes above 29132.50 (reclaims the 15m swing low).","Two 5m closes above 29207.50 PDC flip to long; one 5m close above 29132.50 invalidates the short lean."
2026-09-02,ASIA,15,"2026-09-03 00:34:14",dormant,short,S2,short,reject,C,touch,29075,below,,,,,,"[29017.25,28927.25]","Price retests 29075 ONL from below and rejects; enter short on touch.","Recovery above 29107.02 VWAP−2σ voids the rejection.","Plan invalid if 5m closes above 29132.50 (reclaims the 15m swing low).","Two 5m closes above 29207.50 PDC flip to long; one 5m close above 29132.50 invalidates the short lean."
2026-09-03,LONDON,1,"2026-09-03 01:34:53",dormant,short,S1,short,reject,C,touch,29204.25,below,,,,,,"[29173.56,29162.5,29139.1]","Rally into 29204.25 SWG-H·5m; first touch of prior 5m supply after the fast decline.","5m close above 29228.75 voids the rejection","A 5m close above 29228.75 kills the whole plan.","2x5m close above 29207.50 PDC flips long"
2026-09-03,LONDON,1,"2026-09-03 01:34:53",dormant,short,S2,long,sweep_reclaim,C,touch,29075,below,,,,,,"[29139.1,29162.5,29173.56]","Sweep of 29075.00 ONL and a 1m MSS back above it; the only legal long below the dealing-range half.","1m close below 29017.25 after the sweep","A 5m close above 29228.75 kills the whole plan.","2x5m close above 29207.50 PDC flips long"
2026-09-03,NY,1,"2026-09-03 08:05:19",dormant,short,S1,short,reject,B,touch,29259.67,above,1,29259.67,29289,29178.73,,"[29219.2,29209.25,29178.73]","First touch of 29259.67 VWAP+2σ with a 5m/15m rejection candle after the 66pt fast move; fade the extended premium above value.","5m close above 29259.67 voids the fade","Two 5m closes above 29293.00 ONH kill the fade/balance plan.","5m close above 29259.67 flips to long; 2x5m close above 29293 kills the plan"
2026-09-03,NY,1,"2026-09-03 08:05:19",dormant,short,S2,long,breakout_retest,C,touch,29259.67,below,,,,,,[29293],"5m close above 29259.67 VWAP+2σ, then successful retest of 29259.67 holds as support.","5m close back below 29259.67 voids the retest","Two 5m closes above 29293.00 ONH kill the fade/balance plan.","5m close above 29259.67 flips to long; 2x5m close above 29293 kills the plan"
2026-09-03,NY,1,"2026-09-03 08:05:19",dormant,short,S3,short,sweep_reclaim,A,touch,29293,above,,,,,,"[29259.67,29219.2,29178.73]","Sweep of 29293.00 ONH (stops above the 04:00 1h high), then 1m MSS back inside.","5m close above 29293.00 keeps the breakout alive","Two 5m closes above 29293.00 ONH kill the fade/balance plan.","5m close above 29259.67 flips to long; 2x5m close above 29293 kills the plan"
2026-09-03,LONDON,2,"2026-09-03 08:15:44",active,neutral,S1,short,reject,B,touch,29219.97,above,1,29219.97,29255,29144.5,,"[29179.57,29144.5]","Price touches 29219.97 VWAP+1σ and rejects; re-test of consumed level.","5m close above 29255.00 invalidates this short","5m close below 29075.00 (ONL) kills this whole plan","5m close above 29255.00 flips to long"
2026-09-03,LONDON,2,"2026-09-03 08:15:44",active,neutral,S2,short,sweep_reclaim,C,touch,29293,above,,,,,,"[29255,29219.97]","Price sweeps above 29293.00 ONH then 5m closes back below.","5m close above 29293.00 invalidates this sweep_reclaim","5m close below 29075.00 (ONL) kills this whole plan","5m close above 29255.00 flips to long"
2026-09-03,LONDON,2,"2026-09-03 08:15:44",active,neutral,S3,long,sweep_reclaim,C,touch,29075,below,,,,,,"[29144.5,29179.57]","Price sweeps below 29075.00 ONL then 5m closes back above.","5m close below 29075.00 invalidates this sweep_reclaim","5m close below 29075.00 (ONL) kills this whole plan","5m close above 29255.00 flips to long"
2026-09-03,NY,2,"2026-09-03 08:45:05",active,short,S1,short,reject,B,touch,29285,below,1,29285,29340,29144.5,,"[29233.08,29222.75,29144.5]","A retest of 29285.00 OR-H stalls after the 08:30 failure; short the touch.","A 5m close above 29293.00 ONH voids the fade.","Two 5m closes above 29293.00 ONH kill the short plan.","A single 5m close above 29285.00 OR-H flips to long."
2026-09-03,NY,2,"2026-09-03 08:45:05",active,short,S2,long,reject,B,touch,29144.5,above,,,,,,"[29209.25,29233.08,29255]","First touch of 29144.50 Demand·1h after a flush toward 29075.00 ONL; long the touch.","A 5m close below 29075.00 ONL invalidates the demand fade.","Two 5m closes above 29293.00 ONH kill the short plan.","A single 5m close above 29285.00 OR-H flips to long."
2026-09-03,NY,2,"2026-09-03 08:45:05",active,short,S3,short,sweep_reclaim,A,touch,29293,above,,,,,,"[29255,29233.08,29144.5]","A wick through 29293.00 ONH that closes back below 29285.00 on 5m triggers a short sweep-reclaim.","A 5m close above 29498.50 OB(bear)·1h voids the play.","Two 5m closes above 29293.00 ONH kill the short plan.","A single 5m close above 29285.00 OR-H flips to long."
2026-09-03,NY,3,"2026-09-03 09:15:31",active,long,S1,long,reclaim,C,1x5m_close,29285,above,,,,,,"[29293,29351.05]","ISM flush low 29250 held above PDH 29255; a 5m close back above 29285.00 OR-H triggers a reclaim of the overnight high","A 5m close below 29255.00 after the trigger negates the reclaim and opens S3","Plan dies on a 5m close below 29217.09 VWAP; that forfeits the post-PDH auction and opens 29144.50/29075","5m close below 29255.00 PDH flips short toward 29209.25"
2026-09-03,NY,3,"2026-09-03 09:15:31",active,long,S2,short,reject,A,touch,29351.05,below,1,29351.05,29418.75,29209.25,,"[29285,29255,29222.75,29209.25]","Rally into 29351.05 VWAP+2σ; first touch is a fade with stop 29418.75 above the 08:45 high 29375.25","A 1x5m close above 29418.75 invalidates the fade; a 5m close above 29351.05 before fill cancels it","Plan dies on a 5m close below 29217.09 VWAP; that forfeits the post-PDH auction and opens 29144.50/29075","5m close below 29255.00 PDH flips short toward 29209.25"
