trade_date,session,version,price,label,grade,instr
2026-09-03,NY,6,29619.5,"Supply·1h",C,"stretch runner cap"
2026-09-03,NY,6,29543.75,"SWG-H·5m",A,"supply re-test fade"
2026-09-03,NY,6,29539.38,"Supply·1h",C,"confluence cap on rallies"
2026-09-03,NY,6,29526.5,"EQL·1h",A,"target / runner hurdle"
2026-09-03,NY,6,29517,"EQH·15m",A,"reclaim trigger — accept only on a 5m close above"
2026-09-03,NY,6,29502.88,"OB(bear)·1h",C,"flip trigger — must hold above"
2026-09-03,NY,6,29481.05,"VWAP+2σ",A,"premium support — arm first-touch long"
2026-09-03,NY,6,29364.75,"SWG-H·5m",A,"deeper support / down target"
2026-09-03,NY,6,29255,PDH,B,"target only / trend floor"
2026-09-03,NY,7,29619.5,"Supply·1h",C,target
2026-09-03,NY,7,29567,"EQL·15m (HTF)",A,target
2026-09-03,NY,7,29543.75,"SWG-H·5m",A,react
2026-09-03,NY,7,29539.38,"Supply·1h",C,confluence
2026-09-03,NY,7,29529.5,"EQH·15m (HTF)",A,target
2026-09-03,NY,7,29512.29,"VWAP+2σ",A,reclaim
2026-09-03,NY,7,29502.25,"SWG-L·5m",A,invalidate
2026-09-03,NY,7,29397.11,"VWAP+1σ",A,magnet
2026-09-03,NY,7,29364.75,"SWG-H·5m",A,react
2026-09-03,NY,7,29293,ONH,C,target_only
2026-09-03,NY,7,29255,PDH,B,target_only
2026-09-03,ASIA,1,29619.5,"Supply·1h",C,target/confluence
2026-09-03,ASIA,1,29539.38,"Supply·1h",C,target/confluence
2026-09-03,ASIA,1,29525.75,"SWG-H·5m",A,"break/fade reference"
2026-09-03,ASIA,1,29517.5,"SWG-H·5m",A,invalidation/target
2026-09-03,ASIA,1,29512.54,eVWAP,A,"magnet/reclaim trigger"
2026-09-03,ASIA,1,29502.88,"OB(bear)·1h",C,"confluence only"
2026-09-03,ASIA,1,29460.16,"VWAP+2σ",A,"pullback long support"
2026-09-03,ASIA,1,29362.15,"VWAP+1σ",A,"mean-revert magnet"
2026-09-03,ASIA,1,29304.62,"Demand·1h (HTF)",A,target/invalid
2026-09-03,ASIA,1,29293,ONH,C,target/invalid
2026-09-03,ASIA,1,29222.75,OR-L,A,"liquidity sweep/death"
2026-09-03,ASIA,2,29545,"OB(bull)·4h (HTF)",A,target
2026-09-03,ASIA,2,29539.38,"Supply·1h",C,react
2026-09-03,ASIA,2,29513,ONH,A,break_reclaim
2026-09-03,ASIA,2,29509.25,"OB(bear)·1h (HTF)",A,target
2026-09-03,ASIA,2,29502.88,"OB(bear)·1h",C,confluence
2026-09-03,ASIA,2,29481.5,ONL,A,break_reclaim
2026-09-03,ASIA,2,29462.5,"Supply·4h (HTF)",A,react
2026-09-03,ASIA,2,29324.5,"OB(bull)·1h (HTF)",A,target
2026-09-03,ASIA,3,29577.12,"OB(bear)·1h (HTF)",A,target_only
2026-09-03,ASIA,3,29545,"OB(bull)·4h (HTF)",A,target_only
2026-09-03,ASIA,3,29539.38,"Supply·1h",C,htf_confluence_only
2026-09-03,ASIA,3,29527.62,POC,A,first_target_magnet
2026-09-03,ASIA,3,29521.25,ONH,A,breakout_or_sweep_reclaim_reference
2026-09-03,ASIA,3,29503.08,VWAP,A,long_reclaim_reference
2026-09-03,ASIA,3,29481.5,ONL,A,sweep_reclaim_long_reference
2026-09-03,ASIA,3,29255,PDH,A,trend_anchor_reference
2026-09-03,ASIA,4,29574.38,"OB(bull)·1h (HTF)",A,target_only
2026-09-03,ASIA,4,29548,"SWG-H·15m",A,react_zone
2026-09-03,ASIA,4,29541.75,ONH,A,liquidity_break
2026-09-03,ASIA,4,29522.22,"VWAP+1σ",A,magnet_meanrevert
2026-09-03,ASIA,4,29516.75,"SWG-H·5m",A,react_zone
2026-09-03,ASIA,4,29509.18,VWAP,A,magnet_meanrevert
2026-09-03,ASIA,4,29481.5,ONL,A,liquidity_break
2026-09-03,ASIA,5,29585,"SWG-H·15m",A,reject
2026-09-03,ASIA,5,29548,"SWG-H·15m",A,breakout_retest_or_reject
2026-09-03,ASIA,5,29541.12,"Demand·1h",C,confluence
2026-09-03,ASIA,5,29532,"OB(bull)·1h",C,confluence
2026-09-03,ASIA,5,29528.63,"VWAP+1σ",A,mean_revert
2026-09-03,ASIA,5,29517.5,"SWG-L·5m",A,support
2026-09-03,ASIA,5,29499.27,"VWAP−1σ",A,magnet
2026-09-03,ASIA,5,29481.5,ONL,A,liquidity_target
2026-09-03,ASIA,6,29848.75,"Supply·1h",C,target
2026-09-03,ASIA,6,29643.5,ONH,A,target
2026-09-03,ASIA,6,29633.25,"OB(bull)·1h (HTF)",A,target
2026-09-03,ASIA,6,29619.5,"OB(bear)·1h",C,confluence
2026-09-03,ASIA,6,29601,PDH,A,buy
2026-09-03,ASIA,6,29585,RTH-H,A,buy
2026-09-03,ASIA,6,29541.12,"Demand·1h",C,confluence
2026-09-03,ASIA,6,29509.09,"VWAP−1σ",A,watch
2026-09-03,ASIA,6,29481.5,ONL,A,watch
2026-09-03,ASIA,7,29848.75,"Supply·1h",C,target
2026-09-03,ASIA,7,29652.12,"OB(bear)·1h (HTF)",A,target
2026-09-03,ASIA,7,29643.5,ONH,A,break
2026-09-03,ASIA,7,29637.52,"VWAP+2σ",A,fade
2026-09-03,ASIA,7,29619.5,"OB(bear)·1h",C,watch
2026-09-03,ASIA,7,29601,PDH,B,target
2026-09-03,ASIA,7,29597.25,PDC,A,pivot
2026-09-03,ASIA,7,29591.5,"SWG-L·5m",A,support
2026-09-03,ASIA,7,29579.5,"SWG-H·5m",A,stop
2026-09-03,ASIA,7,29554.2,VWAP,A,magnet
2026-09-03,ASIA,7,29549.25,eVWAP,A,magnet
2026-09-03,ASIA,7,29541.12,"Demand·1h",C,support
2026-09-04,LONDON,1,29863.5,"OB(bull)·4h",C,target
2026-09-04,LONDON,1,29848.75,"Supply·1h",C,target
2026-09-04,LONDON,1,29644.25,ONH,A,sweep_fade
2026-09-04,LONDON,1,29639.5,"EQL·15m (HTF)",A,target
2026-09-04,LONDON,1,29619.5,"OB(bear)·1h",C,confluence
2026-09-04,LONDON,1,29601,PDH,B,target_only
2026-09-04,LONDON,1,29597.25,PDC,A,reclaim_long
2026-09-04,LONDON,1,29591.5,"SWG-L·5m",A,support
2026-09-04,LONDON,1,29579.5,"SWG-H·15m",A,reject_long
2026-09-04,LONDON,1,29558.34,VWAP,A,stop_ref
2026-09-04,LONDON,1,29481.5,ONL,A,target
2026-09-04,LONDON,2,29649.59,"VWAP+2σ",A,react_zone
2026-09-04,LONDON,2,29644.25,ONH,A,liquidity_break
2026-09-04,LONDON,2,29611,"OB(bull)·1h",C,confluence_ref
2026-09-04,LONDON,2,29601,PDH,B,target_only
2026-09-04,LONDON,2,29597.25,PDC,B,target_only
2026-09-04,LONDON,2,29561.43,VWAP,A,mean_revert
2026-09-04,LONDON,2,29541.12,"Demand·1h",C,confluence_ref
2026-09-04,LONDON,2,29517.35,"VWAP−1σ",A,mean_revert
2026-09-04,LONDON,2,29490.88,"OB(bull)·1h (HTF)",A,target_only
2026-09-04,LONDON,2,29481.5,ONL,A,liquidity_break
2026-09-04,LONDON,2,29473.28,"VWAP−2σ",A,react_zone
2026-09-04,LONDON,3,29863.5,"OB(bull)·4h",C,"HTF confluence"
2026-09-04,LONDON,3,29720,ONH,A,"sweep-reclaim short / liquidity"
2026-09-04,LONDON,3,29601,PDH,B,"invalid / flip reference"
2026-09-04,LONDON,3,29597.25,PDC,B,"target only"
2026-09-04,LONDON,3,29585,RTH-H,B,"target only"
2026-09-04,LONDON,3,29538.84,"VWAP−1σ",A,"first-touch fade / magnet reference"
2026-09-04,LONDON,3,29503.38,"OB(bear)·4h",C,"HTF confluence"
2026-09-04,LONDON,3,29496.25,"Supply·1h (HTF)",A,"react / fade touch"
2026-09-04,LONDON,3,29481.5,ONL,A,"liquidity target; break or sweep-reclaim"
2026-09-04,LONDON,3,29278,"Demand·1h (HTF)",A,"discount long react"
2026-09-04,NY,1,29720,ONH,A,monitor
2026-09-04,NY,1,29644.25,"SWG-H·15m",A,monitor
2026-09-04,NY,1,29616.25,"SWG-L·5m",A,monitor
2026-09-04,NY,1,29601,PDH,B,monitor
2026-09-04,NY,1,29597.25,PDC,B,monitor
2026-09-04,NY,1,29585,RTH-H,B,monitor
2026-09-04,NY,1,29573.75,"SWG-L·15m",A,monitor
2026-09-04,NY,1,29531.2756752053,"VWAP−1σ",A,monitor
2026-09-04,NY,1,29481.5,ONL,A,monitor
2026-09-04,NY,1,29476.0830719778,"VWAP−2σ",A,monitor
2026-09-04,NY,1,29199.25,RTH-L,A,monitor
2026-09-04,NY,1,29075,PDL,A,monitor
2026-09-04,NY,2,29863.5,"OB(bull)·4h",C,confluence
2026-09-04,NY,2,29720,ONH,A,sweep
2026-09-04,NY,2,29611.25,OR-H,A,break
2026-09-04,NY,2,29601,PDH,B,target
2026-09-04,NY,2,29597.25,PDC,B,target
2026-09-04,NY,2,29585,RTH-H,B,target
2026-09-04,NY,2,29553.75,OR-L,A,sweep_entry
2026-09-04,NY,2,29532.64,"VWAP−1σ",A,magnet
2026-09-04,NY,2,29503.38,"OB(bear)·4h",C,confluence
2026-09-04,NY,2,29481.5,ONL,A,invalidate
2026-09-04,NY,3,29863.5,"OB(bull)·4h",C,reference
2026-09-04,NY,3,29720,ONH,A,target
2026-09-04,NY,3,29657.38,"Supply·1h (HTF)",A,fade
2026-09-04,NY,3,29635,OR-H,A,sweep-reclaim
2026-09-04,NY,3,29601,PDH,B,target
2026-09-04,NY,3,29597.25,PDC,B,target
2026-09-04,NY,3,29591.02,VWAP,A,reclaim
2026-09-04,NY,3,29553.75,OR-L,A,sweep-reclaim
2026-09-04,NY,3,29503.38,"OB(bear)·4h",C,target
2026-09-04,NY,3,29481.5,ONL,A,target
2026-09-04,NY,4,29852.38,"Demand·4h",C,death
2026-09-04,NY,4,29720,ONH,A,sweep
2026-09-04,NY,4,29697.75,"OB(bull)·4h (HTF)",A,target
2026-09-04,NY,4,29635,OR-H,C,target
2026-09-04,NY,4,29601,PDH,B,target
2026-09-04,NY,4,29585,RTH-H,B,fade
2026-09-04,NY,4,29553.75,OR-L,C,target
2026-09-04,NY,4,29526.38,"VWAP−1σ",A,fade
2026-09-04,NY,4,29503.38,"OB(bear)·4h",C,confluence
2026-09-04,NY,4,29481.5,ONL,C,target
2026-09-04,NY,4,29199.25,RTH-L,A,react
2026-09-04,NY,4,29144.5,"Demand·1h (HTF)",A,react
2026-09-04,NY,5,29720,ONH,A,"liquidity break reference"
2026-09-04,NY,5,29635,OR-H,C,target
2026-09-04,NY,5,29601,PDH,B,target
2026-09-04,NY,5,29597.25,PDC,B,target
2026-09-04,NY,5,29585,RTH-H,B,target
2026-09-04,NY,5,29553.75,OR-L,C,target
2026-09-04,NY,5,29530.63,POC,A,"magnet/fade reference"
2026-09-04,NY,5,29503.38,"OB(bear)·4h",C,"HTF confluence"
2026-09-04,NY,5,29481.5,ONL,C,target
2026-09-04,NY,5,29425.12,"FVG·1h (HTF)",A,target
2026-09-04,NY,5,29199.25,RTH-L,B,target
2026-09-04,NY,5,29144.5,"Demand·1h (HTF)",A,"react zone"
2026-09-04,NY,6,29720,ONH,A,"liquidity sweep/reclaim"
2026-09-04,NY,6,29635,OR-H,C,"death trigger"
2026-09-04,NY,6,29601,PDH,B,"flip trigger"
2026-09-04,NY,6,29597.25,PDC,B,target
2026-09-04,NY,6,29585,RTH-H,B,confluence/target
2026-09-04,NY,6,29579.56,VWAP,A,"fade/reject trigger"
2026-09-04,NY,6,29553.75,OR-L,C,"target only"
2026-09-04,NY,6,29503.38,"OB(bear)·4h",C,"HTF confluence only"
2026-09-04,NY,6,29481.5,ONL,C,"target only"
2026-09-04,NY,6,29425.12,"FVG·1h (HTF)",A,"target only"
2026-09-04,NY,6,29144.5,"Demand·1h (HTF)",A,"react_zone long fallback"
2026-09-04,NY,6,29101.75,PDL,A,react_zone
