pid,ver,sess,td,lc,sid,cond,dirn,q,arm_en,e,sl,tp,tc,wc,entry_mode,sl_pts,tp_field
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-24,active,S1,reject,short,C,False,,,,"[29192, 29180.75, 29116.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-24,active,S2,breakout_retest,short,C,False,,,,"[29180.75, 29116.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-24,active,S3,sweep_reclaim,long,C,False,,,,"[29180.75, 29192, 29263.25]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-24,active,S1,acceptance,short,C,False,,,,"[28842.5, 28708.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-24,active,S2,reject,short,C,False,,,,"[28976.25, 28842.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-24,active,S3,sweep_reclaim,long,B,False,,,,"[29082.5, 29116.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-24,active,S1,reject,short,C,False,,,,"[29100, 29082.5, 29050]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-24,active,S2,acceptance,short,C,False,,,,"[29050, 28947.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-24,active,S3,reject,short,C,False,,,,"[29116.75, 29100, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-24,active,S1,reject,short,C,False,,,,"[29124.75, 29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-24,active,S2,breakout_retest,short,C,False,,,,"[29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-24,active,S3,reclaim,long,C,False,,,,"[29243.75, 29263.25]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-24,active,S1,reject,short,C,False,,,,"[29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-24,active,S2,acceptance,short,C,False,,,,[29082.5],,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-24,active,S3,sweep_reclaim,long,C,False,,,,"[29173, 29220.25]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-24,active,S1,acceptance,short,C,False,,,,"[29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-24,active,S2,reject,short,C,False,,,,"[29146.75, 29116.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-24,active,S3,reject,short,C,False,,,,"[29220.25, 29146.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-24,active,S1,reject,short,C,False,,,,"[29150, 29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-24,active,S2,acceptance,short,C,False,,,,"[29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-24,active,S3,sweep_reclaim,long,C,False,,,,"[29150, 29220.25]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,2026-08-24,active,S1,acceptance,short,C,False,,,,"[29116.75, 29082.5]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,2026-08-24,active,S2,reject,short,C,False,,,,"[29150, 29116.75]",,,,
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,2026-08-24,active,S3,sweep_reclaim,long,C,False,,,,"[29116.75, 29150]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-25,active,S1,breakout_retest,long,C,False,,,,[29377],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-25,active,S2,hold,long,C,False,,,,"[29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-25,active,S3,hold,long,C,False,,,,"[29283.5, 29310]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-25,active,S4,sweep_reclaim,long,C,False,,,,"[29243.75, 29283.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-25,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-25,active,S1,reclaim,long,C,False,,,,"[29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-25,active,S2,breakout_retest,long,C,False,,,,[29377],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-25,active,S3,reject,short,C,False,,,,"[29280, 29261.25, 29243.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-25,active,S4,acceptance,short,C,False,,,,"[29243.75, 29199.75, 28947.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-25,active,S1,sweep_reclaim,long,C,False,,,,"[29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-25,active,S2,breakout_retest,long,C,False,,,,[29377],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-25,active,S3,breakout_retest,short,C,False,,,,"[29243.75, 29199.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-25,active,S1,sweep_reclaim,long,C,False,,,,"[29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-25,active,S2,breakout_retest,long,C,False,,,,[29377],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-25,active,S3,acceptance,short,C,False,,,,"[29247.5, 29243.75, 29199.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-25,active,S4,reject,short,C,False,,,,"[29272.25, 29247.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-25,active,S1,sweep_reclaim,long,C,False,,,,"[29243.75, 29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-25,active,S2,reject,short,C,False,,,,"[29231, 29199.75, 29154.38]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-25,active,S3,acceptance,long,C,False,,,,[29377],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-25,active,S4,acceptance,short,C,False,,,,"[29154.38, 28947.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-25,active,S1,sweep_reclaim,long,C,False,,,,"[29243.75, 29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-25,active,S2,breakout_retest,short,C,False,,,,"[29154.38, 28947.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-25,active,S3,acceptance,long,C,False,,,,"[29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-25,active,S4,reject,short,C,False,,,,"[29243.75, 29218.25, 29199.75]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-25,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-25,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-25,active,S1,breakout_retest,short,A,False,,,,"[29154.38, 29095.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-25,active,S2,reject,short,A,False,,,,"[29212.5, 29095.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-25,active,S3,acceptance,short,B,False,,,,[29095.5],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-25,active,S1,reject,short,A,False,,,,"[29154.38, 29095.5, 29031.12]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-25,active,S2,acceptance,short,A,False,,,,[29031.12],,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,ASIA,2026-08-25,active,S3,hold,long,B,False,,,,"[29310, 29377]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,2026-08-25,active,S1,reject,short,A,False,,,,"[29228.5, 29212.5, 29145.5, 29095.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,2026-08-25,active,S2,acceptance,short,B,False,,,,"[29212.5, 29209.25, 29145.5, 29095.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,ASIA,2026-08-25,active,S3,sweep_reclaim,long,B,False,,,,"[29228.5, 29310, 29416]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-25,active,S1,acceptance,short,B,False,,,,"[29212.5, 29145.5, 29095.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-25,active,S2,reject,short,B,False,,,,"[29228.5, 29212.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-25,active,S3,sweep_reclaim,long,B,False,,,,"[29228.5, 29310]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,ASIA,2026-08-25,active,S4,breakout_retest,long,C,False,,,,"[29416, 29420]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,2026-08-25,active,S1,acceptance,short,A,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,2026-08-25,active,S2,reject,short,A,False,,,,"[29212.5, 29145.5, 29095.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,2026-08-25,active,S3,acceptance,short,B,False,,,,"[29095.5, 29085]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,2026-08-25,active,S4,reject,short,B,False,,,,"[29228.5, 29212.5, 29145.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,ASIA,2026-08-25,active,S5,acceptance,long,B,False,,,,"[29416, 29420, 29502.88]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,2026-08-25,active,S1,reject,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,2026-08-25,active,S2,breakout_retest,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,2026-08-25,active,S3,sweep_reclaim,long,C,False,,,,"[29228.5, 29310]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,ASIA,2026-08-25,active,S4,breakout_retest,long,C,False,,,,"[29416, 29420]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,2026-08-25,active,S1,hold,long,A,False,,,,"[29310, 29420]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,2026-08-25,active,S2,breakout_retest,long,B,False,,,,"[29416, 29420]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,2026-08-25,active,S3,sweep_reclaim,short,B,False,,,,"[29228.5, 29212.5]",,,,
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,ASIA,2026-08-25,active,S4,reject,short,B,False,,,,"[29420, 29310]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-25,active,S1,hold,long,C,False,,,,"[29288, 29297.75, 29375]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-25,active,S2,reject,short,C,False,,,,"[29243.75, 29199.75, 29195]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-25,active,S3,acceptance,short,C,False,,,,"[29156.5, 29132.25, 29122.25]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-25,active,S4,breakout_retest,long,C,False,,,,"[29375, 29423.5, 29525.12]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-25,active,S5,reclaim,long,C,False,,,,"[29243.75, 29288, 29297.75]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-25,active,S1,breakout_retest,long,C,False,,,,"[29412, 29525.12]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-25,active,S2,hold,long,C,False,,,,"[29327.75, 29412]",,,,
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-25,active,S3,sweep_reclaim,long,C,False,,,,"[29297.75, 29327.75, 29412]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-25,active,S1,reclaim,long,A,False,,,,"[29363.5, 29412, 29420]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-25,active,S2,hold,long,B,False,,,,"[29328.75, 29363.5, 29420]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-25,active,S3,breakout_retest,long,B,False,,,,"[29412, 29420]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-25,active,S4,sweep_reclaim,long,C,False,,,,"[29297.75, 29328.75, 29363.5]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-25,active,S1,acceptance,short,C,False,,,,"[29220.25, 29199.75, 29182, 29132.25]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-25,active,S2,acceptance,short,C,False,,,,"[29214.5, 29199.75, 29182, 29132.25]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-25,active,S3,reject,short,C,False,,,,"[29243.75, 29220.25, 29199.75]",,,,
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-25,active,S4,reject,short,C,False,,,,"[29297.75, 29279.25, 29243.75]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-26,active,S1,breakout_retest,long,A,False,,,,"[29553.12, 29596.88, 29611]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-26,active,S2,hold,long,B,False,,,,"[29553.12, 29596.88, 29611]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-26,active,S3,breakout_retest,long,B,False,,,,"[29596.88, 29611]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-26,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-26,active,S1,sweep_reclaim,short,A,False,,,,"[29621, 29611, 29585.99]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-26,active,S2,acceptance,short,B,False,,,,"[29585.99, 29563.12, 29541.12]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-26,active,S3,reject,short,B,False,,,,"[29628.75, 29621, 29611]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-26,active,S1,reject,short,B,False,,,,"[29464, 29443.38, 29433.25]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-26,active,S2,breakout_retest,short,A,False,,,,"[29443.38, 29433.25, 29403.88]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-08-26,active,S3,sweep_reclaim,short,C,False,,,,"[29502.88, 29464, 29443.38]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-26,active,S1,sweep_reclaim,short,A,False,,,,"[29470.25, 29432.25, 29403.88]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-26,active,S2,reject,short,B,False,,,,"[29470.25, 29432.25]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-08-26,active,S3,breakout_retest,short,B,False,,,,"[29432.25, 29403.88]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-26,active,S1,reject,short,A,False,,,,"[29491, 29481.16, 29432.25]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-26,active,S2,sweep_reclaim,short,B,False,,,,"[29491, 29481.16, 29432.25]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-08-26,active,S3,breakout_retest,short,B,False,,,,"[29481.16, 29432.25]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-26,active,S1,sweep_reclaim,short,B,False,,,,"[29539.38, 29532, 29504.25, 29493.5]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-26,active,S2,reject,short,C,False,,,,"[29546.75, 29539.38, 29532]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-08-26,active,S3,acceptance,short,C,False,,,,"[29532, 29504.25, 29493.5]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-26,active,S1,sweep_reclaim,short,B,False,,,,"[29532, 29498.33, 29485.3]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-26,active,S2,sweep_reclaim,short,A,False,,,,"[29577.25, 29541.66, 29532]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-26,active,S3,reject,short,B,False,,,,"[29541.66, 29532]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-08-26,active,S4,acceptance,short,B,False,,,,"[29498.33, 29485.3]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-26,active,S1,reject,short,B,False,,,,"[29577.25, 29539.75, 29504.25, 29500.77]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-26,active,S2,sweep_reclaim,short,B,False,,,,"[29577.25, 29539.75, 29532]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-08-26,active,S3,breakout_retest,short,C,False,,,,"[29532, 29504.25, 29500.77]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-26,dormant,S1,reject,short,C,False,,,,"[29533.5, 29502.45]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-26,dormant,S2,sweep_reclaim,short,A,False,,,,"[29539.38, 29533.5, 29502.45]",,,,
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-08-26,dormant,S3,breakout_retest,short,B,False,,,,"[29502.45, 29488.82, 29475]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-26,active,S1,sweep_reclaim,short,C,False,,,,"[29228.5, 29212.5, 29145.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-26,active,S2,breakout_retest,short,A,False,,,,"[29212.5, 29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-26,active,S3,sweep_reclaim,long,C,False,,,,"[29228.5, 29310]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-26,active,S1,reject,short,A,False,,,,"[29145.5, 29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-26,active,S2,breakout_retest,short,B,False,,,,"[29095.5, 29085]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-26,active,S3,sweep_reclaim,long,B,False,,,,"[29145.5, 29212.5, 29228.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-26,active,S4,sweep_reclaim,short,C,False,,,,"[29228.5, 29145.5, 29095.5]",,,,
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-26,active,S1,reject,short,B,False,,,,"[29145.5, 29095.5, 29085]",,,,
