t0,session,day,label,fam,grade,mgrade,instr,px,first,n_eps,hold,brk,amb,dist,mfe1,mae1
1787699703000,ASIA,2026-08-25,PDH,PDH,A,A,hold,29254.75,ambiguous_horizon,25,11,8,6,19.75,23.75,0.0
1787699703000,ASIA,2026-08-25,Demand·4h,DEMAND,A,A,reference,29852.38,untouched,0,0,0,0,577.880000000001,0,0
1787699703000,ASIA,2026-08-25,OB(bear)·4h,OB,A,,reference,29927.12,untouched,0,0,0,0,652.619999999999,0,0
1787700122000,ASIA,2026-08-25,ONL,ONL,A,A,defend,29272.25,ambiguous_horizon,16,9,3,4,10.25,3.25,-13.75
1787700122000,ASIA,2026-08-25,PDH,PDH,A,A,target,29247.5,ambiguous_horizon,25,4,14,7,14.5,16.5,-5.75
1787701502000,ASIA,2026-08-25,OB(bear)·4h,OB,A,A,htf confluence support; not standalone,29154.38,ambiguous_horizon,7,3,2,2,73.86999999999898,17.13000000000102,-8.869999999998981
1787701502000,ASIA,2026-08-25,ONL,ONL,A,A,reclaim long trigger / tripwire,29231.0,hold,34,15,12,7,2.75,7.75,-21.75
1787701502000,ASIA,2026-08-25,PDH,PDH,A,A,reclaim long trigger / reject short trigger,29243.75,break,27,10,12,5,15.5,19.75,-12.25
1787701979000,ASIA,2026-08-25,ONL,ONL,A,A,hold_for_bounce,29218.25,break,33,10,15,8,3.75,34.0,-4.25
1787704501000,ASIA,2026-08-25,ONL,ONL,A,,monitor,29164.25,break,7,3,3,1,10.0,22.75,-3.25
1787704501000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29171.0,break,6,2,2,2,16.75,27.25,-5.25
1787704501000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29156.5,hold,7,4,0,3,2.25,3.5,-28.5
1787704501000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29152.5,ambiguous_horizon,6,3,1,2,1.75,15.25,-10.75
1787704501000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29180.5,break,7,3,3,1,26.25,27.5,-3.0
1787704501000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29149.25,ambiguous_horizon,5,2,1,2,5.0,12.0,-14.0
1787704501000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29145.25,ambiguous_horizon,5,2,1,2,9.0,13.0,-14.75
1787704501000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29189.5,break,12,5,6,1,35.25,25.0,0.0
1787704501000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29142.0,ambiguous_horizon,7,5,1,1,12.25,9.75,-18.0
1787704501000,ASIA,2026-08-25,OR-L,OR-L,C,,monitor,29279.25,ambiguous_horizon,12,3,4,5,125.0,0.75,-19.25
1787711804000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29175.75,break,7,5,2,0,5.0,22.0,-12.25
1787711804000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29172.25,ambiguous_horizon,7,4,1,2,8.5,23.25,-15.75
1787711804000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29187.0,break,11,4,6,1,6.25,21.0,0.0
1787711804000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29190.5,break,14,6,6,2,9.75,24.0,0.0
1787711804000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29166.75,hold,5,2,2,1,14.0,17.75,-21.25
1787711804000,ASIA,2026-08-25,EQH,EQH,A,,monitor,29162.0,hold,5,3,0,2,18.75,13.0,-20.5
1787711804000,ASIA,2026-08-25,EQL,EQL,A,,monitor,29197.0,break,18,9,7,2,16.25,20.0,-2.0
1787711804000,ASIA,2026-08-25,ONL,ONL,A,,monitor,29095.5,untouched,0,0,0,0,85.25,0,0
1787720153000,ASIA,2026-08-25,Supply·1h (HTF),SUPPLY,B,B,fade,29539.38,untouched,0,0,0,0,312.630000000001,0,0
1787720153000,ASIA,2026-08-25,nPOC·wk·2026-08-18,nPOC,A,,fade,29553.12,untouched,0,0,0,0,326.369999999999,0,0
1787720153000,ASIA,2026-08-25,OB(bull)·1h (HTF),OB,B,B,retest,29212.5,hold,29,7,13,9,14.25,0.0,-18.75
1787720153000,ASIA,2026-08-25,Supply·1h,SUPPLY,B,B,hold,29209.25,ambiguous_horizon,26,5,12,9,17.5,6.25,-17.5
1787720680000,ASIA,2026-08-25,Supply·1h,SUPPLY,B,B,htf confluence target; not standalone,29539.38,untouched,0,0,0,0,301.630000000001,0,0
1787720680000,ASIA,2026-08-25,Demand·4h,DEMAND,A,,target/demand reaction,29031.12,untouched,0,0,0,0,206.63000000000102,0,0
1787720680000,ASIA,2026-08-25,OB(bear)·4h,OB,A,A,final downside map,28711.25,untouched,0,0,0,0,526.5,0,0
1787722192000,ASIA,2026-08-25,PDC,PDC,A,A,break,29228.5,ambiguous_horizon,25,9,10,6,29.25,13.25,-20.25
1787722192000,ASIA,2026-08-25,OB(bull)·1h,OB,A,A,buy,29212.5,hold,29,7,13,9,45.25,0.0,-18.75
1787722192000,ASIA,2026-08-25,RTH-L,RTH-L,A,A,target,29145.5,ambiguous_horizon,2,1,0,1,112.25,6.25,-21.0
1787722192000,ASIA,2026-08-25,PDL,PDL,A,A,target,29095.5,untouched,0,0,0,0,162.25,0,0
1787722192000,ASIA,2026-08-25,RTH-H,RTH-H,A,A,target,29416.0,ambiguous_horizon,1,0,0,1,158.25,21.25,0.0
1787722192000,ASIA,2026-08-25,PDH,PDH,A,A,invalidate,29420.0,ambiguous_horizon,1,0,0,1,162.25,17.25,-1.25
1787722192000,ASIA,2026-08-25,OB(bear)·1h (HTF),OB,A,A,resist,29502.88,untouched,0,0,0,0,245.13000000000102,0,0
1787724728000,ASIA,2026-08-25,OB(bull)·1h (HTF),OB,A,A,target,29085.0,untouched,0,0,0,0,137.0,0,0
1787724728000,ASIA,2026-08-25,OB(bull)·1h (HTF),OB,A,A,watch,29532.0,untouched,0,0,0,0,310.0,0,0
1787734786000,LONDON,2026-08-26,OB(bull)·1h (HTF),OB,A,A,confluence target only — not standalone,29432.25,ambiguous_horizon,1,0,0,1,207.5,0.0,0.0
1787742234000,LONDON,2026-08-26,EQH,EQH,A,,monitor,29258.5,ambiguous_horizon,17,9,5,3,0.25,20.25,-14.5
1787742234000,LONDON,2026-08-26,EQL,EQL,A,,monitor,29261.75,ambiguous_horizon,15,8,4,3,3.5,17.0,-17.75
1787742234000,LONDON,2026-08-26,EQH,EQH,A,,monitor,29255.0,ambiguous_horizon,15,7,5,3,3.25,23.75,-10.25
1787742234000,LONDON,2026-08-26,EQL,EQL,A,,monitor,29265.25,hold,15,9,4,2,7.0,13.5,-17.75
1787742234000,LONDON,2026-08-26,EQH,EQH,A,,monitor,29251.5,ambiguous_horizon,12,2,7,3,6.75,15.5,-27.25
1787742234000,LONDON,2026-08-26,EQH,EQH,A,,monitor,29247.5,hold,14,3,10,1,10.75,11.5,-20.25
1787742335000,LONDON,2026-08-26,Demand·1h (HTF),DEMAND,A,,watch,29541.12,untouched,0,0,0,0,292.119999999999,0,0
1787747886000,LONDON,2026-08-26,EQH,EQH,A,,monitor,29167.25,break,4,1,2,1,5.25,34.25,-14.5
1787747886000,LONDON,2026-08-26,EQL,EQL,A,,monitor,29164.0,hold,6,3,2,1,8.5,0.0,-18.5
1787747886000,LONDON,2026-08-26,EQH,EQH,A,,monitor,29160.0,ambiguous_horizon,4,2,0,2,12.5,27.0,-21.75
1787747886000,LONDON,2026-08-26,EQL,EQL,A,,monitor,29183.5,hold,5,1,3,1,11.0,0.75,-19.25
1787747886000,LONDON,2026-08-26,EQL,EQL,A,,monitor,29187.25,hold,6,1,4,1,14.75,0.0,-23.0
1787752108000,NY,2026-08-26,OR-L,OR-L,A,A,sweep_reclaim,29174.25,hold,3,3,0,0,94.25,18.0,-25.0
1787752108000,NY,2026-08-26,OR-H,OR-H,A,A,hold,29281.0,break,9,4,2,3,12.5,20.0,-4.0
1787760953000,NY,2026-08-26,VWAP−1σ,VWAP*,A,,monitor,29182.84,ambiguous_horizon,1,0,0,1,13.909999999999854,12.840000000000146,-16.159999999999854
1787781972000,ASIA,2026-08-26,ONH,ONH,A,A,"liquidity_break / buy breakout_retest only, no blind fade",29546.75,break,29,12,13,4,20.5,29.25,0.0
1787781972000,ASIA,2026-08-26,nPOC·wk·2026-08-18,nPOC,A,,magnet_meanrevert / target,29553.12,hold,28,12,13,3,14.130000000001019,0.0,-17.88000000000102
1787781972000,ASIA,2026-08-26,nPOC·wk·2026-08-17,nPOC,A,A,magnet_meanrevert / target,29596.88,ambiguous_horizon,29,11,10,8,29.63000000000102,2.8699999999989814,-18.63000000000102
1787781972000,ASIA,2026-08-26,OB(bull)·1h (HTF),OB,A,A,target_only,29611.0,ambiguous_horizon,19,5,7,7,43.75,6.75,-14.5
1787781972000,ASIA,2026-08-26,Demand·1h,DEMAND,C,,react_zone / htf confluence / flip line,29541.12,break,29,8,12,9,26.13000000000102,23.61999999999898,0.0
1787781972000,ASIA,2026-08-26,OB(bull)·1h (HTF),OB,A,A,target_only / death line,29532.0,break,25,10,10,5,35.25,24.25,-5.0
1787781972000,ASIA,2026-08-26,OB(bear)·1h (HTF),OB,A,A,target_only,29502.88,break,15,5,9,1,64.36999999999898,26.63000000000102,-5.369999999998981
1787781972000,ASIA,2026-08-26,ONL,ONL,A,A,liquidity_break / target,29497.75,break,12,3,8,1,69.5,33.75,0.0
1787785275000,ASIA,2026-08-26,VWAP+1σ,VWAP*,A,,monitor,29605.95,ambiguous_horizon,21,5,10,6,1.7999999999992724,6.549999999999272,-15.200000000000728
1787785275000,ASIA,2026-08-26,RN 29600 (100),RN,B,,monitor,29600.0,ambiguous_horizon,28,12,12,4,7.75,14.75,-2.75
1787785275000,ASIA,2026-08-26,RN 29625 (25),RN,B,,monitor,29625.0,break,12,3,5,4,17.25,18.75,-16.25
1787785275000,ASIA,2026-08-26,ONH,ONH,A,,monitor,29628.75,break,13,4,5,4,21.0,22.25,0.0
1787785275000,ASIA,2026-08-26,VWAP,VWAP*,A,,monitor,29581.44,break,26,13,9,4,26.31000000000131,17.68999999999869,-9.56000000000131
1787785275000,ASIA,2026-08-26,RN 29650 (50),RN,B,,monitor,29650.0,hold,8,3,3,2,42.25,5.75,-28.0
1787785275000,ASIA,2026-08-26,VWAP−1σ,VWAP*,A,,monitor,29556.93,break,25,9,13,3,50.81999999999971,21.18000000000029,-4.069999999999709
1787785275000,ASIA,2026-08-26,EQL,EQL,A,,monitor,29549.25,break,29,14,12,3,58.5,31.75,0.0
1787788928000,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,confluence_reference,29611.0,break,15,5,6,4,8.5,20.5,-23.75
1787788928000,ASIA,2026-08-26,EQH·1h (HTF),EQH,A,A,liquidity_break,29621.0,hold,15,7,4,4,1.5,3.0,-18.25
1787788928000,ASIA,2026-08-26,Demand·1h (HTF),DEMAND,A,A,react_zone,29638.0,break,11,1,6,4,18.5,21.75,-4.25
1787788928000,ASIA,2026-08-26,Demand·4h (HTF),DEMAND,A,A,target_only,29654.0,hold,7,2,1,4,34.5,4.0,-26.0
1787788928000,ASIA,2026-08-26,VWAP,VWAP*,A,A,magnet_meanrevert,29585.99,break,24,10,10,4,33.5099999999984,22.2400000000016,-7.759999999998399
1787788928000,ASIA,2026-08-26,VWAP−1σ,VWAP*,A,A,magnet_meanrevert,29563.12,hold,27,11,12,4,56.38000000000102,3.6199999999989814,-20.63000000000102
1787791979000,ASIA,2026-08-26,ONL,ONL,A,A,liquidity_break trigger,29464.0,break,9,6,2,1,15.0,18.75,-15.5
1787791979000,ASIA,2026-08-26,iFVG(bull)·1h (HTF),IFVG,A,A,target,29443.38,hold,6,4,1,1,5.619999999998981,11.130000000001019,-20.61999999999898
1787791979000,ASIA,2026-08-26,FVG·1h (HTF),FVG,A,A,target,29433.25,hold,4,2,1,1,15.75,0.0,-30.75
1787791979000,ASIA,2026-08-26,iFVG(bull)·1h (HTF),IFVG,A,A,target,29403.88,hold,1,1,0,0,45.11999999999898,1.6300000000010186,-19.11999999999898
1787791979000,ASIA,2026-08-26,OB(bear)·1h,OB,C,C,confluence_reject,29502.88,break,14,5,8,1,53.88000000000102,18.11999999999898,-7.130000000001019
1787791979000,ASIA,2026-08-26,FVG·1h (HTF),FVG,A,A,target_only_guard,29511.25,break,15,3,10,2,62.25,20.25,-0.75
1787791979000,ASIA,2026-08-26,OB(bull)·4h (HTF),OB,A,,death_guard,29525.12,hold,18,7,9,2,76.11999999999898,9.630000000001019,-18.61999999999898
1787793236000,ASIA,2026-08-26,EQH·15m,EQH,A,A,liquidity_break,29470.25,break,9,3,5,1,18.0,25.0,-3.0
1787793236000,ASIA,2026-08-26,Supply·1h,SUPPLY,A,,react_zone,29465.12,break,8,3,4,1,12.869999999998981,18.88000000000102,-10.869999999998981
1787793236000,ASIA,2026-08-26,ONL,ONL,A,A,liquidity_break,29432.25,break,3,1,1,1,20.0,26.25,-8.75
1787793236000,ASIA,2026-08-26,iFVG(bull)·1h,IFVG,A,A,target_only,29403.88,hold,1,1,0,0,48.36999999999898,1.6300000000010186,-19.11999999999898
1787793236000,ASIA,2026-08-26,EQL·15m,EQL,A,A,liquidity_break,29485.0,break,11,4,5,2,32.75,24.5,-1.5
1787793236000,ASIA,2026-08-26,VWAP−1σ,VWAP*,A,A,magnet_meanrevert,29491.71,break,10,3,6,1,39.45999999999913,23.290000000000873,-8.209999999999127
1787793236000,ASIA,2026-08-26,VWAP,VWAP*,A,A,magnet_meanrevert,29553.8,hold,27,12,12,3,101.54999999999927,0.0,-21.299999999999272
1787795150000,ASIA,2026-08-26,VWAP,VWAP*,A,A,target,29544.6,ambiguous_horizon,27,9,10,8,44.349999999998545,9.650000000001455,-18.849999999998545
1787795150000,ASIA,2026-08-26,EQL·1h (HTF),EQL,A,A,trigger,29530.75,break,23,8,10,5,30.5,23.0,-7.75
1787795150000,ASIA,2026-08-26,EQL·4h (HTF),EQL,A,A,trigger,29518.25,break,18,8,9,1,18.0,21.5,0.0
1787795150000,ASIA,2026-08-26,eVWAP,eVWAP,A,A,target,29491.0,ambiguous_horizon,8,2,4,2,9.25,18.5,-2.0
1787795150000,ASIA,2026-08-26,VWAP−1σ,VWAP*,A,A,target,29481.16,ambiguous_horizon,10,4,4,2,19.090000000000146,8.659999999999854,-11.840000000000146
1787796544000,ASIA,2026-08-26,Supply·1h,SUPPLY,C,C,confluence,29619.5,hold,15,7,5,3,82.5,4.5,-22.5
1787796544000,ASIA,2026-08-26,VWAP+1σ,VWAP*,A,A,fade,29602.44,break,23,10,11,2,65.43999999999869,21.81000000000131,-1.6899999999986903
1787796544000,ASIA,2026-08-26,EQH·15m (HTF),EQH,A,A,break_or_reject,29590.75,break,24,8,12,4,53.75,25.0,-0.75
1787796544000,ASIA,2026-08-26,EQL·15m (HTF),EQL,A,A,break_or_reject,29581.25,break,24,12,8,4,44.25,18.75,-9.5
1787796544000,ASIA,2026-08-26,EQH·4h (HTF),EQH,A,A,sweep_reclaim,29546.75,ambiguous_horizon,27,11,12,4,9.75,10.0,-15.25
1787796544000,ASIA,2026-08-26,OB(bear)·1h,OB,C,C,confluence,29539.38,ambiguous_horizon,27,8,13,6,2.3800000000010186,4.869999999998981,-11.880000000001019
1787796544000,ASIA,2026-08-26,OB(bull)·1h,OB,C,C,confluence,29532.0,ambiguous_horizon,21,9,8,4,5.0,6.5,-11.75
1787796544000,ASIA,2026-08-26,EQL·1h (HTF),EQL,A,A,target,29504.25,ambiguous_horizon,12,4,7,1,32.75,9.5,-16.75
1787799982000,ASIA,2026-08-26,VWAP−1σ,VWAP*,A,A,target,29485.3,ambiguous_horizon,10,4,4,2,52.45000000000073,12.799999999999272,-7.700000000000728
1787799982000,ASIA,2026-08-26,eVWAP,eVWAP,A,A,target,29498.33,hold,9,2,6,1,39.419999999998254,0.0,-17.919999999998254
1787799982000,ASIA,2026-08-26,VWAP,VWAP*,A,A,break_short,29541.66,break,23,7,12,4,3.9099999999998545,19.090000000000146,-0.6599999999998545
1787799982000,ASIA,2026-08-26,EQL·4h (HTF),EQL,A,A,failed_break_fade,29577.25,break,25,12,10,3,39.5,20.0,-5.5
1787799982000,ASIA,2026-08-26,EQL·15m (HTF),EQL,A,A,reclaim_ref,29588.25,break,27,10,12,5,50.5,27.5,0.0
1787799982000,ASIA,2026-08-26,EQH·15m (HTF),EQH,A,A,sweep_reclaim,29591.75,break,24,8,13,3,54.0,24.0,-1.75
1787802613000,ASIA,2026-08-26,VWAP+1σ,VWAP*,A,A,mean-revert magnet — first-touch rejection zone,29597.25,break,25,11,9,5,61.75,18.5,-4.0
1787802613000,ASIA,2026-08-26,EQH·1h (HTF),EQH,A,A,nearest draw/liquidity — breakout-retest trigger,29539.75,ambiguous_horizon,22,6,13,3,4.25,11.25,-11.75
1787802613000,ASIA,2026-08-26,eVWAP,eVWAP,A,A,magnet target,29500.77,hold,9,2,6,1,34.72999999999956,0.27000000000043656,-20.229999999999563
1787803836000,ASIA,2026-08-26,EQL,EQL,A,A,pivot,29533.5,break,16,6,8,2,1.0,21.0,-2.75
1787803836000,ASIA,2026-08-26,Supply·1h,SUPPLY,C,C,reject,29539.38,ambiguous_horizon,21,6,13,2,4.880000000001019,12.369999999998981,-7.880000000001019
1787803836000,ASIA,2026-08-26,VWAP+1σ,VWAP*,A,A,target,29596.05,break,24,10,9,5,61.54999999999927,19.700000000000728,-2.7999999999992724
1787803836000,ASIA,2026-08-26,eVWAP,eVWAP,A,A,target,29502.45,hold,12,4,7,1,32.04999999999927,1.9500000000007276,-18.549999999999272
1787803836000,ASIA,2026-08-26,VWAP−1σ,VWAP*,A,A,target,29488.82,ambiguous_horizon,9,3,4,2,45.68000000000029,16.31999999999971,-4.180000000000291
1787803836000,ASIA,2026-08-26,EQL·1h (HTF),EQL,A,A,target,29475.0,ambiguous_horizon,8,3,3,2,59.5,3.0,-18.0
1787814111000,LONDON,2026-08-27,EQL·1h (HTF),EQL,A,A,liquidity target,29448.75,hold,3,3,0,0,52.25,0.0,-37.25
1787814111000,LONDON,2026-08-27,EQL·15m (HTF),EQL,A,A,liquidity target,29452.75,hold,4,4,0,0,48.25,10.0,-27.0
1787814111000,LONDON,2026-08-27,EQH·15m (HTF),EQH,A,A,sweep/break reference and target,29457.25,hold,3,3,0,0,43.75,14.5,-28.75
1787814111000,LONDON,2026-08-27,VWAP−1σ,VWAP*,A,A,magnet; break/retest trigger,29466.65,hold,4,2,2,0,34.349999999998545,23.900000000001455,-23.849999999998545
1787814111000,LONDON,2026-08-27,eVWAP,eVWAP,A,A,rejection reference,29495.92,hold,6,1,5,0,5.080000000001746,0.0,-23.830000000001746
1787814111000,LONDON,2026-08-27,PDC,PDC,A,A,pivot; flip line,29499.75,hold,6,1,5,0,1.25,0.0,-21.0
1787814111000,LONDON,2026-08-27,VWAP,VWAP*,A,A,death reference / upside target,29525.32,ambiguous_horizon,14,5,7,2,24.31999999999971,17.93000000000029,-7.319999999999709
1787815306000,LONDON,2026-08-27,EQH·15m (HTF),EQH,A,A,liquidity/breakout reference,29543.75,hold,19,8,10,1,6.25,6.0,-31.5
1787815306000,LONDON,2026-08-27,VWAP,VWAP*,A,A,magnet/mean reversion line,29524.77,hold,13,5,7,1,12.729999999999563,1.5200000000004366,-23.979999999999563
1787818057000,LONDON,2026-08-27,EQL·15m (HTF),EQL,A,A,liquidity rung and target for eqh breakout,29526.0,hold,10,4,5,1,71.25,11.5,-22.0
1787818057000,LONDON,2026-08-27,EQH,EQH,A,A,"liquidity_break: long only on 2x5m close above, never a blind fade",29521.5,hold,10,4,6,0,75.75,7.0,-21.5
1787818057000,LONDON,2026-08-27,VWAP−1σ,VWAP*,A,A,magnet_meanrevert: long only on sweep_reclaim above this level,29468.08,hold,4,2,2,0,129.16999999999825,25.330000000001746,-22.419999999998254
1787818972000,LONDON,2026-08-27,VWAP+1σ,VWAP*,A,A,magnet_meanrevert / plan death,29583.53,hold,23,11,7,5,29.470000000001164,0.0,-25.220000000001164
1787818972000,LONDON,2026-08-27,Supply·1h (HTF),SUPPLY,A,A,react_zone / retest watch,29619.5,break,14,6,5,3,6.5,18.5,-4.25
1787818972000,LONDON,2026-08-27,EQL·1h (HTF),EQL,A,A,liquidity_break / long trigger,29625.0,break,10,3,3,4,12.0,28.25,0.0
1787818972000,LONDON,2026-08-27,Demand·1h (HTF),DEMAND,A,A,target_only,29631.0,break,10,3,5,2,18.0,22.25,0.0
1787818972000,LONDON,2026-08-27,PDH,PDH,A,A,react_zone / target / sweep-reclaim short,29655.75,hold,8,3,2,3,42.75,2.25,-17.75
1787818972000,LONDON,2026-08-27,iFVG(bull)·1h (HTF),IFVG,A,,target_only / runner draw,29670.62,ambiguous_horizon,4,1,2,1,57.61999999999898,7.630000000001019,-12.619999999998981
1787820752000,LONDON,2026-08-27,OB(bear)·1h (HTF),OB,A,A,take_profit target for onh fade,29635.0,break,7,1,4,2,5.5,43.0,-0.25
1787820752000,LONDON,2026-08-27,ONH,ONH,A,A,sweep_reclaim_fade trigger only,29659.75,ambiguous_horizon,5,1,2,2,19.25,18.5,-12.0
1787820752000,LONDON,2026-08-27,VWAP+1σ,VWAP*,A,A,mean_reversion magnet and target,29591.45,hold,22,7,12,3,49.04999999999927,9.950000000000728,-21.549999999999272
1787820752000,LONDON,2026-08-27,OB(bear)·4h (HTF),OB,A,A,take_profit target,29586.88,hold,24,11,8,5,53.61999999999898,0.13000000000101863,-21.86999999999898
1787820752000,LONDON,2026-08-27,VWAP,VWAP*,A,A,mean_reversion magnet and target,29531.98,hold,12,6,5,1,108.52000000000044,17.479999999999563,-24.520000000000437
1787822993000,LONDON,2026-08-27,ONH,ONH,A,A,sweep,29661.25,ambiguous_horizon,4,0,2,2,56.0,17.0,-13.5
1787822993000,LONDON,2026-08-27,VWAP,VWAP*,A,A,magnet,29536.17,break,14,4,9,1,69.08000000000175,19.919999999998254,-0.8300000000017462
1787822993000,LONDON,2026-08-27,VWAP−1σ,VWAP*,A,A,magnet,29475.09,hold,5,2,3,0,130.15999999999985,0.0,-45.909999999999854
1787835987000,LONDON,2026-08-27,EQH·15m (HTF),EQH,A,A,target,29468.0,hold,4,2,2,0,88.0,25.25,-22.5
1787835987000,LONDON,2026-08-27,VWAP−1σ,VWAP*,A,A,watch,29486.95,break,6,2,4,0,69.04999999999927,34.45000000000073,-34.04999999999927
1787835987000,LONDON,2026-08-27,OB(bear)·1h (HTF),OB,A,,invalidation,29577.12,hold,16,8,7,1,21.11999999999898,12.380000000001019,-93.61999999999898
1787838424000,NY,2026-08-27,EQH,EQH,A,,monitor,29556.75,hold,11,6,5,0,58.5,10.75,-56.25
1787838424000,NY,2026-08-27,EQH,EQH,A,,monitor,29551.0,hold,10,7,3,0,52.75,16.5,-50.5
1787838424000,NY,2026-08-27,EQH,EQH,A,,monitor,29560.25,hold,11,6,5,0,62.0,7.25,-22.75
1787838424000,NY,2026-08-27,VWAP,VWAP*,A,,monitor,29537.97,break,9,4,5,0,39.720000000001164,23.029999999998836,-8.970000000001164
1787838424000,NY,2026-08-27,eVWAP,eVWAP,A,,monitor,29522.27,break,5,2,3,0,24.020000000000437,32.47999999999956,0.0
1787838424000,NY,2026-08-27,OR-H,OR-H,A,,monitor,29589.5,break,11,2,8,1,91.25,32.75,-18.5
1787838424000,NY,2026-08-27,VWAP−1σ,VWAP*,A,,monitor,29483.52,break,2,0,2,0,14.729999999999563,59.52000000000044,0.0
1787842852000,NY,2026-08-27,EQH,EQH,A,,monitor,29602.25,hold,8,2,5,1,9.5,10.5,-23.75
1787842852000,NY,2026-08-27,EQH,EQH,A,,monitor,29605.75,hold,8,2,4,2,6.0,14.0,-20.25
1787842852000,NY,2026-08-27,EQL,EQL,A,,monitor,29596.5,hold,9,3,4,2,15.25,4.75,-18.25
1787842852000,NY,2026-08-27,VWAP,VWAP*,A,,monitor,29540.51,break,3,1,2,0,71.2400000000016,25.5099999999984,-0.4900000000016007
1787842852000,NY,2026-08-27,eVWAP,eVWAP,A,,monitor,29529.81,hold,2,2,0,0,81.93999999999869,19.06000000000131,-21.18999999999869
1787848266000,NY,2026-08-27,VWAP+1σ,VWAP*,A,A,fade,29597.96,break,3,1,1,1,12.290000000000873,23.959999999999127,0.0
1787848266000,NY,2026-08-27,VWAP,VWAP*,A,A,target,29547.39,hold,3,3,0,0,62.86000000000058,20.889999999999418,-24.860000000000582
1787848266000,NY,2026-08-27,eVWAP,eVWAP,A,A,target,29537.91,hold,1,1,0,0,72.34000000000015,11.409999999999854,-23.590000000000146
1787856622000,NY,2026-08-27,VWAP+1σ,VWAP*,A,A,reject,29611.41,ambiguous_horizon,1,0,0,1,50.159999999999854,9.090000000000146,-16.659999999999854
1787856622000,NY,2026-08-27,VWAP,VWAP*,A,A,fade,29557.15,hold,1,1,0,0,4.099999999998545,12.900000000001455,-20.099999999998545
1787856622000,NY,2026-08-27,VWAP−1σ,VWAP*,A,A,hold,29502.88,untouched,0,0,0,0,58.36999999999898,0,0
1787857468000,NY,2026-08-27,VWAP+1σ,VWAP*,A,A,fade/reject trigger,29611.04,ambiguous_horizon,1,0,0,1,29.540000000000873,9.459999999999127,-16.290000000000873
1787857468000,NY,2026-08-27,Demand·4h (HTF),DEMAND,A,A,reclaim/retest trigger,29575.25,hold,1,1,0,0,6.25,3.5,-22.25
1787857468000,NY,2026-08-27,eVWAP,eVWAP,A,A,magnet; sweep_reclaim long,29548.74,untouched,0,0,0,0,32.7599999999984,0,0
1787857468000,NY,2026-08-27,VWAP−1σ,VWAP*,A,A,death line/target,29503.23,untouched,0,0,0,0,78.27000000000044,0,0
1787869510000,ASIA,2026-08-27,VWAP+2σ,VWAP*,A,A,monitor,29636.93,ambiguous_horizon,19,4,10,5,8.180000000000291,3.819999999999709,-10.430000000000291
1787869510000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,monitor,29629.24,ambiguous_horizon,20,7,8,5,0.4900000000016007,0.0,-8.5099999999984
1787869510000,ASIA,2026-08-27,ONH,ONH,A,A,monitor,29645.25,ambiguous_horizon,23,10,9,4,16.5,11.25,-20.5
1787869510000,ASIA,2026-08-27,VWAP,VWAP*,A,A,monitor,29621.55,ambiguous_horizon,25,8,6,11,7.200000000000728,17.299999999999272,0.0
1787869510000,ASIA,2026-08-27,PDH,PDH,A,A,monitor,29655.75,hold,22,8,4,10,27.0,0.0,-31.0
1787869510000,ASIA,2026-08-27,VWAP−1σ,VWAP*,A,A,monitor,29613.86,ambiguous_horizon,33,6,9,18,14.889999999999418,9.610000000000582,-4.139999999999418
1787869510000,ASIA,2026-08-27,ONL,ONL,A,A,monitor,29599.75,ambiguous_horizon,22,13,6,3,29.0,8.25,-5.25
1787869510000,ASIA,2026-08-27,OR-H,OR-H,C,C,monitor,29589.5,ambiguous_horizon,7,3,3,1,39.25,11.75,-16.75
1787869510000,ASIA,2026-08-27,POC,POC,A,A,monitor,29576.5,hold,6,3,3,0,52.25,14.0,-29.5
1787869510000,ASIA,2026-08-27,PDC,PDC,A,A,monitor,29499.75,ambiguous_horizon,15,4,7,4,129.0,35.25,-24.0
1787869510000,ASIA,2026-08-27,OR-L,OR-L,A,A,monitor,29452.5,hold,4,4,0,0,176.25,6.5,-28.5
1787869510000,ASIA,2026-08-27,RTH-H,RTH-H,A,A,monitor,29368.75,untouched,0,0,0,0,260.0,0,0
1787870569000,ASIA,2026-08-27,Demand·1h,DEMAND,C,C,confluence reference only,29638.0,ambiguous_horizon,17,4,10,3,2.5,1.25,-15.0
1787870569000,ASIA,2026-08-27,VWAP+1σ,VWAP*,A,A,mean-revert magnet; retest/reject line,29633.26,ambiguous_horizon,21,9,8,4,2.2400000000016007,3.2599999999983993,-6.740000000001601
