path	import_path	alias
kernel/clock_drift_test.go	nofx/market	
kernel/clock_health.go	context	
kernel/clock_health.go	encoding/json	
kernel/clock_health.go	os	
kernel/clock_health.go	os/exec	
kernel/clock_health.go	strconv	
kernel/clock_health.go	strings	
kernel/clock_health.go	time	
kernel/clock_health.go	nofx/logger	
kernel/clock_health.go	nofx/market	
kernel/clock_health_test.go	os	
kernel/clock_health_test.go	path/filepath	
kernel/clock_health_test.go	testing	
kernel/clock_health_test.go	time	
kernel/clock_health_test.go	nofx/market	
kernel/clock_hold_f6_test.go	strings	
kernel/clock_hold_f6_test.go	testing	
kernel/cme_calendar.go	fmt	
kernel/cme_calendar.go	time	
kernel/cme_calendar_test.go	testing	
kernel/cme_calendar_test.go	time	
kernel/collapse_keeps_names_test.go	encoding/json	
kernel/collapse_keeps_names_test.go	strings	
kernel/collapse_keeps_names_test.go	testing	
kernel/condition_status.go	os	
kernel/condition_status.go	sort	
kernel/condition_status.go	strings	
kernel/condition_status_test.go	strings	
kernel/condition_status_test.go	testing	
kernel/condition_status_test.go	nofx/market	
kernel/config_truth_minrr_test.go	encoding/json	
kernel/config_truth_minrr_test.go	testing	
kernel/config_truth_minrr_test.go	nofx/market	
kernel/config_truth_minrr_test.go	nofx/store	
kernel/confirm_table_test.go	strings	
kernel/confirm_table_test.go	testing	
kernel/confirmation_bucket.go	fmt	
kernel/confirmation_bucket.go	nofx/market	
kernel/confirmation_bucket.go	time	
kernel/confirmation_evidence.go	fmt	
kernel/confirmation_evidence.go	nofx/market	
kernel/confirmation_evidence.go	strings	
kernel/confirmation_evidence.go	time	
kernel/confirmation_telemetry.go	embed	_
kernel/confirmation_telemetry.go	encoding/json	
kernel/confirmation_telemetry.go	fmt	
kernel/confirmation_telemetry.go	nofx/logger	
kernel/confirmation_telemetry.go	sync/atomic	
kernel/confirmation_truth_test.go	encoding/json	
kernel/confirmation_truth_test.go	nofx/market	
kernel/confirmation_truth_test.go	os	
kernel/confirmation_truth_test.go	strings	
kernel/confirmation_truth_test.go	testing	
kernel/confirmation_truth_test.go	time	
kernel/consumed_policy_test.go	strings	
kernel/consumed_policy_test.go	testing	
kernel/consumption_gate_test.go	go/ast	
kernel/consumption_gate_test.go	go/parser	
kernel/consumption_gate_test.go	go/token	
kernel/consumption_gate_test.go	os	
kernel/consumption_gate_test.go	path/filepath	
kernel/consumption_gate_test.go	strings	
kernel/consumption_gate_test.go	testing	
kernel/daily_roll_clears_trip_test.go	testing	
kernel/daily_roll_clears_trip_test.go	time	
kernel/dayplan_sample_test.go	testing	
kernel/dayplan_sample_test.go	time	
kernel/dayplan_sample_test.go	nofx/market	
kernel/decision_parse_recovery_test.go	strings	
kernel/decision_parse_recovery_test.go	testing	
kernel/detector_d1prime.go	fmt	
kernel/detector_d1prime.go	math	
kernel/detector_d1prime.go	os	
kernel/detector_d1prime.go	strconv	
kernel/detector_d1prime.go	strings	
kernel/detector_d1prime.go	nofx/market	
kernel/detector_d1prime_test.go	encoding/json	
kernel/detector_d1prime_test.go	math	
kernel/detector_d1prime_test.go	math/rand	
kernel/detector_d1prime_test.go	os	
kernel/detector_d1prime_test.go	strings	
kernel/detector_d1prime_test.go	testing	
kernel/detector_d1prime_test.go	nofx/market	
kernel/detector_recorder.go	fmt	
kernel/detector_recorder.go	math	
kernel/detector_retirement_test.go	nofx/market	
kernel/detector_retirement_test.go	os	
kernel/detector_retirement_test.go	path/filepath	
kernel/detector_retirement_test.go	strings	
kernel/detector_retirement_test.go	testing	
kernel/digest.go	fmt	
kernel/digest.go	strings	
kernel/digest_test.go	strings	
kernel/digest_test.go	testing	
kernel/displacement_feeds_forward.go	fmt	
kernel/displacement_feeds_forward.go	sort	
kernel/displacement_feeds_forward.go	strings	
kernel/displacement_feeds_forward_test.go	strings	
kernel/displacement_feeds_forward_test.go	testing	
kernel/displacement_feeds_forward_test.go	nofx/market	
kernel/engine.go	context	
kernel/engine.go	encoding/json	
kernel/engine.go	fmt	
kernel/engine.go	io	
kernel/engine.go	net/http	
kernel/engine.go	nofx/config	
kernel/engine.go	nofx/logger	
kernel/engine.go	nofx/market	
kernel/engine.go	nofx/provider/databento	
kernel/engine.go	nofx/provider/hyperliquid	
kernel/engine.go	nofx/provider/nofxos	
kernel/engine.go	nofx/security	
kernel/engine.go	nofx/store	
kernel/engine.go	os	
kernel/engine.go	strings	
kernel/engine.go	time	
kernel/engine_analysis.go	encoding/json	
kernel/engine_analysis.go	errors	
kernel/engine_analysis.go	fmt	
kernel/engine_analysis.go	nofx/config	
kernel/engine_analysis.go	nofx/discipline	
kernel/engine_analysis.go	nofx/logger	
kernel/engine_analysis.go	nofx/market	
kernel/engine_analysis.go	nofx/mcp	
kernel/engine_analysis.go	nofx/store	
kernel/engine_analysis.go	nofx/telemetry	
kernel/engine_analysis.go	regexp	
kernel/engine_analysis.go	strings	
kernel/engine_analysis.go	time	
kernel/engine_coinsource_guard_test.go	testing	
kernel/engine_coinsource_guard_test.go	nofx/store	
kernel/engine_position.go	fmt	
kernel/engine_position.go	nofx/logger	
kernel/engine_position.go	nofx/market	
kernel/engine_position.go	nofx/telemetry	
kernel/engine_position_futures_test.go	testing	
kernel/engine_position_rr_test.go	testing	
kernel/engine_position_rr_test.go	nofx/market	
kernel/engine_position_rr_test.go	nofx/telemetry	
kernel/engine_prompt.go	fmt	
kernel/engine_prompt.go	nofx/logger	
kernel/engine_prompt.go	nofx/market	
kernel/engine_prompt.go	nofx/provider/nofxos	
kernel/engine_prompt.go	nofx/store	
kernel/engine_prompt.go	sort	
kernel/engine_prompt.go	strings	
kernel/engine_prompt.go	time	
kernel/engine_prompt_emaperiods_test.go	strings	
kernel/engine_prompt_emaperiods_test.go	testing	
kernel/engine_prompt_emaperiods_test.go	nofx/market	
kernel/engine_prompt_emaperiods_test.go	nofx/store	
kernel/engine_prompt_futures.go	fmt	
kernel/engine_prompt_futures.go	strings	
kernel/engine_prompt_futures.go	nofx/market	
kernel/engine_prompt_futures.go	nofx/store	
kernel/engine_prompt_futures_test.go	strings	
kernel/engine_prompt_futures_test.go	testing	
kernel/engine_prompt_futures_test.go	nofx/store	
kernel/engine_prompt_golden_test.go	flag	
kernel/engine_prompt_golden_test.go	fmt	
kernel/engine_prompt_golden_test.go	os	
kernel/engine_prompt_golden_test.go	path/filepath	
kernel/engine_prompt_golden_test.go	strings	
kernel/engine_prompt_golden_test.go	testing	
kernel/engine_prompt_observer.go	encoding/json	
kernel/engine_prompt_observer.go	fmt	
kernel/engine_prompt_observer.go	strings	
kernel/engine_prompt_observer.go	time	
kernel/engine_prompt_observer.go	nofx/mcp	
kernel/engine_prompt_oi_test.go	strings	
kernel/engine_prompt_oi_test.go	testing	
kernel/engine_prompt_oi_test.go	nofx/store	
kernel/engine_prompt_timeframes_test.go	strings	
kernel/engine_prompt_timeframes_test.go	testing	
kernel/engine_prompt_timeframes_test.go	nofx/store	
kernel/ensure_market_data.go	time	
kernel/entry_law.go	fmt	
kernel/entry_law.go	os	
kernel/entry_law.go	sort	
kernel/entry_law.go	strconv	
kernel/entry_law.go	strings	
kernel/entry_law.go	nofx/market	
kernel/entry_law_test.go	encoding/json	
kernel/entry_law_test.go	fmt	
kernel/entry_law_test.go	strings	
kernel/entry_law_test.go	testing	
kernel/entry_law_test.go	time	
kernel/entry_law_test.go	nofx/market	
kernel/evwap_a2_test.go	math	
kernel/evwap_a2_test.go	testing	
kernel/evwap_a2_test.go	time	
kernel/evwap_a2_test.go	nofx/market	
kernel/excursion_path.go	nofx/market	
kernel/excursion_path_test.go	testing	
kernel/excursion_path_test.go	nofx/market	
kernel/fade_permission.go	reflect	
kernel/fade_permission.go	sort	
kernel/fade_permission.go	time	
kernel/fade_permission_test.go	testing	
kernel/fade_permission_test.go	time	
kernel/feed_policy.go	os	
kernel/feed_policy.go	strconv	
kernel/feed_policy.go	nofx/market	
kernel/feed_policy_test.go	os	
kernel/feed_policy_test.go	testing	
kernel/feed_policy_test.go	nofx/market	
kernel/filter_mingrade_test.go	testing	
kernel/flip_freshness.go	os	
kernel/flip_freshness.go	strconv	
kernel/flip_freshness.go	nofx/market	
kernel/flip_freshness_test.go	strings	
kernel/flip_freshness_test.go	testing	
kernel/flip_freshness_test.go	time	
kernel/flip_freshness_test.go	nofx/market	
kernel/flip_hold_test.go	strings	
kernel/flip_hold_test.go	testing	
kernel/follow_plan.go	math	
kernel/follow_plan.go	strings	
kernel/follow_plan.go	nofx/market	
kernel/follow_plan_test.go	testing	
kernel/follow_plan_test.go	time	
kernel/follow_plan_test.go	nofx/market	
kernel/formatter.go	fmt	
kernel/formatter.go	nofx/market	
kernel/formatter.go	nofx/provider/nofxos	
kernel/formatter.go	sort	
kernel/formatter.go	strings	
kernel/formatter.go	time	
kernel/funding_suppress_test.go	strings	
kernel/funding_suppress_test.go	testing	
kernel/funding_suppress_test.go	nofx/store	
kernel/futures_prompt_boxes_test.go	os	
kernel/futures_prompt_boxes_test.go	strings	
kernel/futures_prompt_boxes_test.go	testing	
kernel/futures_prompt_boxes_test.go	nofx/store	
kernel/futures_prompt_keylevels_test.go	os	
kernel/futures_prompt_keylevels_test.go	strings	
kernel/futures_prompt_keylevels_test.go	testing	
kernel/futures_prompt_keylevels_test.go	nofx/store	
kernel/futures_prompt_plan_test.go	os	
kernel/futures_prompt_plan_test.go	strings	
kernel/futures_prompt_plan_test.go	testing	
kernel/futures_prompt_plan_test.go	nofx/store	
kernel/fvg_demand_test.go	testing	
kernel/fvg_entry.go	fmt	
kernel/fvg_entry.go	math	
kernel/fvg_entry.go	os	
kernel/fvg_entry.go	strconv	
kernel/fvg_entry.go	strings	
kernel/fvg_entry.go	time	
kernel/fvg_entry.go	nofx/market	
kernel/fvg_entry_test.go	math	
kernel/fvg_entry_test.go	strings	
kernel/fvg_entry_test.go	testing	
kernel/fvg_entry_test.go	time	
kernel/fvg_entry_test.go	nofx/market	
kernel/fvg_session_guard_test.go	strings	
kernel/fvg_session_guard_test.go	testing	
kernel/fvg_session_guard_test.go	time	
kernel/fvg_session_guard_test.go	nofx/market	
kernel/golden_selfcheck.go	crypto/sha256	
kernel/golden_selfcheck.go	embed	
kernel/golden_selfcheck.go	encoding/hex	
kernel/golden_selfcheck.go	fmt	
kernel/golden_selfcheck.go	strings	
kernel/golden_selfcheck.go	nofx/store	
kernel/golden_selfcheck_test.go	testing	
kernel/grid_engine.go	encoding/json	
kernel/grid_engine.go	fmt	
kernel/grid_engine.go	nofx/logger	
kernel/grid_engine.go	nofx/market	
kernel/grid_engine.go	nofx/mcp	
kernel/grid_engine.go	nofx/store	
kernel/grid_engine.go	strings	
kernel/grid_engine.go	time	
kernel/guardrails_test.go	testing	
kernel/guardrails_test.go	time	
kernel/guide_clock_contract_test.go	fmt	
kernel/guide_clock_contract_test.go	os	
kernel/guide_clock_contract_test.go	path/filepath	
kernel/guide_clock_contract_test.go	regexp	
kernel/guide_clock_contract_test.go	strings	
kernel/guide_clock_contract_test.go	testing	
kernel/hold_cycle_test.go	testing	
kernel/htf_veto.go	fmt	
kernel/htf_veto.go	os	
kernel/htf_veto.go	strings	
kernel/htf_veto.go	time	
kernel/htf_veto.go	nofx/logger	
kernel/htf_veto_test.go	strings	
kernel/htf_veto_test.go	testing	
kernel/htf_veto_test.go	time	
kernel/htf_veto_test.go	nofx/market	
kernel/hygiene_0903_test.go	strings	
kernel/hygiene_0903_test.go	testing	
kernel/identity_output_parity_test.go	encoding/json	
kernel/identity_output_parity_test.go	math	
kernel/identity_output_parity_test.go	nofx/market	
kernel/identity_output_parity_test.go	os	
kernel/identity_output_parity_test.go	path/filepath	
kernel/identity_output_parity_test.go	testing	
kernel/identity_output_parity_test.go	time	
kernel/level_consumption_test.go	testing	
kernel/level_consumption_test.go	time	
kernel/level_consumption_test.go	nofx/market	
kernel/level_identity.go	math	
kernel/level_identity_test.go	encoding/json	
kernel/level_identity_test.go	reflect	
kernel/level_identity_test.go	strings	
kernel/level_identity_test.go	testing	
kernel/level_identity_test.go	time	
kernel/level_identity_test.go	nofx/levelidentity	
kernel/level_identity_test.go	nofx/market	
kernel/level_state_provider_test.go	strings	
kernel/level_state_provider_test.go	testing	
kernel/level_state_provider_test.go	nofx/market	
kernel/level_stats_calc.go	math	
kernel/level_stats_calc.go	nofx/market	
kernel/level_stats_calc_test.go	testing	
kernel/level_stats_calc_test.go	time	
kernel/level_stats_calc_test.go	nofx/market	
kernel/level_touch_gate_test.go	testing	
kernel/level_touch_gate_test.go	time	
kernel/level_touch_gate_test.go	nofx/market	
kernel/level_zone_inputs.go	math	
kernel/level_zone_inputs.go	nofx/market	
kernel/level_zone_inputs.go	time	
kernel/level_zones.go	fmt	
kernel/level_zones.go	math	
kernel/level_zones.go	sort	
kernel/level_zones.go	strings	
kernel/level_zones.go	time	
kernel/level_zones_test.go	encoding/json	
kernel/level_zones_test.go	nofx/market	
kernel/level_zones_test.go	os	
kernel/level_zones_test.go	strings	
kernel/level_zones_test.go	testing	
kernel/level_zones_test.go	time	
kernel/levels.go	time	
kernel/levels_assemble.go	fmt	
kernel/levels_assemble.go	math	
kernel/levels_assemble.go	strings	
kernel/levels_assemble.go	time	
kernel/levels_assemble.go	nofx/logger	
kernel/levels_assemble.go	nofx/market	
kernel/levels_assemble_test.go	strings	
kernel/levels_assemble_test.go	testing	
kernel/levels_assemble_test.go	time	
kernel/levels_assemble_test.go	nofx/market	
kernel/levels_every_tf_test.go	strings	
kernel/levels_every_tf_test.go	testing	
kernel/levels_every_tf_test.go	time	
kernel/levels_every_tf_test.go	nofx/market	
kernel/levels_htf_test.go	testing	
kernel/levels_htf_test.go	time	
kernel/levels_htf_test.go	nofx/market	
kernel/levels_intraday.go	fmt	
kernel/levels_intraday.go	math	
kernel/levels_intraday.go	sort	
kernel/levels_intraday.go	time	
kernel/levels_intraday.go	nofx/market	
kernel/levels_intraday_test.go	strings	
kernel/levels_intraday_test.go	testing	
kernel/levels_intraday_test.go	time	
kernel/levels_intraday_test.go	nofx/market	
kernel/levels_multiday.go	math	
kernel/levels_multiday.go	time	
kernel/levels_multiday.go	nofx/market	
kernel/levels_multiday_test.go	testing	
kernel/levels_multiday_test.go	time	
kernel/levels_multiday_test.go	nofx/market	
kernel/levels_proximity_test.go	testing	
kernel/levels_role.go	fmt	
kernel/levels_role.go	math	
kernel/levels_role.go	os	
kernel/levels_role.go	sort	
kernel/levels_role.go	strings	
kernel/levels_role.go	time	
kernel/levels_role.go	nofx/market	
kernel/levels_role_test.go	testing	
kernel/levels_score.go	fmt	
kernel/levels_score.go	math	
kernel/levels_score.go	os	
kernel/levels_score.go	sort	
kernel/levels_score.go	strconv	
kernel/levels_score.go	strings	
kernel/levels_score.go	nofx/logger	
kernel/levels_score_axis_test.go	os	
kernel/levels_score_axis_test.go	testing	
kernel/levels_score_test.go	strings	
kernel/levels_score_test.go	testing	
kernel/levels_swing.go	time	
kernel/levels_swing.go	nofx/market	
kernel/levels_volume.go	math	
kernel/levels_volume.go	sync	
kernel/levels_volume.go	time	
kernel/levels_volume.go	nofx/market	
kernel/levels_volume_boot.go	fmt	
kernel/levels_volume_boot.go	nofx/logger	
kernel/levels_volume_test.go	math	
kernel/levels_volume_test.go	testing	
kernel/levels_volume_test.go	time	
kernel/levels_volume_test.go	nofx/market	
kernel/levels_zones.go	math	
kernel/levels_zones.go	os	
kernel/levels_zones.go	sort	
kernel/levels_zones.go	strconv	
kernel/levels_zones.go	strings	
kernel/levels_zones.go	time	
kernel/levels_zones.go	nofx/market	
kernel/levels_zones_test.go	os	
kernel/levels_zones_test.go	testing	
kernel/levels_zones_test.go	time	
kernel/leveltruth_t2_test.go	testing	
kernel/leveltruth_t3_test.go	math	
kernel/leveltruth_t3_test.go	testing	
kernel/leveltruth_t3_test.go	time	
kernel/leveltruth_t3_test.go	nofx/market	
kernel/leveltruth_t9_test.go	math	
kernel/leveltruth_t9_test.go	testing	
kernel/leveltruth_t9_test.go	nofx/market	
kernel/mae_mfe.go	strings	
kernel/mae_mfe.go	nofx/market	
kernel/mae_mfe_test.go	testing	
kernel/mae_mfe_test.go	nofx/market	
kernel/map_boot_line_test.go	strings	
kernel/map_boot_line_test.go	testing	
kernel/map_candidates.go	fmt	
kernel/map_candidates.go	math	
kernel/map_candidates.go	sort	
kernel/map_candidates.go	strings	
kernel/map_candidates_e2e_test.go	strings	
kernel/map_candidates_e2e_test.go	testing	
kernel/map_candidates_test.go	reflect	
kernel/map_candidates_test.go	testing	
kernel/map_projections.go	fmt	
kernel/map_projections.go	math	
kernel/map_projections.go	os	
kernel/map_projections.go	strconv	
kernel/map_projections.go	strings	
kernel/map_projections.go	time	
kernel/map_projections.go	nofx/market	
kernel/map_projections_test.go	strings	
kernel/map_projections_test.go	testing	
kernel/map_projections_test.go	time	
kernel/map_projections_test.go	nofx/market	
kernel/matched_random.go	math	
kernel/matched_random.go	sort	
kernel/matched_random_test.go	testing	
kernel/min_sl.go	fmt	
kernel/min_sl.go	os	
kernel/min_sl.go	strconv	
kernel/min_sl.go	strings	
kernel/min_sl_gate_test.go	strings	
kernel/min_sl_gate_test.go	testing	
kernel/min_sl_gate_test.go	nofx/market	
kernel/minconf_default_alignment_test.go	strings	
kernel/minconf_default_alignment_test.go	testing	
kernel/minconf_default_alignment_test.go	nofx/store	
kernel/mss.go	fmt	
kernel/mss.go	os	
kernel/mss.go	strconv	
kernel/mss.go	strings	
kernel/mss.go	time	
kernel/mss.go	nofx/market	
kernel/mss_test.go	strings	
kernel/mss_test.go	testing	
kernel/mss_test.go	time	
kernel/mss_test.go	nofx/market	
kernel/naked_poc.go	time	
kernel/naked_poc.go	nofx/market	
kernel/naked_poc_test.go	strings	
kernel/naked_poc_test.go	testing	
kernel/naked_poc_test.go	time	
kernel/naked_poc_test.go	nofx/market	
kernel/no_trade_band.go	fmt	
kernel/no_trade_band.go	time	
kernel/no_trade_band_test.go	testing	
kernel/no_trade_band_test.go	time	
kernel/npoc_s4_test.go	strings	
kernel/npoc_s4_test.go	testing	
kernel/npoc_s4_test.go	time	
kernel/npoc_s4_test.go	nofx/market	
kernel/observer_g8_test.go	strings	
kernel/observer_g8_test.go	testing	
kernel/one_setup.go	fmt	
kernel/one_setup.go	math	
kernel/one_setup.go	sort	
kernel/one_setup.go	strings	
kernel/one_setup.go	time	
kernel/one_setup_map_pin_test.go	encoding/json	
kernel/one_setup_map_pin_test.go	math	
kernel/one_setup_map_pin_test.go	os	
kernel/one_setup_map_pin_test.go	path/filepath	
kernel/one_setup_map_pin_test.go	regexp	
kernel/one_setup_map_pin_test.go	strings	
kernel/one_setup_map_pin_test.go	testing	
kernel/one_setup_map_pin_test.go	time	
kernel/one_setup_map_pin_test.go	nofx/market	
kernel/one_setup_test.go	strings	
kernel/one_setup_test.go	testing	
kernel/one_setup_test.go	time	
kernel/plan_authored_invalidation.go	fmt	
kernel/plan_authored_invalidation.go	math	
kernel/plan_authored_invalidation.go	regexp	
kernel/plan_authored_invalidation.go	strconv	
kernel/plan_authored_invalidation.go	strings	
kernel/plan_authored_invalidation.go	time	
kernel/plan_authored_invalidation.go	nofx/market	
kernel/plan_authored_invalidation_test.go	math	
kernel/plan_authored_invalidation_test.go	nofx/market	
kernel/plan_authored_invalidation_test.go	strings	
kernel/plan_authored_invalidation_test.go	testing	
kernel/plan_authored_invalidation_test.go	time	
kernel/plan_chain_date.go	time	
kernel/plan_chain_date_test.go	testing	
kernel/plan_chain_date_test.go	time	
kernel/plan_citation_test.go	encoding/json	
kernel/plan_citation_test.go	testing	
kernel/plan_condition_rule_test.go	strings	
kernel/plan_condition_rule_test.go	testing	
kernel/plan_condition_rule_test.go	nofx/market	
kernel/plan_confirm.go	fmt	
kernel/plan_confirm.go	math	
kernel/plan_confirm.go	os	
kernel/plan_confirm.go	strconv	
kernel/plan_confirm.go	strings	
kernel/plan_confirm.go	nofx/logger	
kernel/plan_confirm.go	nofx/market	
kernel/plan_confirm_test.go	strings	
kernel/plan_confirm_test.go	testing	
kernel/plan_confirm_test.go	nofx/market	
kernel/plan_death_window_test.go	testing	
kernel/plan_death_window_test.go	nofx/market	
kernel/plan_doc.go	encoding/json	
kernel/plan_doc.go	fmt	
kernel/plan_doc.go	math	
kernel/plan_doc.go	regexp	
kernel/plan_doc.go	sort	
kernel/plan_doc.go	strconv	
kernel/plan_doc.go	strings	
kernel/plan_doc_caps_test.go	fmt	
kernel/plan_doc_caps_test.go	strings	
kernel/plan_doc_caps_test.go	testing	
kernel/plan_doc_crosscheck_test.go	strings	
kernel/plan_doc_crosscheck_test.go	testing	
kernel/plan_doc_provenance_merged_test.go	strings	
kernel/plan_doc_provenance_merged_test.go	testing	
kernel/plan_doc_rule_alias_test.go	testing	
kernel/plan_doc_test.go	strings	
kernel/plan_doc_test.go	testing	
kernel/plan_doc_waterfall_gate_test.go	strings	
kernel/plan_doc_waterfall_gate_test.go	testing	
kernel/plan_hysteresis_test.go	testing	
kernel/plan_hysteresis_test.go	time	
kernel/plan_hysteresis_test.go	nofx/market	
kernel/plan_lifecycle.go	fmt	
kernel/plan_lifecycle.go	math	
kernel/plan_lifecycle.go	os	
kernel/plan_lifecycle.go	strconv	
kernel/plan_lifecycle.go	strings	
kernel/plan_lifecycle.go	nofx/market	
kernel/plan_lifecycle_test.go	testing	
kernel/plan_overlay.go	encoding/json	
kernel/plan_overlay.go	fmt	
kernel/plan_overlay.go	reflect	
kernel/plan_overlay.go	strconv	
kernel/plan_overlay.go	strings	
kernel/plan_overlay_carry.go	encoding/json	
kernel/plan_overlay_carry.go	fmt	
kernel/plan_overlay_carry.go	math	
kernel/plan_overlay_carry.go	strings	
kernel/plan_overlay_carry_test.go	encoding/json	
kernel/plan_overlay_carry_test.go	strings	
kernel/plan_overlay_carry_test.go	testing	
kernel/plan_overlay_roundtrip_test.go	encoding/json	
kernel/plan_overlay_roundtrip_test.go	path/filepath	
kernel/plan_overlay_roundtrip_test.go	testing	
kernel/plan_overlay_roundtrip_test.go	nofx/kernel	
kernel/plan_overlay_roundtrip_test.go	nofx/store	
kernel/plan_overlay_test.go	encoding/json	
kernel/plan_overlay_test.go	testing	
kernel/plan_render.go	fmt	
kernel/plan_render.go	strings	
kernel/plan_render.go	sync	
kernel/plan_render.go	time	
kernel/plan_render.go	nofx/market	
kernel/plan_trade_date_test.go	testing	
kernel/plan_trade_date_test.go	time	
kernel/planner_candle_disclosure_test.go	fmt	
kernel/planner_candle_disclosure_test.go	os	
kernel/planner_candle_disclosure_test.go	strings	
kernel/planner_candle_disclosure_test.go	testing	
kernel/planner_candle_disclosure_test.go	time	
kernel/planner_candle_disclosure_test.go	nofx/market	
kernel/planner_indicators.go	strings	
kernel/planner_indicators.go	nofx/market	
kernel/planner_indicators.go	nofx/store	
kernel/planner_indicators_test.go	strings	
kernel/planner_indicators_test.go	testing	
kernel/planner_indicators_test.go	nofx/market	
kernel/planner_indicators_test.go	nofx/store	
kernel/planner_playbook_test.go	strings	
kernel/planner_playbook_test.go	testing	
kernel/planner_playbook_test.go	time	
kernel/planner_prompt.go	fmt	
kernel/planner_prompt.go	strings	
kernel/planner_prompt.go	time	
kernel/planner_prompt.go	nofx/market	
kernel/planner_prompt_candles_test.go	strings	
kernel/planner_prompt_candles_test.go	testing	
kernel/planner_prompt_candles_test.go	time	
kernel/planner_prompt_candles_test.go	nofx/market	
kernel/planner_prompt_test.go	strings	
kernel/planner_prompt_test.go	testing	
kernel/planner_repair.go	strings	
kernel/planner_repair_test.go	strings	
kernel/planner_repair_test.go	testing	
kernel/planner_speed.go	os	
kernel/planner_speed.go	strconv	
kernel/planner_speed.go	strings	
kernel/planner_speed_test.go	testing	
kernel/pnl_truth_pin_test.go	path/filepath	
kernel/pnl_truth_pin_test.go	strings	
kernel/pnl_truth_pin_test.go	testing	
kernel/pnl_truth_pin_test.go	nofx/store	
kernel/price_sanity.go	fmt	
kernel/price_sanity.go	math	
kernel/price_sanity_test.go	testing	
kernel/price_sanity_test.go	nofx/market	
kernel/prompt_builder.go	encoding/json	
kernel/prompt_builder.go	fmt	
kernel/prompt_builder_test.go	strings	
kernel/prompt_builder_test.go	testing	
kernel/prompt_builder_test.go	time	
kernel/prompt_contract.go	fmt	
kernel/prompt_contract.go	strings	
kernel/prompt_floor_contract_test.go	fmt	
kernel/prompt_floor_contract_test.go	strings	
kernel/prompt_floor_contract_test.go	testing	
kernel/prompt_ownership.go	sort	
kernel/prompt_ownership_test.go	testing	
kernel/proximity_resolver_test.go	testing	
kernel/r_a13_tier1_test.go	testing	
kernel/realign.go	fmt	
kernel/realign.go	strings	
kernel/realign_test.go	encoding/json	
kernel/realign_test.go	strings	
kernel/realign_test.go	testing	
kernel/reasoning_backfill_test.go	strings	
kernel/reasoning_backfill_test.go	testing	
kernel/regime.go	fmt	
kernel/regime.go	math	
kernel/regime.go	strings	
kernel/regime.go	nofx/market	
kernel/regime_baseline.go	time	
kernel/regime_baseline.go	nofx/market	
kernel/regime_baseline_test.go	math	
kernel/regime_baseline_test.go	testing	
kernel/regime_baseline_test.go	nofx/market	
kernel/regime_dark.go	fmt	
kernel/regime_dark.go	strings	
kernel/regime_dark_test.go	strings	
kernel/regime_dark_test.go	testing	
kernel/regime_ledger.go	nofx/logger	
kernel/regime_test.go	math	
kernel/regime_test.go	strings	
kernel/regime_test.go	testing	
kernel/regime_test.go	nofx/market	
kernel/repair_outcome.go	strings	
kernel/repair_parse_pin_test.go	strings	
kernel/repair_parse_pin_test.go	testing	
kernel/research_score.go	encoding/json	
kernel/research_score.go	fmt	
kernel/risk_config_truth_test.go	encoding/json	
kernel/risk_config_truth_test.go	fmt	
kernel/risk_config_truth_test.go	regexp	
kernel/risk_config_truth_test.go	strings	
kernel/risk_config_truth_test.go	testing	
kernel/risk_config_truth_test.go	nofx/store	
kernel/risk_limits.go	fmt	
kernel/risk_limits.go	nofx/config	
kernel/risk_limits.go	nofx/logger	
kernel/risk_limits.go	os	
kernel/risk_limits.go	strconv	
kernel/risk_limits.go	strings	
kernel/risk_limits.go	sync	
kernel/risk_limits.go	time	
kernel/risk_limits_test.go	strings	
kernel/risk_limits_test.go	testing	
kernel/risk_limits_test.go	time	
kernel/rootfix_schema_audit_test.go	encoding/json	
kernel/rootfix_schema_audit_test.go	os	
kernel/rootfix_schema_audit_test.go	path/filepath	
kernel/rootfix_schema_audit_test.go	strings	
kernel/rootfix_schema_audit_test.go	testing	
kernel/scenario_economics.go	fmt	
kernel/scenario_economics.go	math	
kernel/scenario_economics.go	os	
kernel/scenario_economics.go	strings	
kernel/scenario_economics.go	sync	
kernel/scenario_economics.go	nofx/logger	
kernel/scenario_economics.go	nofx/market	
kernel/scenario_economics_test.go	encoding/json	
kernel/scenario_economics_test.go	fmt	
kernel/scenario_economics_test.go	math	
kernel/scenario_economics_test.go	nofx/logger	
kernel/scenario_economics_test.go	nofx/market	
kernel/scenario_economics_test.go	os	
kernel/scenario_economics_test.go	strings	
kernel/scenario_economics_test.go	testing	
kernel/scenario_facts.go	fmt	
kernel/scenario_facts.go	strconv	
kernel/scenario_facts.go	strings	
kernel/scenario_facts.go	nofx/market	
kernel/scenario_facts_test.go	testing	
kernel/scenario_facts_test.go	nofx/market	
kernel/scenario_level_identity.go	math	
kernel/scenario_level_identity.go	time	
kernel/scenario_level_identity.go	nofx/levelidentity	
kernel/scenario_state.go	regexp	
kernel/scenario_state.go	strconv	
kernel/scenario_state.go	strings	
kernel/scenario_state.go	nofx/market	
kernel/scenario_state_test.go	testing	
kernel/scenario_state_test.go	nofx/market	
kernel/schema_retry_test.go	errors	
kernel/schema_retry_test.go	strings	
kernel/schema_retry_test.go	testing	
kernel/schema_retry_test.go	time	
kernel/schema_retry_test.go	nofx/mcp	
