plan_id,version,trade_date,session,trigger_reason,trigger_class,created_ct,degraded,scenario_id,side,entry,stop,target,condition_text,condition_ever_true,first_true_ct,followed_by_arm,bias_ai,bias_tree,bias_regime,session_direction
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29062.50 below 29246.25 (noise 7.95) on NY 2026-09-02],wake+change,2026-09-02 09:21:18,0,S1,long,,,,[reclaim] Reclaim of VWAP+1σ 29111.58 with a 1x5m close above 29111.58 after the current 09:00 push. | confirm: 1x5m_close ref=29111.58 side=above,YES,2026-09-02 09:20:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29062.50 below 29246.25 (noise 7.95) on NY 2026-09-02],wake+change,2026-09-02 09:21:18,0,S2,long,,,,[sweep_reclaim] Sweep of 28927.25 ONL then a 1m_mss back above 28927.25. | confirm: touch ref=28927.25 side=below | confirm2: 1m_mss ref=28927.25 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29062.50 below 29246.25 (noise 7.95) on NY 2026-09-02],wake+change,2026-09-02 09:21:18,0,S3,long,,,,"[breakout_retest] Break above 29171.25 ONH with a 1x5m close, then a pullback retest holds 29171.25. | confirm: 1x5m_close ref=29171.25 side=above | confirm2: touch ref=29171.25 side=above",YES,2026-09-02 09:20:00,decision open_long @2026-09-02 09:41:05 EXECUTED,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29062.50 below 29246.25 (noise 7.95) on NY 2026-09-02],wake+change,2026-09-02 09:21:18,0,S4,short,29317.25,29355,29209.25,[reject] First touch of 29317.25 RTH-H in premium above the 29286.38 mid rejects; fade only on the touch. | confirm: touch ref=29317.25 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29187.50 below 29246.25 (noise 8.12) on NY 2026-09-02],wake+change,2026-09-02 09:45:52,0,S1,long,29135.65,29099,29209.25,[reject] Price pulls back to 29135.65 VWAP+1σ and rejects on touch | confirm: touch ref=29135.65 side=above,YES,2026-09-02 09:53:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29187.50 below 29246.25 (noise 8.12) on NY 2026-09-02],wake+change,2026-09-02 09:45:52,0,S2,short,29317.25,29354,29209.25,[reject] Price rallies to 29317.25 RTH-H and rejects on touch | confirm: touch ref=29317.25 side=below,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29120.25 below 29246.25 (noise 8.57) on NY 2026-09-02],wake+change,2026-09-02 10:22:33,0,S1,long,,,,"[reclaim] Price prints a 5m close back above VWAP+1σ 29143.97, reclaiming the session magnet after this morning's 29106.25 sweep-reclaim; the close confirms the 15m higher-low recovery. | confirm: 1x5m_close ref=29143.97 side=above",YES,2026-09-02 10:20:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29120.25 below 29246.25 (noise 8.57) on NY 2026-09-02],wake+change,2026-09-02 10:22:33,0,S2,long,29102,29060,29209.25,[reject] Price retraces into the 29102.00 OR-H / 29106.25 sweep-low cluster and the first touch at 29102.00 rejects upward — a re-test of the consumed 15m sweep zone as a new setup. | confirm: touch ref=29102 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29120.25 below 29246.25 (noise 8.57) on NY 2026-09-02],wake+change,2026-09-02 10:22:33,0,S3,long,29058.75,29020,29143.97,[sweep_reclaim] Price sweeps below PDC 29058.75 (resting stops under the flattened 29017.25–29111.25 shelf) and a 1m MSS back above 29058.75 confirms the reclaim; a 5m close back above 29058.75 is the delayed confirmation alternative. | confirm: touch ref=29058.75 side=below | confirm2: 1m_mss ref=29058.75 side=above,NO,,arm#32 cancelled @2026-09-02 10:30:30 (session ended (EOD flat)),doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29120.25 below 29246.25 (noise 8.57) on NY 2026-09-02],wake+change,2026-09-02 10:22:33,0,S4,long,,,,[breakout_retest] A 5m close above ONH 29171.25 breaks the day's consolidation high; the retest touch at 29171.25 from above is the continuation long entry (stop-entry fallback if no retest prints). | confirm: 1x5m_close ref=29171.25 side=above | confirm2: touch ref=29171.25 side=above,YES,2026-09-02 10:20:00,decision open_long @2026-09-02 10:37:18 EXECUTED,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29205.00 below 29246.25 (noise 8.35) on NY 2026-09-02],wake+change,2026-09-02 10:50:53,0,S1,long,,,,[reclaim] Retest of 29171.25 ONH holds; 1x5m close back above 29171.25 after a dip. | confirm: 1x5m_close ref=29171.25 side=above,YES,2026-09-02 10:55:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29205.00 below 29246.25 (noise 8.35) on NY 2026-09-02],wake+change,2026-09-02 10:50:53,0,S2,long,,,,[hold] Pullback to 29153.35 VWAP+1σ stabilizes; 1x5m close above 29153.35. | confirm: 1x5m_close ref=29153.35 side=above,YES,2026-09-02 10:55:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29205.00 below 29246.25 (noise 8.35) on NY 2026-09-02],wake+change,2026-09-02 10:50:53,0,S3,long,,,,[breakout_retest] Break above 29209.25 Supply·1h while 29171.25 ONH holds as support; retest of 29209.25 holds. | confirm: touch ref=29209.25 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29205.00 below 29246.25 (noise 8.35) on NY 2026-09-02],wake+change,2026-09-02 10:50:53,0,S4,long,,,,[sweep_reclaim] Sweep below 29001.75 RTH-L (wick through 29001.75) then 5m close back above 29001.75. | confirm: touch ref=29001.75 side=below | confirm2: 1x5m_close ref=29001.75 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29186.25 below 29246.25 (noise 7.45) on NY 2026-09-02],wake+change,2026-09-02 11:20:19,0,S1,long,,,,[sweep_reclaim] Price sweeps below ONH 29171.25 and prints a 5m close back above 29171.25 (reclaim close); invalid if 5m close below 29158.47 VWAP+1σ. | confirm: 1x5m_close ref=29171.25 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29186.25 below 29246.25 (noise 7.45) on NY 2026-09-02],wake+change,2026-09-02 11:20:19,0,S2,long,,,,[reclaim] Dip touches 29158.47 VWAP+1σ and price prints a 5m close back above 29158.47; invalid if 5m close below 29102.00 OR-H. | confirm: 1x5m_close ref=29158.47 side=above,YES,2026-09-02 11:20:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29186.25 below 29246.25 (noise 7.45) on NY 2026-09-02],wake+change,2026-09-02 11:20:19,0,S3,long,,,,"[breakout_retest] Break above 29209.25 Supply·1h (15m LH 29208.50) with a 5m close, then retest touch of 29209.25 holds; invalid if 5m close back below 29171.25 ONH. | confirm: touch ref=29209.25 side=above",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29186.25 below 29246.25 (noise 7.45) on NY 2026-09-02],wake+change,2026-09-02 11:20:19,0,S4,short,29317.25,29348,29246.25,[reject] First touch of 29317.25 RTH-H fails and 5m close prints back below 29317.25; invalid if 5m close above 29317.25. | confirm: touch ref=29317.25 side=below,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29138.50 below 29246.25 (noise 7.23) on NY 2026-09-02],wake+change,2026-09-02 11:47:10,0,S1,long,,,,[reclaim] Price reclaims VWAP+1σ 29161.16 with a 1x5m close above | confirm: 1x5m_close ref=29161.16 side=above,YES,2026-09-02 11:50:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29138.50 below 29246.25 (noise 7.23) on NY 2026-09-02],wake+change,2026-09-02 11:47:10,0,S2,long,29058.75,29032,29161.16,[reject] Price touches PDC 29058.75 and rejects | confirm: touch ref=29058.75 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29144.75 below 29246.25 (noise 7.16) on NY 2026-09-02],wake+change,2026-09-02 12:25:10,0,S1,long,,,,"[sweep_reclaim] After 13:30 CT, a 5m push below 29058.75 sweeps toward 29042.75 and a 1m_mss closes back above 29058.75. | confirm: touch ref=29058.75 side=below | confirm2: 1m_mss ref=29058.75 side=above",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29144.75 below 29246.25 (noise 7.16) on NY 2026-09-02],wake+change,2026-09-02 12:25:10,0,S2,long,,,,"[breakout_retest] 1x5m close above 29171.25 ONH, then a pullback retest holds 29171.25. | confirm: touch ref=29171.25 side=above",YES,2026-09-02 12:45:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29144.75 below 29246.25 (noise 7.16) on NY 2026-09-02],wake+change,2026-09-02 12:25:10,0,S3,short,29317.25,29344.75,29246.25,[reject] First touch of 29317.25 RTH-H stalls/rejects; stop above 29344.75; enter short only on touch. | confirm: touch ref=29317.25 side=below,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02],wake+change,2026-09-02 13:02:15,0,S1,long,29163.99,29138.75,29246.25,[reject] Price pulls back to 29163.99 VWAP+1σ after 13:30 and attempts a 5m reversal from the band. | confirm: touch ref=29163.99 side=below,YES,2026-09-02 13:05:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02],wake+change,2026-09-02 13:02:15,0,S2,long,,,,[sweep_reclaim] Price sweeps 29001.75 RTH-L and then prints a 5m close back above it. | confirm: touch ref=29001.75 side=below | confirm2: 1x5m_close ref=29001.75 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02],wake+change,2026-09-02 13:02:15,0,S3,short,29317.25,29342.5,29246.25,[reject] A rally into 29317.25 RTH-H after 13:30 pokes above and rejects; this is the allowed premium short. | confirm: touch ref=29317.25 side=above,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02],wake+change,2026-09-02 13:02:15,0,S4,short,29058.75,29086.75,28927.25,[reject] Price pulls back to 29058.75 PDC and rejects back down; 29058.75 is the entry. | confirm: touch ref=29058.75 side=below,NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29147.00 below 29246.25 (noise 6.46) on NY 2026-09-02],wake+change,2026-09-02 13:28:36,0,S1,long,,,,"[reclaim] 1x5m close above 29165.06 VWAP+1σ reclaims the magnet; long for 29171.25 ONH first, then 29209.25 Supply·1h and 29246.25 OB(bull)·4h. | confirm: 1x5m_close ref=29165.06 side=above",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29147.00 below 29246.25 (noise 6.46) on NY 2026-09-02],wake+change,2026-09-02 13:28:36,0,S2,long,29001.75,28972.75,29102,"[reject] Clean retest of RTH-L 29001.75; limit long with structure stop 28972.75, target 29102.00 OR-H. | confirm: touch ref=29001.75 side=above",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29147.00 below 29246.25 (noise 6.46) on NY 2026-09-02],wake+change,2026-09-02 13:28:36,0,S3,long,,,,[sweep_reclaim] Sweep of ONL 28927.25 followed by a 5m close back above 28927.25 (wick alone is not enough); long the reclaim. | confirm: 1x5m_close ref=28927.25 side=above,YES,2026-09-02 13:25:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29147.00 below 29246.25 (noise 6.46) on NY 2026-09-02],wake+change,2026-09-02 13:28:36,0,S4,short,29317.25,29345.25,29246.25,"[reject] Stretched rally to RTH-H 29317.25 above the 50% mark; first-touch rejection short with structure stop 29345.25, target 29246.25. | confirm: touch ref=29317.25 side=below",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29136.50 below 29246.25 (noise 6.56) on NY 2026-09-02],wake+change,2026-09-02 13:56:59,0,S1,long,,,,"[sweep_reclaim] Sweep of VWAP−1σ 29050.13 toward OR-L 29042.75, then a 5m close back above 29050.13 | confirm: 1x5m_close ref=29050.13 side=above",YES,2026-09-02 13:55:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29136.50 below 29246.25 (noise 6.56) on NY 2026-09-02],wake+change,2026-09-02 13:56:59,0,S2,long,,,,[reclaim] Price loses VWAP 29108.47 and a 5m close returns above 29108.47 | confirm: 1x5m_close ref=29108.47 side=above,YES,2026-09-02 13:55:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,level_event  [seated OB(bull)·4h (HTF) invalidated: close 29136.50 below 29246.25 (noise 6.56) on NY 2026-09-02],wake+change,2026-09-02 13:56:59,0,S3,short,29166.8,29199.5,29058.75,[reject] Rally to VWAP+1σ 29166.80 and failure to accept; enter short below 29166.80 | confirm: touch ref=29166.8 side=below,YES,2026-09-02 14:09:00,"arm#33 cancelled @2026-09-02 14:10:29 (level accepted through — marketable, never placed)",doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","UP +76.75 (29098.25->29175.00, n=375m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,ASIA_scheduled_read,scheduled,2026-09-02 16:36:02,0,S1,long,,,,"[reclaim] Price pulls back to 29113.89 VWAP and prints a 5m close back above 29113.89, reclaiming the mean after the 29212.50 sweep-up failed. | confirm: 1x5m_close ref=29113.89 side=above",YES,2026-09-02 17:00:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,ASIA_scheduled_read,scheduled,2026-09-02 16:36:02,0,S2,long,,,,"[sweep_reclaim] Price sweeps below 29042.75 OR-L to collect stops, then prints a 1m MSS up and a 5m close back above 29042.75. | confirm: touch ref=29042.75 side=below | confirm2: 1x5m_close ref=29042.75 side=above",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,ASIA_scheduled_read,scheduled,2026-09-02 16:36:02,0,S3,long,,,,"[breakout_retest] Price breaks above 29171.25 ONH, pulls back, and holds the 29171.25 retest as support. | confirm: touch ref=29171.25 side=above",YES,2026-09-02 17:00:00,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,ASIA_scheduled_read,scheduled,2026-09-02 16:36:02,0,S4,short,,,,"[sweep_reclaim] Price rallies above 29317.25 PDH, sweeps the high, then prints a 5m close back below 29317.25. | confirm: touch ref=29317.25 side=above | confirm2: 1x5m_close ref=29317.25 side=below",NO,,none,doc.bias=long/low | planner_read_facts.bias_ai=EMPTY(never written),planner_read_facts.bias_tree=EMPTY(never written),"planner_read_facts: NO ROW for this session/time (table has 17 rows, all 2026-09-03)","DOWN -2.25 (29175.75->29173.50, n=540m)"
